102/12/27,20000,15400,0.77,0.77,0.77,0.77,+0.02,2
102/12/30,0,0,---,---,---,---,---,0
102/12/31,0,0,---,---,---,---,---,0
103/01/02,99000,69300,0.70,0.70,0.70,0.70,-0.04,1
103/01/03,495000,313830,0.66,0.66,0.62,0.62,-0.08,5
103/01/06,396000,251460,0.64,0.64,0.63,0.63,+0.01,4
103/01/07,96000,65280,0.68,0.68,0.68,0.68,+0.05,1
103/01/08,111000,72600,0.65,0.68,0.65,0.68,0.00,2
103/01/09,167000,117360,0.69,0.75,0.69,0.73,+0.05,7
103/01/10,132000,96560,0.75,0.75,0.72,0.72,-0.01,4
103/01/13,352000,257460,0.73,0.74,0.73,0.73,+0.01,7
103/01/14,307000,226980,0.74,0.74,0.72,0.72,-0.01,4
103/01/15,205000,145550,0.71,0.71,0.71,0.71,-0.01,2
103/01/16,471000,345710,0.71,0.75,0.71,0.72,+0.01,5
103/01/17,862000,664620,0.76,0.79,0.75,0.75,+0.03,13
103/01/20,532000,345710,0.65,0.65,0.64,0.64,-0.11,7
103/01/21,139000,81230,0.60,0.60,0.58,0.60,-0.04,4
103/01/22,405000,244080,0.61,0.61,0.60,0.60,0.00,2
103/01/23,1237000,791410,0.61,0.67,0.61,0.67,+0.07,9
103/01/24,930000,614190,0.67,0.67,0.65,0.66,-0.01,5
103/01/27,50000,33500,0.67,0.67,0.67,0.67,+0.01,1
103/02/05,91000,55470,0.67,0.67,0.60,0.62,-0.05,4
103/02/06,120000,73300,0.61,0.62,0.61,0.62,0.00,3
103/02/07,0,0,---,---,---,---,---,0
103/02/10,145000,83900,0.59,0.59,0.57,0.58,-0.02,5
103/02/11,25000,14500,0.58,0.58,0.58,0.58,0.00,1
103/02/12,1534000,737110,0.55,0.55,0.47,0.47,-0.11,12
103/02/13,3441000,1344240,0.40,0.41,0.36,0.37,-0.10,27
103/02/14,1923000,617970,0.32,0.37,0.29,0.37,0.00,15
103/02/17,2565000,835350,0.36,0.36,0.29,0.29,-0.08,23
103/02/18,1869000,486050,0.28,0.28,0.25,0.27,-0.02,21
103/02/19,1339000,347450,0.26,0.27,0.25,0.27,0.00,18
103/02/20,856000,222460,0.25,0.26,0.25,0.26,-0.01,13
103/02/21,1210000,305970,0.25,0.26,0.24,0.26,0.00,14
103/02/24,1302000,286920,0.24,0.25,0.19,0.19,-0.07,14
103/02/25,1468000,264040,0.18,0.20,0.17,0.18,-0.01,16
103/02/26,2389000,499430,0.21,0.23,0.18,0.18,0.00,27
103/02/27,692000,125930,0.18,0.20,0.17,0.18,0.00,95
103/03/03,250000,39000,0.15,0.16,0.15,0.16,-0.02,5
103/03/04,200000,29400,0.14,0.15,0.13,0.13,-0.03,9
103/03/05,926000,102590,0.11,0.13,0.10,0.12,-0.01,17
103/03/06,96000,9740,0.11,0.11,0.09,0.09,-0.03,7
103/03/07,345000,40570,0.11,0.13,0.11,0.13,+0.04,8
103/03/10,0,0,---,---,---,---,---,0
103/03/11,30000,2400,0.08,0.08,0.08,0.08,-0.05,1
103/03/12,222000,24320,0.10,0.11,0.10,0.11,+0.03,4
103/03/13,13000,1170,0.09,0.09,0.09,0.09,-0.02,1
103/03/14,50000,5500,0.11,0.11,0.11,0.11,+0.02,3
103/03/17,208000,22580,0.08,0.11,0.08,0.11,0.00,3
103/03/18,30000,2400,0.08,0.08,0.08,0.08,-0.03,1
103/03/19,10000,1300,0.13,0.13,0.13,0.13,+0.05,1
103/03/20,20000,1800,0.09,0.09,0.09,0.09,-0.04,1
103/03/21,230000,18400,0.08,0.08,0.08,0.08,-0.01,4
103/03/24,82000,6160,0.08,0.08,0.07,0.07,-0.01,3
103/03/25,10000,700,0.07,0.07,0.07,0.07,0.00,1
103/03/26,0,0,---,---,---,---,---,0
103/03/27,30000,1500,0.05,0.05,0.05,0.05,-0.02,1
103/03/28,10000,600,0.06,0.06,0.06,0.06,+0.01,1
103/03/31,280000,16900,0.07,0.07,0.06,0.06,0.00,6
103/04/01,20000,1200,0.06,0.06,0.06,0.06,0.00,2
103/04/02,53000,2620,0.05,0.05,0.04,0.04,-0.02,7
103/04/03,50000,1500,0.03,0.03,0.03,0.03,-0.01,1
103/04/07,50000,2000,0.04,0.04,0.04,0.04,+0.01,1
103/04/08,0,0,---,---,---,---,---,0
103/04/09,0,0,---,---,---,---,---,0
103/04/10,247000,4940,0.02,0.02,0.02,0.02,-0.02,4
103/04/11,269000,6080,0.02,0.05,0.02,0.02,0.00,5
103/04/14,10000,600,0.06,0.06,0.06,0.06,+0.04,1
103/04/15,0,0,---,---,---,---,---,0
103/04/16,0,0,---,---,---,---,---,0
103/04/17,0,0,---,---,---,---,---,0
103/04/18,0,0,---,---,---,---,---,0
103/04/21,0,0,---,---,---,---,---,0
103/04/22,0,0,---,---,---,---,---,0
103/04/23,20000,2400,0.12,0.12,0.12,0.12,+0.06,2
103/04/24,0,0,---,---,---,---,---,0
103/04/25,0,0,---,---,---,---,---,0
103/04/28,284000,8520,0.03,0.03,0.03,0.03,-0.05,4
103/04/29,0,0,---,---,---,---,---,0
103/04/30,0,0,---,---,---,---,---,0
103/05/02,0,0,---,---,---,---,---,0
103/05/05,0,0,---,---,---,---,---,0
103/05/06,0,0,---,---,---,---,---,0
103/05/07,0,0,---,---,---,---,---,0
103/05/08,0,0,---,---,---,---,---,0
103/05/09,0,0,---,---,---,---,---,0
103/05/12,0,0,---,---,---,---,---,0
103/05/13,0,0,---,---,---,---,---,0
103/05/14,1291000,12910,0.01,0.01,0.01,0.01,-0.03,3
103/05/15,0,0,---,---,---,---,---,0
103/05/16,0,0,---,---,---,---,---,0
103/05/19,0,0,---,---,---,---,---,0
103/05/20,0,0,---,---,---,---,---,0
103/05/21,0,0,---,---,---,---,---,0
103/05/22,135000,1350,0.01,0.01,0.01,0.01,0.00,9
103/05/23,0,0,---,---,---,---,---,0
103/05/26,470000,4700,0.01,0.01,0.01,0.01,0.00,47
103/05/27,357000,3570,0.01,0.01,0.01,0.01,0.00,36
103/05/28,0,0,---,---,---,---,---,0
103/05/29,0,0,---,---,---,---,---,0
103/05/30,25000,250,0.01,0.01,0.01,0.01,0.00,3
103/06/03,0,0,---,---,---,---,---,0
103/06/04,0,0,---,---,---,---,---,0
103/06/05,0,0,---,---,---,---,---,0
103/06/06,0,0,---,---,---,---,---,0
103/06/09,0,0,---,---,---,---,---,0
103/06/10,0,0,---,---,---,---,---,0
103/06/11,0,0,---,---,---,---,---,0
103/06/12,10000,100,0.01,0.01,0.01,0.01,0.00,1
103/06/13,160000,1600,0.01,0.01,0.01,0.01,0.00,16
103/06/16,0,0,---,---,---,---,---,0
103/06/17,0,0,---,---,---,---,---,0
103/06/18,43000,430,0.01,0.01,0.01,0.01,0.00,5
103/06/19,0,0,---,---,---,---,---,0
103/06/20,0,0,---,---,---,---,---,0
103/06/23,0,0,---,---,---,---,---,0
103/06/24,0,0,---,---,---,---,---,0
