105/10/04,139000,110540,0.82,0.82,0.79,0.79,-0.15,8
105/10/05,270000,213400,0.78,0.80,0.77,0.80,+0.01,9
105/10/06,154000,125760,0.77,0.83,0.77,0.82,+0.02,6
105/10/07,57000,48820,0.84,0.86,0.84,0.86,+0.04,3
105/10/11,807000,796320,0.95,1.02,0.94,1.02,+0.16,24
105/10/12,1783000,1963750,1.08,1.14,1.03,1.07,+0.05,71
105/10/13,895000,929040,1.07,1.08,1.03,1.03,-0.04,42
105/12/09,362000,266950,0.75,0.76,0.73,0.74,-0.02,9
105/12/12,434000,317920,0.72,0.75,0.72,0.75,+0.01,9
105/12/13,532000,412320,0.76,0.79,0.76,0.78,+0.03,13
105/12/14,837000,623070,0.77,0.77,0.72,0.73,-0.05,21
105/12/15,832000,573680,0.72,0.72,0.67,0.68,-0.05,22
105/12/16,18000,12420,0.69,0.69,0.69,0.69,+0.01,3
105/12/19,682000,481960,0.70,0.73,0.70,0.73,+0.04,12
105/12/20,672000,481240,0.73,0.73,0.71,0.71,-0.02,10
