93/02/11,13000,577800,44.60,44.60,44.40,44.40,-0.40,8
93/02/12,15000,648600,43.00,43.50,43.00,43.50,-0.90,5
93/02/13,0,0,--,--,--,--,,0
93/02/16,30000,1215000,40.50,40.50,40.50,40.50,X,22
93/02/17,20000,802000,40.00,40.20,40.00,40.20,-0.30,4
93/02/18,37000,1492500,40.20,40.50,40.20,40.50,0.30,11
93/02/19,102000,4198600,40.80,41.50,40.80,41.50,1.00,23
93/02/20,1000,41000,41.00,41.00,41.00,41.00,-0.50,1
93/02/23,10000,407000,40.70,40.70,40.70,40.70,-0.30,2
93/02/24,500000,20459000,40.50,41.00,40.50,40.80,0.10,105
93/02/25,10000,405000,40.50,40.50,40.50,40.50,-0.30,1
93/02/26,1000,41000,41.00,41.00,41.00,41.00,0.50,1
93/02/27,1000,41000,41.00,41.00,41.00,41.00,,1
93/03/01,0,0,--,--,--,--,,0
93/03/02,4000,164000,41.00,41.00,41.00,41.00,X,3
93/03/03,10000,410000,41.00,41.00,41.00,41.00,,1
93/03/04,20000,823000,41.10,41.20,41.10,41.20,0.20,2
93/03/05,0,0,--,--,--,--,,0
93/03/08,10000,410000,41.00,41.00,41.00,41.00,X,1
93/03/09,20000,811000,40.50,40.60,40.50,40.60,-0.40,2
93/03/10,0,0,--,--,--,--,,0
93/03/11,11000,439800,40.00,40.00,39.80,39.80,X,2
93/03/12,1000,40500,40.50,40.50,40.50,40.50,0.70,1
93/03/15,57000,2326500,41.50,41.50,40.60,40.90,0.40,10
93/03/16,30000,1218000,40.50,40.70,40.50,40.70,-0.20,3
93/03/17,90000,3653000,40.50,40.80,40.50,40.80,0.10,10
93/03/18,543000,22406700,41.00,41.50,41.00,41.40,0.60,69
93/03/19,35000,1462000,41.70,41.90,41.60,41.90,0.50,4
