102/07/08,618000,503560,0.72,0.85,0.68,0.84,0.00,18
102/07/09,1562000,1063250,0.84,0.84,0.64,0.68,-0.16,57
102/07/10,3371000,2137680,0.65,0.72,0.58,0.70,+0.02,85
102/07/11,680000,453540,0.70,0.71,0.64,0.64,-0.06,49
102/07/12,807000,484860,0.67,0.67,0.57,0.60,-0.04,42
102/07/15,435000,250310,0.56,0.59,0.54,0.59,-0.01,22
102/07/16,324000,185050,0.59,0.59,0.56,0.59,0.00,12
102/07/17,269000,150410,0.55,0.59,0.54,0.59,0.00,12
102/07/18,953000,634890,0.60,0.69,0.60,0.68,+0.09,41
102/07/19,1606000,1077030,0.70,0.74,0.60,0.62,-0.06,61
102/07/22,66000,38900,0.56,0.63,0.56,0.57,-0.05,9
102/07/23,230000,139400,0.56,0.64,0.56,0.62,+0.05,6
102/07/24,116000,75090,0.64,0.65,0.64,0.65,+0.03,7
102/07/25,1453000,1092720,0.68,0.82,0.67,0.79,+0.14,42
102/07/26,449000,348580,0.75,0.82,0.73,0.75,-0.04,15
102/07/29,484000,348550,0.69,0.76,0.68,0.76,+0.01,9
102/07/30,1232000,796620,0.67,0.68,0.61,0.65,-0.11,37
102/07/31,229000,141890,0.62,0.64,0.61,0.62,-0.03,9
102/08/01,82000,53010,0.64,0.66,0.63,0.63,+0.01,7
102/08/02,108000,75680,0.63,0.72,0.63,0.71,+0.08,8
102/08/05,68000,43620,0.65,0.65,0.64,0.64,-0.07,4
102/08/06,30000,18400,0.62,0.62,0.61,0.61,-0.03,5
102/08/07,36000,22700,0.65,0.65,0.63,0.63,+0.02,3
102/08/08,55000,32800,0.62,0.62,0.58,0.60,-0.03,4
102/08/09,50000,31750,0.64,0.64,0.63,0.63,+0.03,3
102/08/12,11000,6410,0.61,0.61,0.58,0.58,-0.05,2
102/08/13,115000,67200,0.59,0.59,0.58,0.58,0.00,6
102/08/14,0,0,---,---,---,---,---,0
102/08/15,92000,56160,0.61,0.63,0.61,0.63,+0.04,2
102/08/16,64000,42440,0.66,0.67,0.66,0.66,+0.03,8
102/08/19,60000,37220,0.65,0.65,0.58,0.58,-0.08,4
102/08/20,80000,41920,0.54,0.55,0.52,0.55,-0.03,3
102/08/22,8000,4620,0.57,0.59,0.57,0.59,+0.04,2
102/08/23,30000,17100,0.57,0.57,0.57,0.57,-0.02,1
102/08/26,2000,1180,0.59,0.59,0.59,0.59,+0.02,1
102/08/27,157000,104270,0.64,0.68,0.64,0.68,+0.09,7
102/08/28,1585000,1296000,0.78,0.85,0.77,0.78,+0.10,42
102/08/29,171000,115820,0.68,0.71,0.62,0.70,-0.08,13
102/08/30,482000,273960,0.62,0.62,0.55,0.55,-0.15,25
102/09/02,53000,29550,0.55,0.58,0.54,0.58,+0.03,6
102/09/03,274000,140840,0.51,0.54,0.50,0.52,-0.06,12
102/09/04,120000,61180,0.51,0.51,0.50,0.51,-0.01,6
102/09/05,154000,69100,0.48,0.48,0.44,0.44,-0.07,16
102/09/06,80000,38400,0.48,0.48,0.48,0.48,+0.04,2
102/09/09,0,0,---,---,---,---,---,0
102/09/10,0,0,---,---,---,---,---,0
102/09/11,284000,152110,0.53,0.54,0.51,0.51,+0.02,8
102/09/12,60000,31800,0.53,0.53,0.53,0.53,+0.02,1
102/09/13,337000,168100,0.52,0.52,0.49,0.49,-0.04,5
102/09/14,50000,25000,0.50,0.50,0.50,0.50,+0.01,3
102/09/16,326000,143180,0.45,0.45,0.43,0.43,-0.07,3
102/09/17,30000,13500,0.45,0.45,0.45,0.45,+0.02,1
102/09/18,105000,46450,0.44,0.45,0.43,0.43,-0.02,6
102/09/23,75000,35150,0.43,0.50,0.43,0.50,+0.07,4
102/09/24,119000,60490,0.51,0.51,0.50,0.50,0.00,2
102/09/25,0,0,---,---,---,---,---,0
102/09/26,367000,184000,0.51,0.52,0.48,0.52,+0.04,9
102/09/27,165000,83210,0.52,0.52,0.50,0.50,-0.02,11
102/09/30,59000,29020,0.53,0.53,0.48,0.48,-0.02,4
102/10/01,99000,44550,0.45,0.45,0.45,0.45,-0.03,2
102/10/02,2000,900,0.45,0.45,0.45,0.45,0.00,1
102/10/03,177000,69570,0.45,0.45,0.36,0.36,-0.09,7
102/10/04,48000,16410,0.38,0.38,0.30,0.30,-0.06,4
102/10/07,35000,11550,0.33,0.33,0.33,0.33,+0.03,2
102/10/08,65000,25700,0.42,0.42,0.36,0.36,+0.03,4
102/10/09,125000,47500,0.38,0.38,0.38,0.38,+0.02,2
102/10/11,206000,67980,0.33,0.33,0.33,0.33,-0.05,5
102/10/14,198000,68310,0.33,0.36,0.33,0.36,+0.03,2
102/10/15,155000,42600,0.28,0.28,0.26,0.27,-0.09,5
102/10/16,35000,9100,0.26,0.26,0.26,0.26,-0.01,2
102/10/17,107000,26970,0.26,0.26,0.25,0.25,-0.01,2
102/10/18,235000,47950,0.23,0.23,0.20,0.21,-0.04,9
102/10/21,0,0,---,---,---,---,---,0
102/10/22,99000,22770,0.23,0.23,0.23,0.23,+0.02,1
102/10/23,349000,61100,0.21,0.21,0.17,0.17,-0.06,9
102/10/24,143000,25490,0.18,0.18,0.17,0.18,+0.01,7
102/10/25,420000,79010,0.18,0.20,0.18,0.20,+0.02,8
102/10/28,0,0,---,---,---,---,---,0
102/10/29,80000,16500,0.20,0.23,0.20,0.23,+0.02,4
102/10/30,65000,13650,0.21,0.21,0.21,0.21,-0.02,5
102/10/31,185000,38700,0.20,0.23,0.20,0.23,+0.02,9
102/11/01,131000,28820,0.22,0.22,0.22,0.22,-0.01,2
102/11/04,330000,78040,0.22,0.26,0.22,0.26,+0.04,5
102/11/05,333000,78220,0.25,0.25,0.23,0.23,-0.03,5
102/11/06,348000,67680,0.22,0.22,0.15,0.15,-0.08,7
102/11/07,105000,16770,0.16,0.16,0.15,0.16,+0.01,4
102/11/08,0,0,---,---,---,---,---,0
102/11/11,0,0,---,---,---,---,---,0
102/11/12,623000,108220,0.16,0.19,0.15,0.19,+0.02,12
102/11/13,0,0,---,---,---,---,---,0
102/11/14,149000,23350,0.17,0.17,0.15,0.15,-0.03,2
102/11/15,373000,49590,0.13,0.14,0.13,0.13,-0.02,7
102/11/18,347000,38170,0.11,0.11,0.11,0.11,-0.02,4
102/11/19,810000,89100,0.11,0.11,0.11,0.11,0.00,12
102/11/20,515000,63580,0.11,0.13,0.11,0.12,+0.01,6
102/11/21,721000,105180,0.14,0.15,0.14,0.15,+0.03,10
102/11/22,287000,39980,0.14,0.14,0.13,0.14,-0.01,4
102/11/25,317000,37050,0.13,0.13,0.11,0.11,-0.03,4
102/11/26,332000,36020,0.11,0.11,0.10,0.11,0.00,4
