102/04/10,60000,42100,0.70,0.71,0.69,0.71,-0.15,3
102/04/11,144000,99210,0.69,0.70,0.68,0.68,-0.03,4
102/04/12,169000,111540,0.66,0.66,0.66,0.66,-0.02,3
102/04/15,99000,70270,0.68,0.73,0.68,0.73,+0.07,7
102/04/16,404000,314040,0.76,0.79,0.74,0.77,+0.04,18
102/04/17,524000,403600,0.75,0.78,0.75,0.77,0.00,15
102/04/18,900000,718070,0.78,0.82,0.77,0.78,+0.01,35
102/04/19,932000,716300,0.80,0.80,0.74,0.75,-0.03,22
102/04/22,104000,78980,0.75,0.78,0.75,0.78,+0.03,10
102/04/23,277000,215240,0.78,0.78,0.75,0.77,-0.01,8
102/04/24,423000,312270,0.74,0.74,0.73,0.73,-0.04,8
102/04/25,99000,66580,0.68,0.70,0.67,0.69,-0.04,4
102/04/26,2000,1360,0.68,0.68,0.68,0.68,-0.01,1
102/04/29,23000,14610,0.65,0.65,0.63,0.63,-0.05,4
102/04/30,99000,60390,0.61,0.61,0.61,0.61,-0.02,1
102/05/02,40000,23880,0.59,0.62,0.59,0.62,+0.01,7
102/05/03,140000,83240,0.56,0.61,0.56,0.61,-0.01,9
102/05/06,4000,2360,0.59,0.59,0.59,0.59,-0.02,1
102/05/07,224000,123030,0.54,0.59,0.53,0.55,-0.04,9
102/05/08,276000,139590,0.48,0.51,0.48,0.51,-0.04,13
102/05/09,458000,193110,0.41,0.44,0.41,0.42,-0.09,9
102/05/10,91000,37830,0.40,0.43,0.40,0.43,+0.01,5
102/05/13,261000,111230,0.42,0.43,0.42,0.43,0.00,6
102/05/14,145000,66350,0.45,0.47,0.45,0.47,+0.04,3
102/05/15,77000,34310,0.46,0.46,0.43,0.43,-0.04,5
102/05/16,91000,37000,0.41,0.45,0.40,0.45,+0.02,6
102/05/17,154000,63640,0.42,0.42,0.41,0.41,-0.04,4
102/05/20,81000,31420,0.38,0.42,0.38,0.42,+0.01,4
102/05/21,389000,146970,0.38,0.42,0.37,0.42,0.00,8
102/05/22,558000,230910,0.41,0.43,0.40,0.43,+0.01,13
102/05/23,783000,367170,0.42,0.51,0.42,0.49,+0.06,14
102/05/24,605000,299440,0.49,0.51,0.49,0.50,+0.01,8
102/05/27,367000,176160,0.48,0.48,0.48,0.48,-0.02,4
102/05/28,133000,59760,0.44,0.46,0.43,0.46,-0.02,5
102/05/29,232000,115360,0.50,0.50,0.49,0.50,+0.04,6
102/05/30,264000,130410,0.49,0.50,0.49,0.49,-0.01,5
102/05/31,260000,125400,0.48,0.49,0.48,0.49,0.00,4
102/06/03,86000,40420,0.47,0.47,0.47,0.47,-0.02,3
102/06/04,249000,112740,0.47,0.47,0.43,0.46,-0.01,5
102/06/05,190000,91590,0.47,0.49,0.47,0.49,+0.03,9
102/06/06,0,0,---,---,---,---,---,0
102/06/07,50000,24500,0.49,0.49,0.49,0.49,+0.02,1
102/06/10,0,0,---,---,---,---,---,0
102/06/11,0,0,---,---,---,---,---,0
102/06/13,0,0,---,---,---,---,---,0
102/06/14,80000,48850,0.61,0.62,0.61,0.61,+0.06,4
102/06/17,25000,14750,0.59,0.59,0.59,0.59,-0.02,1
102/06/18,50000,26500,0.53,0.53,0.53,0.53,-0.06,1
102/06/19,0,0,---,---,---,---,---,0
102/06/20,0,0,---,---,---,---,---,0
102/06/21,0,0,---,---,---,---,---,0
102/06/24,20000,11500,0.57,0.59,0.57,0.59,-0.03,2
102/06/25,5000,3100,0.62,0.62,0.62,0.62,+0.03,1
102/06/26,0,0,---,---,---,---,---,0
102/06/27,1000,500,0.50,0.50,0.50,0.50,-0.02,1
102/06/28,1000,520,0.52,0.52,0.52,0.52,+0.02,1
102/07/01,0,0,---,---,---,---,---,0
102/07/02,0,0,---,---,---,---,---,0
102/07/03,0,0,---,---,---,---,---,0
102/07/04,2000,1000,0.50,0.50,0.50,0.50,-0.04,1
102/07/05,0,0,---,---,---,---,---,0
102/07/08,4000,2160,0.54,0.54,0.54,0.54,-0.01,1
102/07/09,6000,3240,0.54,0.54,0.54,0.54,0.00,1
102/07/10,6000,3300,0.55,0.55,0.55,0.55,+0.01,1
102/07/11,14000,7220,0.53,0.53,0.51,0.51,-0.04,2
102/07/12,0,0,---,---,---,---,---,0
102/07/15,4000,2000,0.50,0.50,0.50,0.50,-0.05,1
102/07/16,0,0,---,---,---,---,---,0
102/07/17,53000,28090,0.53,0.53,0.53,0.53,+0.03,2
102/07/18,907000,593570,0.55,0.69,0.55,0.68,+0.15,10
102/07/19,862000,602380,0.69,0.73,0.67,0.70,+0.02,11
102/07/22,240000,163200,0.66,0.72,0.66,0.71,+0.01,6
102/07/23,50000,30100,0.56,0.63,0.56,0.63,-0.08,2
102/07/24,30000,17100,0.56,0.59,0.56,0.59,-0.04,21
102/07/25,30000,15600,0.52,0.52,0.52,0.52,-0.07,1
102/07/26,0,0,---,---,---,---,---,0
102/07/29,0,0,---,---,---,---,---,0
102/07/30,0,0,---,---,---,---,---,0
102/07/31,0,0,---,---,---,---,---,0
102/08/01,0,0,---,---,---,---,---,0
102/08/02,0,0,---,---,---,---,---,0
102/08/05,0,0,---,---,---,---,---,0
102/08/06,0,0,---,---,---,---,---,0
102/08/07,0,0,---,---,---,---,---,0
102/08/08,0,0,---,---,---,---,---,0
102/08/09,0,0,---,---,---,---,---,0
102/08/12,0,0,---,---,---,---,---,0
102/08/13,0,0,---,---,---,---,---,0
102/08/14,0,0,---,---,---,---,---,0
102/08/15,0,0,---,---,---,---,---,0
102/08/16,0,0,---,---,---,---,---,0
102/08/19,0,0,---,---,---,---,---,0
102/08/20,0,0,---,---,---,---,---,0
102/08/22,226000,175520,0.73,0.80,0.73,0.80,+0.09,3
102/08/23,176000,131920,0.75,0.75,0.74,0.74,-0.06,3
102/08/26,0,0,---,---,---,---,---,0
102/08/27,0,0,---,---,---,---,---,0
102/08/28,0,0,---,---,---,---,---,0
102/08/29,0,0,---,---,---,---,---,0
102/08/30,0,0,---,---,---,---,---,0
102/09/02,0,0,---,---,---,---,---,0
102/09/03,0,0,---,---,---,---,---,0
102/09/04,0,0,---,---,---,---,---,0
102/09/05,0,0,---,---,---,---,---,0
102/09/06,0,0,---,---,---,---,---,0
102/09/09,0,0,---,---,---,---,---,0
102/09/10,0,0,---,---,---,---,---,0
102/09/11,0,0,---,---,---,---,---,0
102/09/12,0,0,---,---,---,---,---,0
102/09/13,0,0,---,---,---,---,---,0
102/09/14,0,0,---,---,---,---,---,0
102/09/16,5000,1550,0.31,0.31,0.31,0.31,+0.01,1
102/09/17,0,0,---,---,---,---,---,0
102/09/18,0,0,---,---,---,---,---,0
102/09/23,0,0,---,---,---,---,---,0
102/09/24,0,0,---,---,---,---,---,0
102/09/25,5000,650,0.13,0.13,0.13,0.13,-0.05,1
102/09/26,30000,6600,0.22,0.22,0.22,0.22,+0.09,1
102/09/27,30000,5400,0.18,0.18,0.18,0.18,-0.04,1
102/09/30,0,0,---,---,---,---,---,0
102/10/01,0,0,---,---,---,---,---,0
102/10/02,0,0,---,---,---,---,---,0
102/10/03,0,0,---,---,---,---,---,0
102/10/04,0,0,---,---,---,---,---,0
102/10/07,0,0,---,---,---,---,---,0
107/01/15,0,0,---,---,---,---,---,0
107/01/16,0,0,---,---,---,---,---,0
107/01/17,2000,2220,1.11,1.11,1.11,1.11,0.00,1
107/01/18,2000,2120,1.06,1.06,1.06,1.06,-0.05,1
107/01/19,64000,60760,0.95,0.96,0.92,0.92,-0.14,6
107/01/22,52000,40070,0.81,0.81,0.72,0.72,-0.20,5
107/01/23,38000,25610,0.67,0.73,0.66,0.72,0.00,5
107/01/24,1000,680,0.68,0.68,0.68,0.68,-0.04,1
107/01/26,1074000,654690,0.59,0.73,0.56,0.73,+0.05,19
107/01/31,115000,73950,0.65,0.65,0.61,0.61,-0.02,3
107/02/01,632000,365340,0.53,0.59,0.53,0.58,-0.03,8
107/02/02,1217000,758100,0.60,0.64,0.60,0.62,+0.04,21
107/02/05,587000,388450,0.68,0.69,0.59,0.59,-0.03,19
107/02/06,221000,155390,0.65,0.77,0.65,0.76,+0.17,7
107/02/12,72000,57540,0.79,0.80,0.79,0.80,-0.03,3
107/02/21,40000,27360,0.71,0.71,0.66,0.68,-0.12,5
107/02/23,325000,220800,0.64,0.68,0.64,0.68,0.00,4
107/02/26,769000,524950,0.64,0.71,0.64,0.70,+0.02,12
107/02/27,1010000,710680,0.69,0.72,0.68,0.72,+0.02,12
107/03/01,672000,494070,0.74,0.74,0.73,0.74,+0.02,10
107/03/02,508000,381520,0.74,0.76,0.74,0.75,+0.01,12
107/03/05,371000,271760,0.71,0.75,0.71,0.75,0.00,10
