104/12/08,0,0,---,---,---,---,---,0
104/12/09,50000,50000,1.00,1.00,1.00,1.00,-0.12,3
104/12/10,120000,113200,0.94,0.99,0.93,0.99,-0.01,5
104/12/11,10000,9400,0.94,0.94,0.94,0.94,-0.05,1
104/12/14,170000,131300,0.79,0.79,0.76,0.76,-0.18,4
104/12/15,508000,440580,0.79,0.91,0.79,0.88,+0.12,12
104/12/16,515000,466500,0.92,0.93,0.89,0.90,+0.02,9
104/12/17,288000,258970,0.90,0.90,0.89,0.89,-0.01,8
104/12/18,0,0,---,---,---,---,---,0
104/12/21,0,0,---,---,---,---,---,0
104/12/22,230000,211300,0.90,0.95,0.90,0.95,+0.06,4
104/12/23,266000,250040,0.94,0.94,0.94,0.94,-0.01,3
104/12/24,86000,75480,0.88,0.88,0.87,0.87,-0.07,4
104/12/25,0,0,---,---,---,---,---,0
104/12/28,581000,589920,0.92,1.10,0.92,1.10,+0.27,20
104/12/29,927000,941460,1.05,1.05,0.99,0.99,-0.11,33
104/12/30,1026000,1050250,0.99,1.05,0.99,1.04,+0.05,29
104/12/31,1552000,1756760,1.11,1.16,1.09,1.12,+0.08,73
105/01/04,370000,394650,1.12,1.12,0.98,0.98,-0.14,18
105/01/05,10000,9000,0.90,0.90,0.90,0.90,-0.08,1
105/01/06,44000,38930,0.90,0.93,0.85,0.85,-0.05,5
105/01/07,138000,100000,0.84,0.84,0.67,0.72,-0.13,11
105/01/08,270000,212520,0.76,0.84,0.76,0.78,+0.06,13
105/01/11,151000,109300,0.73,0.73,0.70,0.73,-0.05,7
105/01/12,245000,164070,0.73,0.74,0.58,0.59,-0.14,13
105/01/13,198000,118560,0.63,0.63,0.57,0.57,-0.02,6
105/01/14,131000,66500,0.50,0.52,0.50,0.50,-0.07,7
105/01/15,160000,81700,0.53,0.53,0.48,0.48,-0.02,8
105/01/18,160000,93500,0.58,0.62,0.55,0.62,+0.14,5
105/01/19,139000,83380,0.57,0.63,0.57,0.62,0.00,5
105/01/20,89000,51890,0.59,0.60,0.57,0.57,-0.05,3
105/01/21,32000,17120,0.54,0.54,0.53,0.53,-0.04,2
105/01/22,50000,26000,0.52,0.52,0.52,0.52,-0.01,1
105/01/25,30000,17100,0.57,0.57,0.57,0.57,+0.05,1
105/01/26,47000,26720,0.56,0.58,0.56,0.58,+0.01,3
105/01/27,0,0,---,---,---,---,---,0
105/01/28,100000,56170,0.55,0.58,0.55,0.57,-0.01,6
105/01/29,478000,299540,0.61,0.63,0.61,0.61,+0.04,8
105/01/30,501000,316730,0.64,0.65,0.62,0.64,+0.03,20
105/02/01,345000,212230,0.62,0.62,0.61,0.62,-0.02,15
105/02/02,301000,185470,0.62,0.62,0.61,0.61,-0.01,9
105/02/03,0,0,---,---,---,---,---,0
105/02/15,0,0,---,---,---,---,---,0
105/02/16,50000,31000,0.62,0.62,0.62,0.62,+0.06,1
105/02/17,60000,37130,0.63,0.63,0.61,0.62,0.00,9
105/02/18,18000,11340,0.63,0.63,0.63,0.63,+0.01,2
105/02/19,18000,10450,0.58,0.59,0.58,0.59,-0.04,2
105/02/22,2578000,1703360,0.63,0.80,0.61,0.79,+0.20,50
105/02/23,3140000,2576570,0.89,0.89,0.74,0.74,-0.05,72
105/02/24,374000,260200,0.72,0.72,0.67,0.67,-0.07,13
105/02/25,1003000,729530,0.69,0.78,0.68,0.69,+0.02,24
105/02/26,730000,518150,0.72,0.73,0.70,0.70,+0.01,6
105/03/01,508000,367190,0.73,0.73,0.71,0.72,+0.02,13
105/03/02,548000,411940,0.74,0.76,0.73,0.73,+0.01,10
105/03/03,212000,143980,0.71,0.72,0.64,0.64,-0.09,12
105/03/04,34000,21920,0.63,0.67,0.63,0.67,+0.03,4
105/03/07,207000,144900,0.70,0.72,0.68,0.68,+0.01,11
105/03/08,121000,76090,0.65,0.65,0.61,0.62,-0.06,12
105/03/09,374000,245680,0.65,0.68,0.64,0.65,+0.03,12
105/03/10,327000,211340,0.66,0.66,0.63,0.64,-0.01,10
105/03/11,2845000,1928500,0.65,0.70,0.65,0.66,+0.02,47
105/03/14,4792000,3631310,0.67,0.84,0.64,0.83,+0.17,107
105/03/15,2823000,2175540,0.84,0.86,0.69,0.69,-0.14,94
105/03/16,703000,499700,0.70,0.73,0.68,0.70,+0.01,25
105/03/17,895000,589220,0.72,0.72,0.62,0.62,-0.08,27
105/03/18,376000,231530,0.62,0.63,0.61,0.62,0.00,13
105/03/21,173000,114310,0.65,0.67,0.65,0.65,+0.03,10
105/03/22,419000,280460,0.66,0.69,0.65,0.65,0.00,24
105/03/23,463000,282510,0.65,0.65,0.58,0.59,-0.06,14
105/03/24,654000,368990,0.58,0.58,0.55,0.56,-0.03,13
105/03/25,325000,195150,0.62,0.62,0.58,0.58,+0.02,8
105/03/28,1696000,956880,0.59,0.59,0.53,0.56,-0.02,24
105/03/29,817000,431250,0.56,0.57,0.50,0.50,-0.06,13
105/03/30,470000,243200,0.50,0.52,0.50,0.51,+0.01,6
105/03/31,110000,53900,0.49,0.49,0.49,0.49,-0.02,2
105/04/01,77000,35940,0.47,0.47,0.46,0.46,-0.03,3
