103/06/10,1605000,1433980,0.86,0.93,0.86,0.89,0.00,27
103/06/11,1925000,1798110,0.89,0.97,0.89,0.91,+0.02,48
103/06/12,1162000,1049530,0.92,0.93,0.88,0.90,-0.01,27
103/06/13,1399000,1277810,0.91,0.93,0.90,0.90,0.00,33
103/06/16,5122000,5056290,0.90,1.05,0.90,0.94,+0.04,97
103/06/17,2357000,2251570,0.98,0.98,0.92,0.97,+0.03,51
103/06/18,1832000,1866410,1.00,1.10,0.98,1.00,+0.03,76
103/06/19,4578000,5295790,1.10,1.49,1.03,1.35,+0.35,204
103/06/20,2701000,3289530,1.37,1.45,1.15,1.19,-0.16,167
103/06/23,2165000,2872850,1.25,1.50,1.19,1.42,+0.23,148
103/06/24,1273000,1724600,1.36,1.41,1.30,1.36,-0.06,100
103/06/25,901000,1245820,1.37,1.50,1.31,1.32,-0.04,70
103/06/26,708000,918190,1.36,1.37,1.26,1.31,-0.01,57
103/06/27,1710000,1809020,1.22,1.30,0.95,1.01,-0.30,114
103/06/30,2409000,2855500,1.08,1.26,1.05,1.17,+0.16,100
103/07/01,1314000,1640890,1.30,1.35,1.13,1.13,-0.04,75
103/07/02,2916000,3076930,1.13,1.14,0.99,1.01,-0.12,114
103/07/03,1728000,1860710,1.01,1.13,1.00,1.13,+0.12,59
103/07/04,2344000,2625840,1.17,1.19,1.04,1.04,-0.09,90
103/07/07,3744000,3671480,1.00,1.05,0.91,1.05,+0.01,82
103/07/08,2427000,2612220,1.08,1.12,1.03,1.06,+0.01,78
103/07/09,3914000,4042310,1.08,1.08,1.00,1.04,-0.02,76
103/07/10,624000,639030,1.04,1.06,1.00,1.01,-0.03,46
103/07/11,7697000,7086210,1.00,1.00,0.86,0.99,-0.02,139
103/07/14,574000,558860,1.01,1.01,0.96,0.98,-0.01,25
103/07/15,1661000,1764200,1.01,1.10,0.99,1.03,+0.05,59
103/07/16,1856000,1764690,1.01,1.03,0.90,0.91,-0.12,66
103/07/17,766000,673440,0.93,0.94,0.86,0.88,-0.03,24
103/07/18,7377000,5846430,0.88,0.88,0.73,0.81,-0.07,118
103/07/21,3200000,2550580,0.81,0.84,0.77,0.79,-0.02,58
103/07/22,4343000,2851960,0.80,0.80,0.58,0.65,-0.14,152
103/07/24,1894000,647150,0.60,0.60,0.16,0.46,-0.19,82
103/07/25,7253000,3491460,0.46,0.55,0.38,0.52,+0.06,169
103/07/28,1711000,726780,0.53,0.53,0.40,0.40,-0.12,61
103/07/29,1237000,512560,0.43,0.45,0.39,0.44,+0.04,44
103/07/30,142000,62960,0.44,0.45,0.43,0.45,+0.01,9
103/07/31,1322000,606020,0.45,0.50,0.42,0.48,+0.03,64
103/08/01,113000,50620,0.44,0.47,0.44,0.45,-0.03,10
103/08/04,177000,86350,0.50,0.53,0.45,0.45,0.00,11
103/08/05,279000,101910,0.42,0.42,0.35,0.41,-0.04,12
103/08/06,210000,80000,0.38,0.50,0.35,0.40,-0.01,18
103/08/07,253000,98400,0.45,0.45,0.37,0.37,-0.03,13
103/08/08,775000,235590,0.37,0.37,0.30,0.30,-0.07,26
103/08/11,175000,65700,0.40,0.40,0.30,0.40,+0.10,14
103/08/12,72000,25900,0.45,0.45,0.30,0.40,0.00,7
103/08/13,2000,800,0.40,0.40,0.40,0.40,0.00,1
103/08/14,335000,166990,0.49,0.60,0.32,0.32,-0.08,20
103/08/15,18000,6540,0.43,0.43,0.32,0.41,+0.09,3
103/08/18,71000,21410,0.30,0.31,0.30,0.30,-0.11,8
103/08/19,355000,105780,0.35,0.40,0.26,0.40,+0.10,17
103/08/20,181000,51530,0.35,0.35,0.26,0.33,-0.07,8
103/08/21,85000,31600,0.35,0.39,0.35,0.37,+0.04,9
103/08/22,175000,63700,0.31,0.40,0.31,0.34,-0.03,24
103/08/25,189000,76680,0.40,0.45,0.35,0.35,+0.01,15
103/08/26,228000,85560,0.40,0.40,0.37,0.40,+0.05,5
103/08/27,21000,8920,0.45,0.45,0.41,0.44,+0.04,5
103/08/28,80000,32900,0.43,0.43,0.40,0.40,-0.04,4
103/08/29,311000,136680,0.37,0.50,0.37,0.48,+0.08,15
103/09/01,480000,257030,0.52,0.57,0.51,0.56,+0.08,21
103/09/02,402000,240920,0.62,0.62,0.54,0.54,-0.02,9
103/09/03,640000,337550,0.56,0.56,0.51,0.56,+0.02,22
