103/12/15,354000,595730,1.67,1.70,1.59,1.59,0.00,9
103/12/16,320000,436360,1.56,1.63,1.33,1.33,-0.26,8
103/12/17,222000,287700,1.36,1.36,1.25,1.28,-0.05,4
103/12/18,240000,329250,1.41,1.43,1.15,1.15,-0.13,13
103/12/19,105000,122410,1.16,1.22,1.10,1.10,-0.05,9
103/12/22,598000,666220,1.07,1.30,1.02,1.30,+0.20,14
103/12/23,386000,499940,1.34,1.35,1.25,1.30,0.00,17
103/12/24,252000,341660,1.27,1.40,1.27,1.30,0.00,14
103/12/25,184000,237090,1.34,1.34,1.24,1.25,-0.05,11
103/12/26,606000,832060,1.33,1.40,1.30,1.40,+0.15,19
103/12/27,596000,803510,1.38,1.38,1.33,1.38,-0.02,26
103/12/29,400000,554270,1.40,1.41,1.33,1.33,-0.05,13
103/12/30,186000,244320,1.32,1.32,1.27,1.27,-0.06,7
103/12/31,163000,221110,1.32,1.37,1.32,1.37,+0.10,9
104/01/05,132000,180180,1.39,1.40,1.34,1.34,-0.03,7
104/01/06,200000,247680,1.27,1.29,1.05,1.07,-0.27,16
104/01/07,169000,162190,1.07,1.09,0.92,0.94,-0.13,10
104/01/08,130000,56000,0.45,0.45,0.41,0.41,-0.53,7
104/01/09,233000,81140,0.41,0.41,0.31,0.34,-0.07,8
104/01/12,385000,198720,0.45,0.61,0.45,0.60,+0.26,24
104/01/13,307000,165510,0.59,0.60,0.51,0.51,-0.09,12
104/01/14,242000,109210,0.48,0.48,0.40,0.46,-0.05,8
104/01/15,57000,25650,0.45,0.45,0.45,0.45,-0.01,3
104/01/16,258000,97320,0.39,0.39,0.37,0.37,-0.08,5
104/01/19,16000,7120,0.45,0.45,0.37,0.37,0.00,2
104/01/20,178000,70070,0.38,0.40,0.38,0.39,+0.02,4
104/01/21,0,0,---,---,---,---,---,0
104/01/22,59000,23600,0.40,0.40,0.40,0.40,+0.01,2
104/01/23,249000,109080,0.44,0.45,0.43,0.43,+0.03,3
104/01/26,0,0,---,---,---,---,---,0
104/01/27,103000,44060,0.41,0.45,0.41,0.44,+0.03,6
104/01/28,40000,16400,0.43,0.43,0.39,0.39,-0.05,2
104/01/29,20000,7800,0.39,0.39,0.39,0.39,0.00,1
104/01/30,0,0,---,---,---,---,---,0
104/02/02,30000,9100,0.35,0.35,0.28,0.28,-0.09,2
104/02/03,90000,23400,0.26,0.26,0.26,0.26,-0.02,4
104/02/04,0,0,---,---,---,---,---,0
104/02/05,0,0,---,---,---,---,---,0
104/02/06,0,0,---,---,---,---,---,0
104/02/09,0,0,---,---,---,---,---,0
104/02/10,30000,7500,0.25,0.25,0.25,0.25,+0.02,2
104/02/11,90000,19800,0.22,0.22,0.22,0.22,-0.03,2
104/02/12,0,0,---,---,---,---,---,0
104/02/13,30000,6600,0.22,0.22,0.22,0.22,0.00,1
104/02/24,0,0,---,---,---,---,---,0
104/02/25,10000,2600,0.26,0.26,0.26,0.26,0.00,1
104/02/26,10000,2400,0.24,0.24,0.24,0.24,-0.02,1
104/03/02,0,0,---,---,---,---,---,0
104/03/03,0,0,---,---,---,---,---,0
104/03/04,0,0,---,---,---,---,---,0
104/03/05,0,0,---,---,---,---,---,0
104/03/06,0,0,---,---,---,---,---,0
104/03/09,0,0,---,---,---,---,---,0
104/03/10,4000,600,0.15,0.15,0.15,0.15,-0.04,1
104/03/11,0,0,---,---,---,---,---,0
104/03/12,0,0,---,---,---,---,---,0
104/03/13,60000,14400,0.24,0.24,0.24,0.24,+0.08,3
104/03/16,260000,59850,0.24,0.25,0.22,0.22,-0.02,15
104/03/17,195000,41000,0.22,0.22,0.20,0.20,-0.02,10
104/03/18,95000,19950,0.21,0.21,0.21,0.21,+0.01,1
104/03/19,0,0,---,---,---,---,---,0
104/03/20,55000,16000,0.26,0.33,0.26,0.33,+0.12,4
104/03/23,0,0,---,---,---,---,---,0
104/03/24,35000,9800,0.28,0.28,0.28,0.28,-0.01,1
104/03/25,0,0,---,---,---,---,---,0
104/03/26,195000,37300,0.20,0.20,0.18,0.18,-0.02,5
104/03/27,10000,1700,0.17,0.17,0.17,0.17,-0.01,1
104/03/30,0,0,---,---,---,---,---,0
104/03/31,0,0,---,---,---,---,---,0
104/04/01,0,0,---,---,---,---,---,0
104/04/02,150000,18000,0.12,0.12,0.12,0.12,-0.01,2
104/04/07,0,0,---,---,---,---,---,0
104/04/08,0,0,---,---,---,---,---,0
104/04/09,0,0,---,---,---,---,---,0
104/04/10,0,0,---,---,---,---,---,0
104/04/13,0,0,---,---,---,---,---,0
104/04/14,0,0,---,---,---,---,---,0
104/04/15,10000,1400,0.14,0.14,0.14,0.14,+0.03,1
104/04/16,0,0,---,---,---,---,---,0
104/04/17,0,0,---,---,---,---,---,0
104/04/20,0,0,---,---,---,---,---,0
104/04/21,0,0,---,---,---,---,---,0
104/04/22,0,0,---,---,---,---,---,0
104/04/23,0,0,---,---,---,---,---,0
104/04/24,0,0,---,---,---,---,---,0
