104/05/26,5000,3300,0.66,0.66,0.66,0.66,-0.18,1
104/05/27,5000,3400,0.68,0.68,0.68,0.68,+0.02,1
104/05/28,0,0,---,---,---,---,---,0
104/05/29,0,0,---,---,---,---,---,0
104/06/01,0,0,---,---,---,---,---,0
104/06/02,0,0,---,---,---,---,---,0
104/06/03,0,0,---,---,---,---,---,0
104/06/04,213000,161060,0.71,0.77,0.71,0.77,+0.14,4
104/06/05,296000,230510,0.74,0.81,0.74,0.80,+0.03,9
104/06/08,95000,63900,0.68,0.70,0.62,0.62,-0.18,5
104/06/09,33000,19990,0.59,0.63,0.59,0.63,+0.01,4
104/06/10,1000,630,0.63,0.63,0.63,0.63,0.00,1
104/06/11,54000,31560,0.59,0.60,0.58,0.58,-0.05,4
104/06/12,54000,27200,0.55,0.55,0.50,0.50,-0.08,5
104/06/15,53000,27360,0.50,0.54,0.50,0.54,+0.04,3
104/06/16,148000,85510,0.52,0.58,0.52,0.57,+0.03,6
104/06/17,0,0,---,---,---,---,---,0
104/06/18,10000,5400,0.54,0.54,0.54,0.54,-0.02,1
104/06/22,300000,163000,0.55,0.55,0.54,0.54,0.00,3
104/06/23,195000,94400,0.49,0.49,0.46,0.47,-0.07,8
104/06/24,355000,166000,0.46,0.48,0.45,0.45,-0.02,9
104/06/25,624000,259720,0.44,0.44,0.39,0.43,-0.02,5
104/06/26,19000,8280,0.42,0.45,0.42,0.45,+0.02,2
104/06/29,160000,72750,0.45,0.48,0.45,0.48,+0.03,4
104/06/30,135000,62750,0.45,0.47,0.45,0.47,-0.01,2
104/07/01,0,0,---,---,---,---,---,0
104/07/02,0,0,---,---,---,---,---,0
104/07/03,110000,48600,0.46,0.46,0.44,0.44,+0.01,2
104/07/06,27000,12300,0.45,0.46,0.45,0.46,+0.02,3
104/07/07,98000,43120,0.44,0.44,0.44,0.44,-0.02,1
104/07/08,1272000,649340,0.47,0.63,0.47,0.63,+0.19,12
104/07/09,422000,274740,0.68,0.68,0.59,0.59,-0.04,8
104/07/13,0,0,---,---,---,---,---,0
104/07/14,10000,5200,0.52,0.52,0.52,0.52,0.00,1
104/07/15,274000,132460,0.50,0.50,0.48,0.48,-0.04,4
104/07/16,780000,311810,0.41,0.41,0.39,0.40,-0.08,7
104/07/17,515000,211010,0.41,0.42,0.40,0.42,+0.02,4
104/07/20,59000,25520,0.44,0.44,0.42,0.43,+0.01,6
104/07/21,210000,86550,0.40,0.43,0.40,0.43,0.00,10
104/07/22,268000,108300,0.40,0.42,0.39,0.40,-0.03,14
104/07/23,822000,364760,0.41,0.48,0.41,0.48,+0.08,28
104/07/24,369000,168130,0.46,0.47,0.44,0.47,-0.01,15
104/07/27,1656000,805970,0.47,0.52,0.45,0.50,+0.03,49
104/07/28,1426000,616390,0.45,0.48,0.39,0.41,-0.09,37
104/07/29,1703000,637790,0.38,0.39,0.36,0.38,-0.03,23
104/07/30,3382000,1442630,0.41,0.55,0.35,0.54,+0.16,124
104/07/31,3640000,2099110,0.50,0.62,0.50,0.58,+0.04,234
104/08/03,2398000,1537880,0.65,0.72,0.55,0.72,+0.14,160
104/08/04,2208000,1492430,0.70,0.79,0.60,0.67,-0.05,120
104/08/05,2821000,1617780,0.61,0.62,0.52,0.57,-0.10,145
104/08/06,2102000,1381730,0.59,0.73,0.54,0.72,+0.15,231
104/08/07,1267000,879550,0.72,0.76,0.59,0.62,-0.10,124
104/08/10,1020000,561320,0.62,0.69,0.50,0.62,0.00,53
104/08/11,250000,137580,0.47,0.61,0.47,0.61,-0.01,23
104/08/12,197000,114100,0.61,0.65,0.56,0.60,-0.01,19
104/08/13,222000,113900,0.50,0.58,0.50,0.54,-0.06,21
104/08/14,137000,74850,0.56,0.56,0.50,0.56,+0.02,22
104/08/17,455000,250960,0.56,0.60,0.46,0.58,+0.02,49
104/08/18,256000,114050,0.43,0.49,0.43,0.43,-0.15,27
104/08/19,323000,142890,0.47,0.48,0.43,0.43,0.00,14
104/08/20,732000,285790,0.41,0.42,0.36,0.39,-0.04,28
104/08/21,436000,188590,0.44,0.45,0.40,0.43,+0.04,26
104/08/24,1046000,635170,0.55,0.66,0.49,0.65,+0.22,53
104/08/25,538000,309040,0.64,0.65,0.50,0.51,-0.14,35
104/08/26,154000,80910,0.52,0.57,0.47,0.56,+0.05,16
104/08/27,51000,26540,0.47,0.55,0.47,0.55,-0.01,9
104/08/28,196000,82920,0.50,0.50,0.40,0.42,-0.13,5
104/08/31,10000,4500,0.45,0.45,0.45,0.45,+0.03,1
104/09/01,30000,15300,0.51,0.51,0.51,0.51,+0.06,2
104/09/02,10000,4300,0.43,0.43,0.43,0.43,-0.08,1
104/09/03,297000,95610,0.40,0.40,0.31,0.33,-0.10,16
104/09/04,146000,45900,0.30,0.35,0.30,0.34,+0.01,7
104/09/07,0,0,---,---,---,---,---,0
104/09/08,45000,14300,0.30,0.32,0.30,0.32,-0.02,3
104/09/09,189000,52610,0.29,0.29,0.27,0.28,-0.04,7
104/09/10,144000,34840,0.24,0.26,0.24,0.24,-0.04,4
104/09/11,39000,9840,0.24,0.26,0.24,0.26,+0.02,3
104/09/14,16000,4480,0.28,0.28,0.28,0.28,+0.02,4
104/09/15,259000,86550,0.30,0.35,0.30,0.35,+0.07,17
104/09/16,230000,85010,0.32,0.41,0.30,0.37,+0.02,10
104/09/17,237000,88980,0.34,0.45,0.34,0.40,+0.03,8
104/09/18,12000,4440,0.37,0.37,0.37,0.37,-0.03,2
104/09/21,0,0,---,---,---,---,---,0
104/09/22,27000,10670,0.41,0.41,0.37,0.37,0.00,4
104/09/23,121000,47560,0.35,0.42,0.35,0.38,+0.01,10
104/09/24,115000,50550,0.42,0.46,0.41,0.45,+0.07,7
