105/03/08,0,0,---,---,---,---,---,0
105/03/09,0,0,---,---,---,---,---,0
105/03/10,174000,217060,1.25,1.27,1.24,1.27,-0.02,10
105/03/11,414000,532100,1.22,1.40,1.21,1.39,+0.12,18
105/03/14,1056000,1535570,1.46,1.51,1.41,1.42,+0.03,40
105/03/15,710000,983020,1.42,1.42,1.33,1.33,-0.09,20
105/03/16,321000,404840,1.26,1.27,1.26,1.27,-0.06,10
105/03/17,143000,185480,1.30,1.32,1.22,1.22,-0.05,7
105/03/18,160000,196350,1.25,1.25,1.20,1.23,+0.01,6
105/03/21,226000,281500,1.26,1.27,1.24,1.27,+0.04,4
105/03/22,272000,340120,1.25,1.26,1.21,1.21,-0.06,7
105/03/23,49000,59560,1.21,1.24,1.21,1.24,+0.03,2
105/03/24,530000,637940,1.17,1.25,1.17,1.23,-0.01,15
105/03/25,514000,657150,1.29,1.29,1.22,1.23,0.00,12
105/03/28,10000,12000,1.20,1.20,1.20,1.20,-0.03,1
105/03/29,11000,11360,1.06,1.06,1.03,1.03,-0.17,3
105/03/30,330000,366930,1.10,1.15,1.10,1.10,+0.07,7
105/03/31,332000,376870,1.14,1.18,1.12,1.15,+0.05,4
105/04/01,54000,61360,1.16,1.16,1.12,1.12,-0.03,4
105/04/06,93000,103380,1.11,1.12,1.10,1.10,-0.02,3
105/04/07,125000,138270,1.11,1.13,1.04,1.05,-0.05,6
105/04/08,151000,169960,1.08,1.15,1.08,1.13,+0.08,8
105/04/11,975000,1165490,1.14,1.24,1.13,1.22,+0.09,26
105/04/12,749000,871370,1.19,1.19,1.14,1.15,-0.07,12
105/04/13,124000,137690,1.12,1.12,1.11,1.11,-0.04,5
105/04/14,133000,148010,1.12,1.12,1.08,1.08,-0.03,4
105/04/15,129000,134060,1.04,1.04,1.03,1.03,-0.05,4
105/04/18,0,0,---,---,---,---,---,0
105/04/19,10000,10300,1.03,1.03,1.03,1.03,0.00,1
105/04/20,200000,176520,0.96,0.96,0.83,0.87,-0.16,9
105/04/21,136000,118020,0.87,0.89,0.83,0.88,+0.01,7
105/04/22,10000,9100,0.91,0.91,0.91,0.91,+0.03,2
105/04/25,25000,21000,0.84,0.84,0.84,0.84,-0.07,2
105/04/26,0,0,---,---,---,---,---,0
105/04/27,412000,383260,0.92,0.96,0.92,0.96,+0.11,7
105/04/28,364000,350230,0.96,0.98,0.94,0.98,+0.02,6
