106/03/01,30000,27600,0.92,0.92,0.92,0.92,-0.66,1
106/03/02,10000,9600,0.96,0.96,0.96,0.96,+0.04,1
106/03/03,107000,99610,0.93,0.94,0.93,0.94,-0.02,2
106/03/06,232000,209070,0.81,1.00,0.81,1.00,+0.06,3
106/03/07,450000,441140,0.96,0.99,0.95,0.99,-0.01,6
106/03/08,636000,660490,0.96,1.08,0.96,1.06,+0.07,16
106/03/09,443000,447510,0.96,1.13,0.91,1.13,+0.07,19
106/03/10,208000,223010,1.04,1.09,1.04,1.05,-0.08,12
106/03/13,77000,75920,0.98,1.04,0.98,0.98,-0.07,8
106/03/14,31000,31340,1.01,1.04,1.01,1.04,+0.06,4
106/03/15,19000,19680,1.05,1.05,1.02,1.02,-0.02,2
106/03/16,31000,29930,1.02,1.02,0.93,0.95,-0.07,3
106/03/17,109000,109330,0.97,1.03,0.97,1.03,+0.08,4
106/03/20,134000,137080,1.03,1.04,1.02,1.03,0.00,6
106/03/21,47000,46860,1.00,1.00,0.98,0.98,-0.05,3
106/03/22,61000,60190,1.00,1.00,0.95,0.97,-0.01,6
106/03/23,193000,195920,1.04,1.11,0.93,0.93,-0.04,8
106/03/24,163000,142420,0.89,0.89,0.76,0.76,-0.17,8
106/03/27,34000,25540,0.78,0.78,0.73,0.73,-0.03,5
106/03/28,40000,29900,0.77,0.77,0.73,0.75,+0.02,4
106/03/29,68000,53110,0.78,0.82,0.74,0.74,-0.01,7
106/03/30,3000,2130,0.71,0.71,0.71,0.71,-0.03,2
106/03/31,20000,13800,0.69,0.69,0.69,0.69,-0.02,1
106/04/05,170000,123500,0.72,0.80,0.72,0.80,+0.11,3
106/04/06,435000,398170,0.87,0.97,0.87,0.93,+0.13,8
106/04/07,280000,245900,0.89,0.89,0.86,0.86,-0.07,6
106/04/10,22000,18870,0.88,0.88,0.82,0.82,-0.04,4
106/04/11,104000,89480,0.86,0.90,0.86,0.86,+0.04,3
106/04/12,103000,88680,0.86,0.87,0.86,0.87,+0.01,3
106/04/13,60000,49400,0.84,0.84,0.81,0.81,-0.06,4
106/04/14,35000,24200,0.70,0.70,0.68,0.68,-0.13,2
106/04/17,134000,89630,0.67,0.67,0.66,0.66,-0.02,2
106/04/18,239000,166000,0.68,0.70,0.68,0.70,+0.04,4
106/04/19,214000,153300,0.69,0.73,0.69,0.73,+0.03,3
106/04/20,329000,253930,0.70,0.82,0.70,0.79,+0.06,12
106/04/21,160000,130520,0.83,0.83,0.79,0.79,0.00,5
106/04/24,12000,8760,0.85,0.85,0.71,0.71,-0.08,3
106/04/25,290000,239520,0.81,0.86,0.81,0.85,+0.14,9
106/04/26,281000,221090,0.79,0.92,0.76,0.85,0.00,15
106/04/27,19000,14740,0.81,0.81,0.76,0.80,-0.05,5
106/04/28,46000,35880,0.78,0.78,0.78,0.78,-0.02,4
106/05/02,40000,33200,0.84,0.84,0.82,0.82,+0.04,2
106/05/03,20000,15200,0.76,0.76,0.76,0.76,-0.06,1
106/05/04,0,0,---,---,---,---,---,0
106/05/05,0,0,---,---,---,---,---,0
106/05/08,0,0,---,---,---,---,---,0
106/05/09,0,0,---,---,---,---,---,0
106/05/10,0,0,---,---,---,---,---,0
106/05/11,100000,68000,0.68,0.68,0.68,0.68,+0.02,2
106/05/12,130000,79900,0.63,0.63,0.55,0.58,-0.10,4
106/05/15,30000,17400,0.58,0.58,0.58,0.58,0.00,1
106/05/16,0,0,---,---,---,---,---,0
106/05/17,0,0,---,---,---,---,---,0
106/05/18,0,0,---,---,---,---,---,0
106/05/19,135000,85050,0.63,0.63,0.63,0.63,+0.03,1
106/05/22,572000,357380,0.58,0.64,0.58,0.64,+0.01,9
106/05/23,437000,278810,0.64,0.65,0.63,0.65,+0.01,5
106/05/24,150000,100500,0.67,0.67,0.67,0.67,+0.02,1
106/05/25,200000,137500,0.71,0.71,0.68,0.68,+0.01,2
106/05/26,50000,31000,0.62,0.62,0.62,0.62,-0.06,1
106/05/31,0,0,---,---,---,---,---,0
106/06/01,0,0,---,---,---,---,---,0
106/06/02,0,0,---,---,---,---,---,0
106/06/03,120000,82800,0.69,0.69,0.69,0.69,+0.05,2
106/06/05,503000,374270,0.68,0.89,0.68,0.89,+0.20,20
106/06/06,726000,553860,0.78,0.79,0.74,0.75,-0.14,16
