103/07/31,0,0,---,---,---,---,---,0
103/08/01,602000,905780,1.54,1.54,1.50,1.50,+0.13,6
103/08/04,93000,143140,1.56,1.56,1.42,1.42,-0.08,3
103/08/05,531000,782620,1.45,1.52,1.45,1.52,+0.10,5
103/08/06,139000,248560,1.73,1.87,1.68,1.83,+0.31,10
103/08/07,229000,414740,1.83,1.83,1.80,1.82,-0.01,4
103/08/08,52000,95670,1.83,1.87,1.82,1.82,0.00,8
103/08/11,42000,69890,1.63,1.69,1.63,1.69,-0.13,4
103/08/12,270000,467390,1.74,1.75,1.64,1.65,-0.04,8
103/08/13,364000,632240,1.71,1.76,1.71,1.75,+0.10,14
103/08/14,755000,1176950,1.65,1.65,1.49,1.60,-0.15,18
103/08/15,66000,102960,1.56,1.56,1.56,1.56,-0.04,1
103/08/18,505000,949580,1.72,1.94,1.72,1.94,+0.38,22
103/08/19,396000,693630,1.90,1.90,1.30,1.44,-0.50,13
103/08/20,218000,314760,1.44,1.48,1.44,1.46,+0.02,8
103/08/21,5000,7700,1.54,1.54,1.54,1.54,+0.08,1
103/08/22,2000,2820,1.41,1.41,1.41,1.41,-0.13,1
103/08/25,35000,34150,0.95,0.98,0.95,0.98,-0.43,2
103/08/26,282000,325800,1.15,1.20,1.15,1.18,+0.20,8
103/08/27,506000,591600,1.20,1.23,1.15,1.23,+0.05,14
103/08/28,194000,233440,1.22,1.24,1.16,1.24,+0.01,18
103/08/29,59000,72620,1.23,1.28,1.18,1.28,+0.04,5
103/09/01,117000,147880,1.24,1.28,1.22,1.28,0.00,9
103/09/02,77000,92530,1.18,1.23,1.13,1.23,-0.05,7
103/09/03,199000,256370,1.23,1.37,1.21,1.35,+0.12,20
103/09/04,194000,252710,1.31,1.32,1.26,1.31,-0.04,14
103/09/05,182000,228310,1.29,1.29,1.23,1.23,-0.08,14
103/09/09,234000,293360,1.25,1.29,1.22,1.29,+0.06,13
103/09/10,384000,488460,1.30,1.30,1.23,1.25,-0.04,14
103/09/11,201000,239510,1.23,1.23,1.14,1.20,-0.05,16
103/09/12,227000,278250,1.23,1.25,1.20,1.23,+0.03,10
103/09/15,80000,96800,1.19,1.23,1.19,1.22,-0.01,4
103/09/16,342000,484930,1.24,1.51,1.24,1.49,+0.27,21
103/09/17,193000,273000,1.43,1.43,1.40,1.41,-0.08,7
103/09/18,103000,123140,1.33,1.33,1.13,1.13,-0.28,7
103/09/19,273000,315430,1.10,1.18,1.10,1.18,+0.05,10
103/09/22,356000,409750,1.17,1.19,1.11,1.19,+0.01,13
103/09/23,233000,269980,1.19,1.19,1.10,1.18,-0.01,14
103/09/24,86000,100580,1.15,1.20,1.14,1.18,0.00,7
103/09/25,485000,551250,1.09,1.19,1.04,1.04,-0.14,11
103/09/26,550000,570830,1.00,1.07,1.00,1.07,+0.03,17
103/09/29,175000,186620,1.08,1.08,1.04,1.08,+0.01,5
103/09/30,176000,193560,1.09,1.14,1.08,1.11,+0.03,14
103/10/01,117000,127780,1.11,1.11,1.07,1.10,-0.01,8
103/10/02,208000,218920,1.08,1.08,1.01,1.04,-0.06,12
103/10/03,102000,104040,1.01,1.03,1.01,1.03,-0.01,4
103/10/06,152000,150220,0.96,1.01,0.96,1.00,-0.03,7
103/10/07,402000,390180,0.98,1.02,0.95,1.02,+0.02,10
103/10/08,1280000,1469730,1.02,1.28,1.02,1.23,+0.21,27
103/10/09,978000,1171340,1.12,1.25,1.12,1.24,+0.01,25
103/10/13,966000,1352700,1.44,1.55,1.32,1.53,+0.29,23
103/10/14,244000,367700,1.52,1.53,1.42,1.42,-0.11,10
103/10/15,66000,91380,1.37,1.40,1.37,1.40,-0.02,5
103/10/16,182000,263280,1.46,1.64,1.38,1.40,0.00,5
103/10/17,178000,258170,1.38,1.55,1.38,1.55,+0.15,5
103/10/20,35000,50450,1.43,1.45,1.43,1.45,-0.10,2
103/10/21,304000,425030,1.41,1.41,1.39,1.41,-0.04,5
103/10/22,861000,1144000,1.37,1.37,1.29,1.37,-0.04,26
103/10/23,726000,920220,1.30,1.31,1.23,1.29,-0.08,33
103/10/24,486000,636920,1.28,1.36,1.28,1.36,+0.07,18
103/10/27,177000,251780,1.34,1.56,1.34,1.56,+0.20,14
103/10/28,165000,231920,1.44,1.45,1.36,1.38,-0.18,9
103/10/29,94000,120170,1.31,1.32,1.25,1.29,-0.09,10
103/10/30,81000,104150,1.31,1.31,1.27,1.29,0.00,7
103/10/31,5000,6450,1.29,1.29,1.29,1.29,0.00,1
103/11/03,114000,133800,1.23,1.23,1.17,1.19,-0.10,5
103/11/04,3000,3630,1.21,1.21,1.21,1.21,+0.02,1
103/11/05,435000,677100,1.59,1.60,1.50,1.50,+0.29,18
103/11/06,342000,528060,1.50,1.61,1.47,1.57,+0.07,18
103/11/07,145000,222530,1.57,1.57,1.45,1.45,-0.12,3
103/11/10,10000,14600,1.46,1.46,1.46,1.46,+0.01,1
103/11/11,37000,52650,1.45,1.45,1.40,1.45,-0.01,4
103/11/12,37000,54960,1.48,1.50,1.47,1.50,+0.05,4
103/11/13,25000,36600,1.46,1.47,1.46,1.47,-0.03,2
103/11/14,180000,259400,1.44,1.45,1.44,1.45,-0.02,4
103/11/17,30000,45500,1.49,1.53,1.49,1.53,+0.08,3
103/11/18,111000,199040,1.52,1.92,1.52,1.84,+0.31,9
103/11/19,64000,116340,1.85,1.85,1.78,1.81,-0.03,4
103/11/20,106000,185770,1.83,1.83,1.70,1.72,-0.09,8
103/11/21,304000,474760,1.70,1.70,1.47,1.54,-0.18,21
103/11/24,50000,77600,1.55,1.57,1.52,1.57,+0.03,4
103/11/25,106000,158000,1.54,1.56,1.47,1.56,-0.01,5
103/11/26,125000,196230,1.54,1.67,1.54,1.67,+0.11,8
103/11/27,160000,274190,1.63,1.75,1.63,1.73,+0.06,11
103/11/28,27000,47650,1.75,1.80,1.75,1.80,+0.07,4
103/12/01,190000,370040,2.00,2.00,1.88,1.88,+0.08,8
103/12/02,42000,72060,1.70,1.74,1.63,1.63,-0.25,4
103/12/03,7000,10730,1.53,1.55,1.52,1.55,-0.08,4
103/12/04,58000,90060,1.50,1.62,1.50,1.57,+0.02,4
103/12/05,0,0,---,---,---,---,---,0
103/12/08,81000,114830,1.40,1.45,1.40,1.43,0.00,5
103/12/09,47000,68530,1.44,1.48,1.44,1.46,+0.03,4
103/12/10,316000,463150,1.45,1.54,1.44,1.45,-0.01,10
103/12/11,117000,172560,1.48,1.49,1.44,1.49,+0.04,8
103/12/12,135000,201910,1.46,1.51,1.46,1.51,+0.02,5
103/12/15,276000,439620,1.56,1.62,1.56,1.58,+0.07,16
103/12/16,45000,69500,1.55,1.55,1.54,1.54,-0.04,5
103/12/17,476000,413600,0.85,1.15,0.85,1.15,-0.39,14
103/12/18,795000,691350,0.79,0.93,0.74,0.87,-0.28,41
103/12/19,335000,267850,0.78,0.91,0.71,0.90,+0.03,28
103/12/22,444000,269590,0.71,0.72,0.54,0.58,-0.32,19
103/12/23,310000,184800,0.58,0.62,0.58,0.59,+0.01,13
103/12/24,480000,245250,0.56,0.58,0.46,0.52,-0.07,17
103/12/25,464000,207420,0.48,0.48,0.42,0.42,-0.10,18
103/12/26,1520000,489680,0.39,0.41,0.29,0.30,-0.12,44
103/12/27,2973000,629170,0.21,0.40,0.18,0.39,+0.09,139
103/12/29,806000,153930,0.18,0.22,0.17,0.22,-0.17,23
103/12/30,387000,54310,0.18,0.18,0.13,0.18,-0.04,11
103/12/31,187000,25620,0.13,0.14,0.12,0.14,-0.04,9
104/01/05,1065000,170170,0.16,0.19,0.15,0.18,+0.04,29
104/01/06,2183000,530420,0.19,0.49,0.19,0.34,+0.16,57
104/01/07,1680000,497610,0.30,0.34,0.27,0.32,-0.02,135
104/01/08,1588000,461050,0.32,0.33,0.25,0.32,0.00,96
