106/03/30,0,0,---,---,---,---,---,0
106/03/31,0,0,---,---,---,---,---,0
106/04/05,406000,671460,1.63,1.67,1.63,1.65,+0.13,5
106/04/06,727000,1209170,1.65,1.67,1.65,1.65,0.00,11
106/04/07,467000,766600,1.63,1.66,1.62,1.65,0.00,5
106/04/10,198000,324720,1.64,1.64,1.64,1.64,-0.01,2
106/04/11,67000,108730,1.59,1.63,1.59,1.63,-0.01,2
106/04/12,92000,150210,1.63,1.64,1.62,1.62,-0.01,4
106/04/13,37000,59310,1.58,1.63,1.58,1.63,+0.01,2
106/04/14,52000,87380,1.68,1.70,1.68,1.70,+0.07,3
106/04/17,233000,408800,1.76,1.78,1.74,1.74,+0.04,5
106/04/18,274000,451960,1.67,1.67,1.61,1.62,-0.12,7
106/04/19,6000,9840,1.64,1.64,1.64,1.64,+0.02,1
106/04/20,216000,349680,1.58,1.62,1.58,1.62,-0.02,6
106/04/21,113000,180080,1.60,1.60,1.56,1.56,-0.06,5
106/04/24,83000,130310,1.57,1.57,1.57,1.57,+0.01,1
106/04/25,108000,165490,1.52,1.56,1.52,1.56,-0.01,3
106/04/26,246000,348970,1.49,1.49,1.36,1.38,-0.18,10
106/04/27,795000,1044760,1.29,1.35,1.27,1.35,-0.03,20
106/04/28,515000,694550,1.33,1.42,1.33,1.36,+0.01,18
106/05/02,158000,217040,1.38,1.38,1.33,1.33,-0.03,3
106/05/03,492000,693150,1.35,1.46,1.35,1.41,+0.08,20
106/05/04,357000,509180,1.40,1.45,1.40,1.45,+0.04,12
106/05/05,35000,50670,1.44,1.47,1.44,1.47,+0.02,4
106/05/08,24000,35040,1.46,1.46,1.46,1.46,-0.01,2
106/05/09,245000,365050,1.49,1.49,1.49,1.49,+0.03,5
106/05/10,278000,410650,1.48,1.49,1.40,1.40,-0.09,8
106/05/11,32000,45170,1.40,1.42,1.39,1.42,+0.02,3
106/05/12,41000,57960,1.40,1.44,1.40,1.44,+0.02,3
106/05/15,37000,51700,1.37,1.44,1.37,1.44,0.00,3
106/05/16,113000,164450,1.45,1.47,1.45,1.47,+0.03,9
106/05/17,293000,414270,1.44,1.44,1.39,1.42,-0.05,8
106/05/18,209000,298990,1.42,1.45,1.42,1.43,+0.01,4
106/05/19,107000,149800,1.40,1.40,1.40,1.40,-0.03,2
106/05/22,0,0,---,---,---,---,---,0
106/05/23,257000,368350,1.46,1.46,1.41,1.45,+0.03,6
106/05/24,346000,483800,1.40,1.41,1.39,1.40,-0.05,8
106/05/25,417000,508250,1.34,1.34,1.18,1.20,-0.20,13
106/05/26,456000,534240,1.15,1.24,1.15,1.24,+0.04,15
106/05/31,322000,407240,1.20,1.29,1.20,1.27,+0.03,9
106/06/01,384000,472120,1.22,1.27,1.21,1.27,0.00,11
106/06/02,327000,399770,1.21,1.24,1.21,1.24,-0.03,6
106/06/03,460000,535000,1.23,1.23,1.13,1.13,-0.11,7
106/06/05,386000,451160,1.20,1.20,1.11,1.11,-0.02,8
106/06/06,25000,27000,1.08,1.08,1.08,1.08,-0.03,1
106/06/07,193000,199390,1.04,1.04,1.00,1.03,-0.05,5
