105/04/21,0,0,---,---,---,---,---,0
105/04/22,0,0,---,---,---,---,---,0
105/04/25,307000,331660,1.13,1.13,0.97,0.98,-0.15,10
105/04/26,300000,291250,0.97,0.98,0.96,0.96,-0.02,4
105/04/27,171000,167250,1.01,1.01,0.94,0.95,-0.01,9
105/04/28,1878000,1824340,0.96,1.01,0.96,0.99,+0.04,25
105/04/29,1993000,2066000,1.04,1.07,1.01,1.07,+0.08,23
105/05/03,335000,362560,1.08,1.11,1.06,1.08,+0.01,17
105/05/04,107000,114280,1.06,1.09,1.04,1.08,0.00,7
105/05/05,350000,354200,1.02,1.06,1.00,1.02,-0.06,17
105/05/06,1018000,1085730,1.02,1.09,1.02,1.08,+0.06,27
105/05/09,2579000,2785950,1.02,1.14,1.01,1.13,+0.05,82
105/05/10,2013000,2182580,1.11,1.12,1.04,1.05,-0.08,59
105/05/11,1360000,1365060,0.99,1.06,0.97,1.05,0.00,43
105/05/12,1492000,1566680,1.05,1.12,1.01,1.10,+0.05,41
105/05/13,1778000,1801850,1.03,1.03,0.98,1.00,-0.10,54
105/05/16,243000,241110,1.01,1.01,0.96,0.97,-0.03,10
105/05/17,712000,582680,0.91,0.91,0.77,0.77,-0.20,41
105/05/18,624000,491390,0.82,0.83,0.74,0.75,-0.02,25
105/05/19,492000,399340,0.78,0.84,0.78,0.84,+0.09,21
105/05/20,279000,240930,0.80,0.90,0.80,0.87,+0.03,18
105/05/23,198000,165200,0.90,0.90,0.79,0.79,-0.08,10
105/05/24,22000,17880,0.79,0.82,0.79,0.82,+0.03,4
105/05/25,302000,234100,0.79,0.79,0.77,0.79,-0.03,5
105/05/26,351000,279370,0.80,0.80,0.78,0.79,0.00,10
105/05/27,577000,428070,0.78,0.78,0.70,0.73,-0.06,25
105/05/30,301000,209300,0.70,0.70,0.69,0.70,-0.03,12
105/05/31,403000,292660,0.71,0.75,0.71,0.72,+0.02,17
105/06/01,387000,259430,0.70,0.70,0.65,0.66,-0.06,17
105/06/02,120000,80400,0.67,0.67,0.67,0.67,+0.01,2
105/06/03,718000,454000,0.58,0.68,0.58,0.68,+0.01,16
105/06/04,186000,123870,0.66,0.67,0.65,0.67,-0.01,5
105/06/06,193000,118940,0.62,0.62,0.60,0.62,-0.05,7
105/06/07,190000,120900,0.63,0.65,0.63,0.64,+0.02,4
105/06/08,40000,26400,0.66,0.66,0.66,0.66,+0.02,2
105/06/13,240000,138950,0.59,0.59,0.57,0.58,-0.08,9
105/06/14,155000,88700,0.58,0.58,0.54,0.54,-0.04,4
105/06/15,296000,152900,0.50,0.53,0.49,0.52,-0.02,12
105/06/16,156000,79060,0.51,0.53,0.50,0.50,-0.02,6
105/06/17,0,0,---,---,---,---,---,0
