107/05/30,304000,367850,1.18,1.31,1.18,1.31,0.00,16
107/05/31,430000,595070,1.42,1.42,1.34,1.34,+0.03,38
107/06/04,576000,782210,1.30,1.42,1.30,1.42,+0.15,20
107/06/05,596000,787930,1.35,1.35,1.25,1.25,-0.17,22
107/06/06,256000,340880,1.30,1.34,1.30,1.33,+0.08,9
107/06/08,17000,22780,1.34,1.34,1.34,1.34,-0.11,1
107/06/12,374000,520040,1.37,1.43,1.34,1.34,-0.03,18
107/09/07,570000,365630,0.68,0.68,0.57,0.57,-0.15,20
107/09/12,400000,69620,0.19,0.19,0.14,0.15,-0.06,10
107/09/13,385000,57750,0.15,0.15,0.15,0.15,0.00,1
107/09/19,0,0,---,---,---,---,---,0
107/09/20,0,0,---,---,---,---,---,0
107/09/25,0,0,---,---,---,---,---,0
107/10/01,0,0,---,---,---,---,---,0
107/10/02,0,0,---,---,---,---,---,0
107/10/03,0,0,---,---,---,---,---,0
107/10/04,0,0,---,---,---,---,---,0
