101/11/13,198000,322740,1.63,1.63,1.63,1.63,-0.10,2
101/11/14,0,0,---,---,---,---,---,0
101/11/15,0,0,---,---,---,---,---,0
101/11/16,0,0,---,---,---,---,---,0
101/11/19,228000,240300,1.05,1.08,1.05,1.08,-0.36,5
101/11/20,30000,34200,1.14,1.14,1.14,1.14,+0.06,5
101/11/21,396000,529750,1.34,1.34,1.33,1.33,+0.19,5
101/11/22,32000,41940,1.33,1.36,1.26,1.26,-0.07,4
101/11/23,32000,43580,1.36,1.37,1.36,1.37,+0.11,2
101/11/26,0,0,---,---,---,---,---,0
101/11/27,198000,399960,2.02,2.02,2.02,2.02,+0.14,2
101/11/28,198000,401940,2.03,2.03,2.03,2.03,+0.01,2
101/11/29,8000,16640,2.08,2.08,2.08,2.08,+0.05,1
101/11/30,0,0,---,---,---,---,---,0
101/12/03,1456000,2969750,2.03,2.08,2.00,2.08,+0.19,16
101/12/04,2365000,5049950,2.07,2.42,1.96,2.28,+0.20,32
101/12/05,939000,2257810,2.30,2.44,2.30,2.32,+0.04,28
101/12/06,128000,270940,2.33,2.33,2.02,2.04,-0.28,10
101/12/07,130000,258400,2.09,2.09,1.92,2.00,-0.04,5
101/12/10,125000,243800,2.09,2.09,1.90,1.90,-0.10,7
101/12/11,106000,197780,1.78,2.00,1.78,1.97,+0.07,4
101/12/12,88000,194220,2.14,2.28,2.14,2.20,+0.23,6
101/12/13,144000,313280,2.18,2.19,2.14,2.17,-0.03,8
101/12/14,164000,323040,2.06,2.06,1.89,2.01,-0.16,7
101/12/17,213000,395630,1.92,1.92,1.76,1.76,-0.25,3
101/12/18,139000,241160,1.76,1.76,1.64,1.64,-0.12,4
101/12/19,0,0,---,---,---,---,---,0
101/12/20,0,0,---,---,---,---,---,0
101/12/21,0,0,---,---,---,---,---,0
101/12/22,0,0,---,---,---,---,---,0
101/12/24,0,0,---,---,---,---,---,0
101/12/25,5000,6200,1.24,1.24,1.24,1.24,+0.11,1
101/12/26,0,0,---,---,---,---,---,0
101/12/27,0,0,---,---,---,---,---,0
101/12/28,0,0,---,---,---,---,---,0
102/01/02,0,0,---,---,---,---,---,0
102/01/03,3000,4350,1.45,1.45,1.45,1.45,+0.03,1
102/01/04,0,0,---,---,---,---,---,0
102/01/07,0,0,---,---,---,---,---,0
102/01/08,0,0,---,---,---,---,---,0
102/01/09,0,0,---,---,---,---,---,0
