101/11/08,40000,50400,1.26,1.26,1.26,1.26,-0.05,1
101/11/09,10000,13800,1.38,1.38,1.38,1.38,+0.12,1
101/11/12,50000,65500,1.31,1.31,1.31,1.31,-0.07,2
101/11/13,0,0,---,---,---,---,---,0
101/11/14,0,0,---,---,---,---,---,0
101/11/15,20000,20800,1.04,1.04,1.04,1.04,+0.03,2
101/11/16,20000,19500,0.97,0.98,0.97,0.98,-0.06,20
101/11/19,50000,44500,0.90,0.90,0.85,0.85,-0.13,3
101/11/20,55000,42400,0.87,0.87,0.67,0.68,-0.17,24
101/11/21,193000,142600,0.64,0.81,0.64,0.80,+0.12,8
101/11/22,608000,544700,0.85,0.93,0.85,0.93,+0.13,13
101/11/23,150000,148800,0.99,1.01,0.98,1.01,+0.08,5
101/11/26,36000,37530,1.08,1.08,1.03,1.03,+0.02,3
101/11/27,928000,1163920,1.16,1.30,1.15,1.24,+0.21,17
101/11/28,852000,1043200,1.20,1.26,1.14,1.26,+0.02,12
101/11/29,491000,619530,1.27,1.27,1.22,1.25,-0.01,11
101/11/30,725000,954460,1.27,1.35,1.25,1.35,+0.10,12
101/12/03,198000,275220,1.39,1.39,1.39,1.39,+0.04,2
101/12/04,503000,677340,1.31,1.37,1.26,1.36,-0.03,8
101/12/05,462000,625990,1.34,1.37,1.34,1.35,-0.01,6
101/12/06,0,0,---,---,---,---,---,0
101/12/07,2000,2500,1.25,1.25,1.25,1.25,-0.04,1
101/12/10,164000,186960,1.14,1.14,1.14,1.14,-0.11,2
101/12/11,418000,416390,1.06,1.06,0.95,0.98,-0.16,7
101/12/12,100000,107000,1.09,1.11,1.03,1.03,+0.05,4
101/12/13,1255000,1532150,1.17,1.28,1.17,1.24,+0.21,19
101/12/14,1903000,2222280,1.19,1.19,1.15,1.17,-0.07,19
101/12/17,303000,306330,1.02,1.02,1.01,1.01,-0.16,5
101/12/18,0,0,---,---,---,---,---,0
101/12/19,0,0,---,---,---,---,---,0
101/12/20,0,0,---,---,---,---,---,0
101/12/21,10000,9600,0.96,0.96,0.96,0.96,+0.01,1
101/12/22,198000,221760,1.12,1.12,1.12,1.12,+0.16,2
101/12/24,309000,368100,1.21,1.21,1.13,1.15,+0.03,4
101/12/25,129000,154200,1.20,1.20,1.18,1.18,+0.03,4
101/12/26,30000,34200,1.14,1.14,1.14,1.14,-0.04,1
101/12/27,0,0,---,---,---,---,---,0
101/12/28,0,0,---,---,---,---,---,0
102/01/02,70000,74500,1.07,1.07,1.05,1.05,-0.06,3
102/01/03,20000,19400,0.97,0.97,0.97,0.97,-0.08,1
102/01/04,0,0,---,---,---,---,---,0
102/01/07,318000,273280,0.84,0.86,0.84,0.86,+0.04,5
102/01/08,480000,335400,0.70,0.71,0.68,0.70,-0.16,10
102/01/09,328000,223200,0.70,0.70,0.68,0.68,-0.02,5
102/01/10,200000,138500,0.68,0.71,0.67,0.71,+0.03,4
102/01/11,100000,64000,0.64,0.64,0.64,0.64,-0.07,1
102/01/14,0,0,---,---,---,---,---,0
102/01/15,280000,166860,0.56,0.63,0.56,0.62,+0.07,8
102/01/16,344000,214080,0.62,0.63,0.62,0.62,0.00,5
102/01/17,50000,30000,0.60,0.60,0.60,0.60,-0.02,1
102/01/18,0,0,---,---,---,---,---,0
102/01/21,0,0,---,---,---,---,---,0
102/01/22,335000,224300,0.60,0.68,0.60,0.67,+0.18,8
102/01/23,643000,432670,0.65,0.70,0.63,0.67,0.00,10
102/01/24,403000,239740,0.58,0.64,0.58,0.64,-0.03,6
102/01/25,30000,18600,0.62,0.62,0.62,0.62,-0.02,1
102/01/28,0,0,---,---,---,---,---,0
102/01/29,150000,100000,0.67,0.67,0.66,0.67,+0.03,3
102/01/30,50000,33000,0.66,0.66,0.66,0.66,-0.01,1
102/01/31,0,0,---,---,---,---,---,0
102/02/01,0,0,---,---,---,---,---,0
102/02/04,0,0,---,---,---,---,---,0
102/02/05,0,0,---,---,---,---,---,0
102/02/06,0,0,---,---,---,---,---,0
102/02/18,50000,18500,0.37,0.37,0.37,0.37,-0.08,1
102/02/19,0,0,---,---,---,---,---,0
102/02/20,0,0,---,---,---,---,---,0
102/02/21,0,0,---,---,---,---,---,0
102/02/22,0,0,---,---,---,---,---,0
102/02/23,100000,40000,0.40,0.40,0.40,0.40,+0.03,3
102/02/25,0,0,---,---,---,---,---,0
102/02/26,0,0,---,---,---,---,---,0
102/02/27,100000,33000,0.33,0.33,0.33,0.33,0.00,1
102/03/01,0,0,---,---,---,---,---,0
102/03/04,40000,12000,0.30,0.30,0.30,0.30,-0.03,1
102/03/05,0,0,---,---,---,---,---,0
102/03/06,40000,10800,0.27,0.27,0.27,0.27,-0.03,1
102/03/07,0,0,---,---,---,---,---,0
102/03/08,0,0,---,---,---,---,---,0
102/03/11,0,0,---,---,---,---,---,0
102/03/12,0,0,---,---,---,---,---,0
102/03/13,0,0,---,---,---,---,---,0
102/03/14,408000,134590,0.32,0.36,0.32,0.36,+0.10,6
102/03/15,53000,20020,0.38,0.38,0.34,0.34,-0.02,2
102/03/18,497000,166010,0.32,0.35,0.32,0.35,+0.01,5
102/03/19,547000,189470,0.35,0.35,0.34,0.34,-0.01,6
102/03/20,694000,227020,0.33,0.33,0.31,0.31,-0.03,7
102/03/21,200000,55000,0.28,0.28,0.27,0.27,-0.04,3
102/03/22,500000,115000,0.23,0.23,0.23,0.23,-0.04,5
102/03/25,100000,22000,0.22,0.22,0.22,0.22,-0.01,2
102/03/26,0,0,---,---,---,---,---,0
102/03/27,0,0,---,---,---,---,---,0
102/03/28,0,0,---,---,---,---,---,0
102/03/29,0,0,---,---,---,---,---,0
102/04/01,0,0,---,---,---,---,---,0
102/04/02,0,0,---,---,---,---,---,0
102/04/03,0,0,---,---,---,---,---,0
102/04/08,0,0,---,---,---,---,---,0
102/04/09,0,0,---,---,---,---,---,0
102/04/10,0,0,---,---,---,---,---,0
102/04/11,0,0,---,---,---,---,---,0
102/04/12,0,0,---,---,---,---,---,0
102/04/15,0,0,---,---,---,---,---,0
102/04/16,0,0,---,---,---,---,---,0
102/04/17,0,0,---,---,---,---,---,0
102/04/18,0,0,---,---,---,---,---,0
102/04/19,0,0,---,---,---,---,---,0
102/04/22,0,0,---,---,---,---,---,0
102/04/23,0,0,---,---,---,---,---,0
102/04/24,0,0,---,---,---,---,---,0
102/04/25,0,0,---,---,---,---,---,0
102/04/26,0,0,---,---,---,---,---,0
102/04/29,0,0,---,---,---,---,---,0
102/04/30,0,0,---,---,---,---,---,0
102/05/02,60000,600,0.01,0.01,0.01,0.01,-0.02,1
102/05/03,0,0,---,---,---,---,---,0
