102/02/21,50000,36500,0.73,0.73,0.73,0.73,-0.20,1
102/02/22,49000,34790,0.71,0.71,0.71,0.71,-0.02,1
102/02/23,99000,71280,0.72,0.72,0.72,0.72,+0.01,1
102/02/25,0,0,---,---,---,---,---,0
102/02/26,299000,214290,0.71,0.72,0.71,0.72,0.00,5
102/02/27,290000,189000,0.68,0.68,0.64,0.64,-0.08,10
102/03/01,134000,82440,0.63,0.63,0.61,0.61,-0.03,2
102/03/04,109000,64410,0.60,0.60,0.59,0.59,-0.02,2
102/03/05,327000,155190,0.50,0.50,0.47,0.47,-0.12,7
102/03/06,817000,326220,0.43,0.44,0.37,0.37,-0.10,19
102/03/07,448000,175800,0.41,0.41,0.39,0.40,+0.03,11
102/03/08,8000,3840,0.48,0.48,0.48,0.48,+0.08,1
102/03/11,531000,238790,0.44,0.48,0.44,0.48,0.00,8
102/03/12,39000,17160,0.44,0.44,0.44,0.44,-0.04,2
102/03/13,500000,235000,0.47,0.47,0.47,0.47,+0.03,9
102/03/14,0,0,---,---,---,---,---,0
102/03/15,0,0,---,---,---,---,---,0
102/03/18,0,0,---,---,---,---,---,0
102/03/19,119000,54740,0.46,0.46,0.46,0.46,-0.02,2
102/03/20,0,0,---,---,---,---,---,0
102/03/21,90000,37800,0.42,0.42,0.42,0.42,-0.04,2
102/03/22,111000,44890,0.41,0.41,0.39,0.39,-0.03,4
102/03/25,121000,45380,0.37,0.38,0.37,0.38,-0.01,3
102/03/26,17000,6460,0.38,0.38,0.38,0.38,0.00,1
102/03/27,4000,1500,0.36,0.39,0.36,0.39,+0.01,2
102/03/28,135000,49350,0.37,0.37,0.36,0.36,-0.03,2
102/03/29,0,0,---,---,---,---,---,0
102/04/01,46000,19030,0.40,0.45,0.40,0.42,+0.06,6
102/04/02,2000,920,0.46,0.46,0.46,0.46,+0.04,1
102/04/03,27000,11590,0.43,0.43,0.42,0.42,-0.04,2
102/04/08,196000,91560,0.45,0.48,0.44,0.44,+0.02,5
102/04/09,157000,66240,0.44,0.44,0.41,0.41,-0.03,6
102/04/10,93000,36840,0.40,0.40,0.38,0.38,-0.03,4
102/04/11,179000,61750,0.35,0.35,0.33,0.34,-0.04,5
102/04/12,108000,34860,0.32,0.35,0.32,0.35,+0.01,6
102/04/15,435000,137340,0.31,0.35,0.31,0.34,-0.01,9
102/04/16,799000,269770,0.35,0.35,0.31,0.32,-0.02,14
