101/08/22,10000,11800,1.18,1.18,1.18,1.18,-0.10,1
101/08/23,0,0,---,---,---,---,---,0
101/08/24,0,0,---,---,---,---,---,0
101/08/27,6000,6980,1.13,1.17,1.13,1.17,+0.02,2
101/08/28,5000,5750,1.15,1.15,1.15,1.15,-0.02,1
101/08/29,5000,5700,1.14,1.14,1.14,1.14,-0.01,1
101/08/30,5000,5700,1.14,1.14,1.14,1.14,0.00,1
101/08/31,0,0,---,---,---,---,---,0
101/09/03,10000,10800,1.08,1.08,1.08,1.08,-0.08,2
101/09/04,10000,10600,1.06,1.06,1.06,1.06,-0.02,1
101/09/05,0,0,---,---,---,---,---,0
101/09/06,0,0,---,---,---,---,---,0
101/09/07,10000,10600,1.06,1.06,1.06,1.06,-0.02,1
101/09/10,10000,10400,1.04,1.04,1.04,1.04,-0.02,1
101/09/11,0,0,---,---,---,---,---,0
101/09/12,0,0,---,---,---,---,---,0
101/09/13,0,0,---,---,---,---,---,0
101/09/14,0,0,---,---,---,---,---,0
101/09/17,0,0,---,---,---,---,---,0
101/09/18,0,0,---,---,---,---,---,0
101/09/19,30000,33600,1.12,1.12,1.12,1.12,0.00,1
101/09/20,0,0,---,---,---,---,---,0
101/09/21,1000,1080,1.08,1.08,1.08,1.08,-0.04,1
101/09/24,0,0,---,---,---,---,---,0
101/09/25,10000,10100,1.01,1.01,1.01,1.01,-0.04,1
101/09/26,0,0,---,---,---,---,---,0
101/09/27,0,0,---,---,---,---,---,0
101/09/28,0,0,---,---,---,---,---,0
101/10/01,0,0,---,---,---,---,---,0
101/10/02,10000,10700,1.07,1.07,1.07,1.07,0.00,1
101/10/03,0,0,---,---,---,---,---,0
101/10/04,0,0,---,---,---,---,---,0
101/10/05,0,0,---,---,---,---,---,0
101/10/08,0,0,---,---,---,---,---,0
101/10/09,0,0,---,---,---,---,---,0
101/10/11,278000,233710,0.86,0.86,0.83,0.83,-0.10,3
101/10/12,297000,246020,0.84,0.84,0.82,0.82,-0.01,4
101/10/15,135000,105750,0.75,0.80,0.75,0.80,-0.02,3
101/10/16,0,0,---,---,---,---,---,0
101/10/17,49000,40180,0.82,0.82,0.82,0.82,0.00,1
101/10/18,396000,331650,0.83,0.84,0.83,0.84,+0.02,4
101/10/19,0,0,---,---,---,---,---,0
101/10/22,1000,830,0.83,0.83,0.83,0.83,-0.01,1
101/10/23,0,0,---,---,---,---,---,0
101/10/24,99000,81180,0.82,0.82,0.82,0.82,-0.01,1
101/10/25,99000,81180,0.82,0.82,0.82,0.82,0.00,1
101/10/26,0,0,---,---,---,---,---,0
101/10/29,5000,3000,0.60,0.60,0.60,0.60,-0.23,1
101/10/30,5000,4350,0.87,0.87,0.87,0.87,+0.27,5
101/10/31,5000,4250,0.85,0.85,0.85,0.85,-0.02,1
101/11/01,0,0,---,---,---,---,---,0
101/11/02,0,0,---,---,---,---,---,0
101/11/05,5000,3950,0.79,0.79,0.79,0.79,-0.07,1
101/11/06,100000,75500,0.76,0.76,0.75,0.75,-0.04,2
101/11/07,4000,2640,0.66,0.66,0.66,0.66,-0.09,1
101/11/08,0,0,---,---,---,---,---,0
101/11/09,104000,74880,0.72,0.72,0.72,0.72,+0.04,3
101/11/12,1000,730,0.73,0.73,0.73,0.73,+0.01,1
101/11/13,3000,2110,0.69,0.71,0.69,0.71,-0.02,2
101/11/14,236000,152420,0.67,0.67,0.64,0.64,-0.07,7
101/11/15,337000,223030,0.67,0.67,0.65,0.65,+0.01,7
101/11/16,0,0,---,---,---,---,---,0
101/11/19,616000,479290,0.77,0.78,0.77,0.77,+0.11,10
101/11/20,140000,104600,0.77,0.77,0.73,0.73,-0.04,5
101/11/21,547000,400590,0.72,0.75,0.72,0.73,0.00,10
101/11/22,198000,144540,0.72,0.74,0.72,0.74,+0.01,3
101/11/23,198000,141570,0.72,0.72,0.71,0.71,-0.03,2
101/11/26,96000,67200,0.70,0.70,0.70,0.70,-0.01,3
101/11/27,231000,155760,0.70,0.70,0.65,0.66,-0.04,3
101/11/28,0,0,---,---,---,---,---,0
101/11/29,0,0,---,---,---,---,---,0
101/11/30,367000,240240,0.68,0.68,0.64,0.64,-0.06,4
101/12/03,384000,243780,0.63,0.64,0.63,0.64,0.00,4
101/12/04,10000,6200,0.62,0.62,0.62,0.62,-0.02,1
101/12/05,0,0,---,---,---,---,---,0
101/12/06,396000,234630,0.59,0.60,0.59,0.59,-0.02,4
101/12/07,337000,195460,0.58,0.58,0.58,0.58,-0.01,5
101/12/10,0,0,---,---,---,---,---,0
101/12/11,0,0,---,---,---,---,---,0
101/12/12,228000,143340,0.64,0.64,0.62,0.62,-0.02,3
101/12/13,99000,62370,0.63,0.63,0.63,0.63,+0.01,1
101/12/14,14000,11300,0.81,0.81,0.80,0.80,+0.17,3
101/12/17,445000,345700,0.78,0.78,0.73,0.78,-0.02,7
101/12/18,508000,359840,0.72,0.72,0.65,0.66,-0.12,10
101/12/19,29000,19040,0.66,0.66,0.65,0.66,0.00,3
101/12/20,56000,36960,0.66,0.66,0.66,0.66,0.00,2
101/12/21,20000,14000,0.70,0.70,0.70,0.70,+0.04,1
101/12/22,3000,2130,0.71,0.71,0.71,0.71,+0.01,1
101/12/24,0,0,---,---,---,---,---,0
101/12/25,0,0,---,---,---,---,---,0
101/12/26,170000,117300,0.69,0.69,0.69,0.69,-0.02,2
101/12/27,71000,48990,0.69,0.69,0.69,0.69,0.00,1
101/12/28,100000,67000,0.67,0.67,0.67,0.67,-0.02,2
102/01/02,0,0,---,---,---,---,---,0
102/01/03,0,0,---,---,---,---,---,0
102/01/04,203000,87540,0.48,0.48,0.43,0.43,-0.08,3
102/01/07,0,0,---,---,---,---,---,0
102/01/08,208000,89640,0.43,0.45,0.43,0.45,+0.02,3
102/01/09,15000,5850,0.39,0.39,0.39,0.39,-0.06,1
102/01/10,0,0,---,---,---,---,---,0
102/01/11,198000,65340,0.33,0.33,0.33,0.33,-0.04,2
102/01/14,0,0,---,---,---,---,---,0
102/01/15,0,0,---,---,---,---,---,0
102/01/16,198000,65340,0.33,0.33,0.33,0.33,0.00,2
102/01/17,0,0,---,---,---,---,---,0
102/01/18,0,0,---,---,---,---,---,0
102/01/21,0,0,---,---,---,---,---,0
102/01/22,0,0,---,---,---,---,---,0
102/01/23,0,0,---,---,---,---,---,0
102/01/24,0,0,---,---,---,---,---,0
102/01/25,0,0,---,---,---,---,---,0
102/01/28,0,0,---,---,---,---,---,0
102/01/29,0,0,---,---,---,---,---,0
102/01/30,0,0,---,---,---,---,---,0
102/01/31,0,0,---,---,---,---,---,0
102/02/01,0,0,---,---,---,---,---,0
102/02/04,0,0,---,---,---,---,---,0
102/02/05,0,0,---,---,---,---,---,0
102/02/06,0,0,---,---,---,---,---,0
102/02/18,0,0,---,---,---,---,---,0
102/02/19,0,0,---,---,---,---,---,0
