106/09/12,56000,48720,0.87,0.87,0.87,0.87,0.00,1
106/09/13,248000,229660,0.90,1.01,0.90,1.01,+0.14,10
106/09/15,39000,35080,0.90,0.90,0.89,0.89,-0.05,3
106/09/18,0,0,---,---,---,---,---,0
106/09/20,0,0,---,---,---,---,---,0
106/09/21,120000,99600,0.84,0.84,0.82,0.82,-0.03,4
106/09/22,0,0,---,---,---,---,---,0
106/09/25,0,0,---,---,---,---,---,0
106/09/26,0,0,---,---,---,---,---,0
106/09/27,15000,11550,0.77,0.77,0.77,0.77,-0.02,1
106/09/28,0,0,---,---,---,---,---,0
106/09/29,0,0,---,---,---,---,---,0
106/09/30,0,0,---,---,---,---,---,0
106/10/03,0,0,---,---,---,---,---,0
106/10/06,0,0,---,---,---,---,---,0
106/10/11,0,0,---,---,---,---,---,0
106/10/12,0,0,---,---,---,---,---,0
106/10/13,0,0,---,---,---,---,---,0
106/10/16,35000,25700,0.73,0.74,0.73,0.74,+0.02,2
106/10/17,0,0,---,---,---,---,---,0
106/10/18,120000,80600,0.68,0.68,0.67,0.67,-0.02,2
106/10/19,10000,6700,0.67,0.67,0.67,0.67,0.00,1
106/10/20,15000,10000,0.66,0.67,0.66,0.67,0.00,2
106/10/23,0,0,---,---,---,---,---,0
106/10/24,219000,151690,0.68,0.71,0.68,0.71,+0.04,7
106/10/27,70000,47400,0.68,0.68,0.66,0.66,-0.02,3
106/10/30,60000,37800,0.63,0.63,0.63,0.63,-0.03,1
106/11/01,0,0,---,---,---,---,---,0
106/11/02,0,0,---,---,---,---,---,0
106/11/03,55000,35750,0.65,0.65,0.65,0.65,0.00,3
106/11/08,42000,28360,0.68,0.68,0.67,0.68,-0.02,3
106/11/09,359000,226560,0.64,0.64,0.61,0.61,-0.07,17
106/11/13,65000,40950,0.63,0.63,0.63,0.63,+0.01,1
106/11/14,1200000,982190,0.75,0.88,0.75,0.84,+0.21,63
106/11/20,1871000,2256080,1.10,1.48,1.10,1.48,+0.50,105
106/11/21,1535000,2144780,1.41,1.49,1.33,1.38,-0.10,100
106/11/22,750000,982400,1.50,1.50,1.18,1.24,-0.14,76
106/11/24,232000,262500,1.09,1.17,1.07,1.10,-0.01,28
106/11/27,103000,107850,1.10,1.10,1.02,1.04,-0.06,14
106/11/28,539000,583630,1.05,1.17,1.03,1.10,+0.06,30
106/11/29,201000,217670,1.08,1.11,1.06,1.08,-0.02,16
106/11/30,186000,214650,1.12,1.25,1.06,1.08,0.00,22
106/12/01,199000,200300,1.08,1.08,0.92,1.00,-0.08,20
106/12/04,40000,41070,1.05,1.05,1.00,1.00,0.00,5
106/12/06,205000,253160,1.10,1.37,1.10,1.27,+0.22,30
106/12/07,238000,315470,1.27,1.43,1.25,1.25,-0.02,32
106/12/08,48000,52960,1.22,1.22,1.08,1.09,-0.16,12
106/12/11,60000,67440,1.07,1.21,1.07,1.11,+0.02,12
106/12/12,50000,50900,1.01,1.06,1.01,1.06,-0.05,3
106/12/13,65000,66200,0.95,1.08,0.95,1.08,+0.02,9
106/12/14,10000,11600,1.16,1.16,1.16,1.16,+0.08,1
106/12/15,16000,16190,0.99,1.02,0.99,1.00,-0.16,3
106/12/19,36000,31500,0.88,0.88,0.85,0.85,-0.10,4
106/12/20,4000,3520,0.88,0.88,0.88,0.88,+0.03,1
106/12/21,60000,53400,0.91,0.91,0.87,0.87,-0.01,4
106/12/22,63000,50280,0.83,0.83,0.68,0.70,-0.17,6
106/12/25,5000,3350,0.67,0.67,0.67,0.67,-0.03,1
106/12/26,3000,1770,0.59,0.59,0.59,0.59,-0.08,1
106/12/28,5000,3250,0.65,0.65,0.65,0.65,0.00,1
106/12/29,0,0,---,---,---,---,---,0
107/01/02,0,0,---,---,---,---,---,0
107/01/03,25000,16550,0.67,0.67,0.66,0.66,0.00,3
107/01/04,2000,1260,0.63,0.63,0.63,0.63,-0.03,1
107/01/05,45000,28050,0.63,0.63,0.62,0.62,-0.01,3
107/01/08,0,0,---,---,---,---,---,0
107/01/09,0,0,---,---,---,---,---,0
107/01/10,0,0,---,---,---,---,---,0
107/01/11,25000,13750,0.55,0.55,0.55,0.55,-0.08,1
107/01/12,0,0,---,---,---,---,---,0
107/01/15,40000,29300,0.68,0.75,0.68,0.75,+0.19,2
107/01/16,35000,26800,0.75,0.86,0.75,0.86,+0.11,2
107/01/17,15000,9950,0.67,0.67,0.65,0.65,-0.21,2
107/01/18,10000,7000,0.70,0.70,0.70,0.70,+0.05,1
107/01/19,5000,3350,0.71,0.71,0.66,0.66,-0.04,2
107/01/22,0,0,---,---,---,---,---,0
107/01/23,10000,6950,0.72,0.72,0.67,0.67,+0.02,2
107/01/24,10000,6700,0.67,0.67,0.67,0.67,0.00,1
107/01/26,50000,32900,0.65,0.66,0.65,0.66,+0.06,6
107/01/31,100000,47900,0.47,0.48,0.47,0.48,-0.05,4
107/02/01,0,0,---,---,---,---,---,0
107/02/02,0,0,---,---,---,---,---,0
