101/09/21,50000,45000,0.90,0.90,0.90,0.90,0.00,1
101/09/24,297000,243540,0.82,0.82,0.82,0.82,-0.08,5
101/09/25,297000,252450,0.84,0.87,0.84,0.87,+0.05,4
101/09/26,10000,7700,0.77,0.77,0.77,0.77,-0.10,1
101/09/27,0,0,---,---,---,---,---,0
101/09/28,5000,4200,0.84,0.84,0.84,0.84,+0.14,1
101/10/01,2000,1440,0.72,0.72,0.72,0.72,-0.12,1
101/10/02,2000,1320,0.66,0.66,0.66,0.66,-0.06,1
101/10/03,84000,62860,0.75,0.75,0.69,0.69,+0.03,4
101/10/04,80000,52800,0.66,0.66,0.66,0.66,-0.03,2
101/10/05,101000,69710,0.70,0.70,0.69,0.69,+0.03,3
101/10/08,54000,32860,0.63,0.63,0.55,0.55,-0.14,3
101/10/09,7000,2910,0.43,0.43,0.41,0.41,-0.14,2
101/10/11,99000,31680,0.32,0.32,0.32,0.32,-0.09,1
101/10/12,149000,49170,0.33,0.33,0.33,0.33,+0.01,2
101/10/15,99000,28710,0.29,0.29,0.29,0.29,-0.04,1
101/10/16,50000,15000,0.30,0.30,0.30,0.30,+0.01,1
101/10/17,2000,660,0.33,0.33,0.33,0.33,+0.03,1
101/10/18,0,0,---,---,---,---,---,0
101/10/19,0,0,---,---,---,---,---,0
101/10/22,0,0,---,---,---,---,---,0
101/10/23,2000,500,0.25,0.25,0.25,0.25,+0.04,1
101/10/24,50000,12000,0.24,0.24,0.24,0.24,-0.01,1
101/10/25,4000,920,0.23,0.23,0.23,0.23,-0.01,1
101/10/26,495000,82170,0.19,0.19,0.16,0.16,-0.07,5
101/10/29,307000,39610,0.13,0.13,0.10,0.10,-0.06,4
101/10/30,61000,6110,0.10,0.11,0.10,0.11,+0.01,3
101/10/31,159000,14910,0.10,0.10,0.09,0.09,-0.02,3
101/11/01,65000,5400,0.08,0.10,0.08,0.10,+0.01,3
101/11/02,16000,1890,0.14,0.14,0.11,0.11,+0.01,3
101/11/05,154000,13860,0.09,0.09,0.09,0.09,-0.02,3
101/11/06,210000,20350,0.09,0.10,0.09,0.10,+0.01,5
101/11/07,754000,94120,0.10,0.13,0.10,0.13,+0.03,10
101/11/08,115000,12650,0.11,0.11,0.11,0.11,-0.02,17
101/11/09,110000,15290,0.13,0.14,0.13,0.14,+0.03,3
101/11/12,228000,26370,0.12,0.12,0.11,0.11,-0.03,6
101/11/13,60000,6000,0.10,0.10,0.10,0.10,-0.01,2
101/11/14,397000,33250,0.08,0.09,0.08,0.08,-0.02,5
101/11/15,198000,14850,0.08,0.08,0.07,0.07,-0.01,2
101/11/16,357000,29550,0.08,0.09,0.08,0.08,+0.01,5
