103/01/17,10000,9650,0.99,0.99,0.94,0.94,0.00,2
103/01/20,130000,119850,0.92,0.93,0.92,0.93,-0.01,3
103/01/21,365000,364770,1.03,1.03,0.92,0.92,-0.01,7
103/01/22,795000,739690,0.93,0.97,0.90,0.95,+0.03,10
103/01/23,310000,284800,0.91,0.94,0.91,0.91,-0.04,5
103/01/24,414000,377740,0.93,0.93,0.79,0.79,-0.12,3
103/01/27,65000,41800,0.65,0.65,0.64,0.64,-0.15,3
103/02/05,20000,12600,0.63,0.63,0.63,0.63,-0.01,1
103/02/06,248000,169120,0.65,0.69,0.65,0.69,+0.06,3
103/02/07,90000,61200,0.68,0.68,0.68,0.68,-0.01,1
103/02/10,138000,83380,0.61,0.61,0.57,0.57,-0.11,3
103/02/11,30000,18300,0.61,0.61,0.61,0.61,+0.04,1
103/02/12,70000,46700,0.67,0.67,0.66,0.66,+0.05,7
103/02/13,15000,9700,0.65,0.65,0.64,0.64,-0.02,2
103/02/14,5000,3050,0.61,0.61,0.61,0.61,-0.03,1
103/02/17,80000,48800,0.60,0.63,0.58,0.63,+0.02,3
103/02/18,20000,12000,0.60,0.60,0.60,0.60,-0.03,1
103/02/19,208000,118560,0.57,0.57,0.57,0.57,-0.03,4
103/02/20,198000,112860,0.57,0.57,0.57,0.57,0.00,2
103/02/21,228000,134480,0.60,0.60,0.58,0.58,+0.01,4
103/02/24,918000,599810,0.58,0.77,0.58,0.77,+0.19,27
103/02/25,963000,822250,0.81,0.91,0.80,0.85,+0.08,46
103/02/26,110000,87450,0.81,0.82,0.78,0.78,-0.07,5
103/02/27,85000,67200,0.79,0.80,0.78,0.78,0.00,6
103/03/03,15000,11550,0.77,0.77,0.77,0.77,-0.01,1
103/03/04,20000,14000,0.70,0.70,0.70,0.70,-0.07,1
103/03/05,17000,12280,0.74,0.74,0.71,0.71,+0.01,2
103/03/06,140000,100500,0.76,0.77,0.70,0.70,-0.01,3
103/03/07,147000,108490,0.75,0.77,0.68,0.68,-0.02,3
103/03/10,20000,12280,0.65,0.65,0.59,0.59,-0.09,3
103/03/11,0,0,---,---,---,---,---,0
103/03/12,0,0,---,---,---,---,---,0
103/03/13,149000,126270,0.80,0.92,0.80,0.92,+0.32,4
103/03/14,344000,274840,0.80,0.85,0.73,0.74,-0.18,12
103/03/17,230000,167000,0.70,0.75,0.70,0.75,+0.01,6
103/03/18,25000,18250,0.73,0.73,0.73,0.73,-0.02,1
103/03/19,10000,6700,0.67,0.67,0.67,0.67,-0.06,1
103/03/20,125000,77500,0.62,0.62,0.62,0.62,-0.05,3
103/03/21,120000,72270,0.62,0.62,0.60,0.61,-0.01,4
103/03/24,0,0,---,---,---,---,---,0
103/03/25,20000,12200,0.61,0.61,0.61,0.61,+0.02,1
103/03/26,0,0,---,---,---,---,---,0
103/03/27,20000,12000,0.60,0.60,0.60,0.60,-0.01,1
103/03/28,25000,13000,0.52,0.52,0.52,0.52,-0.08,1
103/03/31,0,0,---,---,---,---,---,0
103/04/01,0,0,---,---,---,---,---,0
103/04/02,60000,27700,0.46,0.47,0.46,0.47,-0.03,2
103/04/03,25000,12500,0.50,0.50,0.50,0.50,+0.03,1
103/04/07,15000,8650,0.55,0.63,0.55,0.63,+0.13,2
103/04/08,290000,204800,0.75,0.75,0.69,0.69,+0.06,8
103/04/09,55000,36850,0.67,0.67,0.67,0.67,-0.02,2
103/04/10,130000,115850,0.77,0.91,0.77,0.90,+0.23,7
103/04/11,342000,329820,0.88,1.05,0.88,1.02,+0.12,14
103/04/14,214000,198170,1.02,1.02,0.79,0.79,-0.23,6
103/04/15,903000,790250,0.80,0.95,0.77,0.95,+0.16,16
103/04/16,746000,739490,1.02,1.06,0.94,0.94,-0.01,19
103/04/17,10000,10000,1.00,1.00,1.00,1.00,+0.06,1
103/04/18,0,0,---,---,---,---,---,0
103/04/21,15000,14100,0.94,0.94,0.94,0.94,+0.02,1
103/04/22,0,0,---,---,---,---,---,0
103/04/23,243000,195630,0.85,0.85,0.75,0.75,-0.13,4
103/04/24,20000,12800,0.64,0.64,0.64,0.64,-0.11,1
103/04/25,130000,65900,0.53,0.53,0.50,0.50,-0.14,2
103/04/28,40000,20400,0.51,0.51,0.51,0.51,+0.01,1
103/04/29,0,0,---,---,---,---,---,0
103/04/30,30000,13800,0.46,0.46,0.46,0.46,-0.05,1
103/05/02,0,0,---,---,---,---,---,0
103/05/05,0,0,---,---,---,---,---,0
103/05/06,0,0,---,---,---,---,---,0
103/05/07,0,0,---,---,---,---,---,0
103/05/08,0,0,---,---,---,---,---,0
103/05/09,0,0,---,---,---,---,---,0
103/05/12,40000,14000,0.35,0.35,0.35,0.35,-0.05,1
103/05/13,0,0,---,---,---,---,---,0
103/05/14,0,0,---,---,---,---,---,0
103/05/15,0,0,---,---,---,---,---,0
103/05/16,5000,1250,0.25,0.25,0.25,0.25,-0.02,3
103/05/19,1000,250,0.25,0.25,0.25,0.25,0.00,1
103/05/20,0,0,---,---,---,---,---,0
103/05/21,0,0,---,---,---,---,---,0
103/05/22,0,0,---,---,---,---,---,0
103/05/23,100000,27000,0.27,0.27,0.27,0.27,0.00,1
103/05/26,0,0,---,---,---,---,---,0
103/05/27,0,0,---,---,---,---,---,0
103/05/28,0,0,---,---,---,---,---,0
103/05/29,0,0,---,---,---,---,---,0
103/05/30,0,0,---,---,---,---,---,0
103/06/03,0,0,---,---,---,---,---,0
103/06/04,10000,2000,0.20,0.20,0.20,0.20,-0.01,1
103/06/05,0,0,---,---,---,---,---,0
103/06/06,0,0,---,---,---,---,---,0
103/06/09,0,0,---,---,---,---,---,0
103/06/10,0,0,---,---,---,---,---,0
103/06/11,0,0,---,---,---,---,---,0
103/06/12,0,0,---,---,---,---,---,0
103/06/13,0,0,---,---,---,---,---,0
103/06/16,0,0,---,---,---,---,---,0
103/06/17,0,0,---,---,---,---,---,0
103/06/18,201000,18120,0.11,0.11,0.07,0.07,-0.05,4
103/06/19,50000,2500,0.05,0.05,0.05,0.05,-0.02,1
103/06/20,3000,150,0.05,0.05,0.05,0.05,0.00,1
103/06/23,5000,190,0.05,0.05,0.03,0.03,-0.02,2
103/06/24,0,0,---,---,---,---,---,0
103/06/25,0,0,---,---,---,---,---,0
103/06/26,0,0,---,---,---,---,---,0
103/06/27,0,0,---,---,---,---,---,0
103/06/30,0,0,---,---,---,---,---,0
103/07/01,0,0,---,---,---,---,---,0
103/07/02,0,0,---,---,---,---,---,0
103/07/03,0,0,---,---,---,---,---,0
103/07/04,0,0,---,---,---,---,---,0
103/07/07,0,0,---,---,---,---,---,0
103/07/08,0,0,---,---,---,---,---,0
103/07/09,0,0,---,---,---,---,---,0
103/07/10,0,0,---,---,---,---,---,0
103/07/11,0,0,---,---,---,---,---,0
103/07/14,0,0,---,---,---,---,---,0
