104/09/09,16000,14000,0.88,0.88,0.87,0.87,-0.35,5
104/09/10,38000,35420,0.96,0.96,0.92,0.92,+0.05,5
104/09/11,59000,52010,0.92,0.92,0.82,0.86,-0.06,10
104/09/14,80000,64660,0.87,0.87,0.80,0.80,-0.06,10
104/09/15,24000,17560,0.76,0.76,0.72,0.72,-0.08,3
104/09/16,61000,41540,0.74,0.74,0.67,0.68,-0.04,7
104/09/17,88000,57920,0.71,0.71,0.63,0.65,-0.03,10
104/09/18,41000,26810,0.66,0.66,0.64,0.66,+0.01,6
104/09/21,74000,47300,0.64,0.65,0.63,0.63,-0.03,8
104/09/22,216000,148370,0.63,0.70,0.61,0.68,+0.05,9
104/09/23,329000,199850,0.65,0.65,0.60,0.60,-0.08,11
104/09/24,170000,98690,0.59,0.62,0.52,0.57,-0.03,10
104/09/25,2000,1180,0.59,0.59,0.59,0.59,+0.02,1
104/09/30,218000,108920,0.52,0.52,0.49,0.49,-0.10,8
104/10/01,164000,98480,0.54,0.62,0.54,0.60,+0.11,6
104/10/02,120000,70000,0.58,0.60,0.58,0.60,0.00,2
104/10/05,522000,323280,0.60,0.65,0.60,0.62,+0.02,7
104/10/06,322000,199780,0.65,0.65,0.59,0.59,-0.03,6
104/10/07,145000,88250,0.60,0.61,0.60,0.61,+0.02,4
104/10/08,25000,14450,0.58,0.58,0.57,0.57,-0.04,2
104/10/12,100000,43000,0.43,0.43,0.43,0.43,-0.14,1
104/10/13,0,0,---,---,---,---,---,0
104/10/14,0,0,---,---,---,---,---,0
104/10/15,30000,14000,0.48,0.48,0.46,0.46,0.00,3
104/10/16,100000,44000,0.44,0.44,0.44,0.44,-0.02,1
104/10/19,0,0,---,---,---,---,---,0
104/10/20,136000,58680,0.43,0.44,0.43,0.44,+0.02,2
104/10/21,116000,51040,0.44,0.44,0.44,0.44,0.00,1
104/10/22,0,0,---,---,---,---,---,0
104/10/23,0,0,---,---,---,---,---,0
104/10/26,40000,19100,0.46,0.50,0.46,0.50,+0.08,3
104/10/27,0,0,---,---,---,---,---,0
104/10/28,0,0,---,---,---,---,---,0
104/10/29,0,0,---,---,---,---,---,0
104/10/30,0,0,---,---,---,---,---,0
104/11/02,200000,117000,0.57,0.60,0.57,0.60,+0.04,2
104/11/03,326000,189780,0.60,0.63,0.57,0.63,+0.03,5
104/11/04,116000,76260,0.66,0.66,0.65,0.65,+0.02,3
104/11/05,0,0,---,---,---,---,---,0
104/11/06,0,0,---,---,---,---,---,0
104/11/09,56000,28560,0.51,0.51,0.51,0.51,-0.12,1
104/11/10,86000,45320,0.52,0.54,0.52,0.54,+0.03,2
104/11/11,20000,11000,0.55,0.55,0.55,0.55,+0.01,1
104/11/12,529000,254420,0.50,0.50,0.48,0.49,-0.06,4
104/11/13,577000,297160,0.51,0.53,0.50,0.51,+0.02,9
104/11/16,68000,33980,0.51,0.51,0.49,0.49,-0.02,4
104/11/17,30000,16600,0.52,0.57,0.52,0.57,+0.08,2
104/11/18,0,0,---,---,---,---,---,0
104/11/19,0,0,---,---,---,---,---,0
104/11/20,5000,2900,0.58,0.58,0.58,0.58,+0.01,1
104/11/23,202000,127260,0.63,0.63,0.63,0.63,+0.05,2
