105/11/23,0,0,---,---,---,---,---,0
105/11/24,0,0,---,---,---,---,---,0
105/11/25,0,0,---,---,---,---,---,0
105/11/28,0,0,---,---,---,---,---,0
105/11/29,14000,10360,0.74,0.74,0.74,0.74,+0.01,1
105/11/30,111000,86090,0.77,0.80,0.77,0.77,+0.03,4
105/12/01,710000,560200,0.79,0.79,0.78,0.78,+0.01,6
105/12/02,614000,478190,0.78,0.78,0.76,0.76,-0.02,9
105/12/05,339000,274900,0.81,0.82,0.80,0.82,+0.06,8
105/12/06,669000,532210,0.79,0.81,0.77,0.77,-0.05,7
105/12/07,692000,534960,0.76,0.78,0.76,0.76,-0.01,8
105/12/08,455000,304090,0.69,0.69,0.59,0.59,-0.17,9
105/12/09,70000,43450,0.62,0.63,0.62,0.63,+0.04,2
105/12/12,0,0,---,---,---,---,---,0
105/12/13,23000,14980,0.64,0.66,0.64,0.66,+0.02,2
105/12/14,13000,8450,0.65,0.65,0.65,0.65,-0.01,1
105/12/15,10000,7000,0.70,0.70,0.70,0.70,+0.05,1
105/12/16,110000,78600,0.71,0.72,0.71,0.72,+0.02,2
105/12/19,53000,38160,0.72,0.72,0.72,0.72,0.00,3
105/12/20,365000,267000,0.72,0.74,0.72,0.74,+0.02,9
105/12/21,353000,257160,0.73,0.73,0.72,0.72,-0.02,4
105/12/22,90000,64300,0.71,0.72,0.71,0.72,0.00,3
105/12/23,286000,207950,0.71,0.73,0.71,0.73,+0.01,5
105/12/26,303000,217820,0.70,0.72,0.69,0.70,-0.03,6
105/12/27,50000,35000,0.70,0.70,0.70,0.70,0.00,3
105/12/28,2000,1360,0.68,0.68,0.68,0.68,-0.02,1
105/12/29,0,0,---,---,---,---,---,0
105/12/30,51000,34170,0.67,0.67,0.67,0.67,-0.01,2
106/01/03,70000,45300,0.64,0.67,0.64,0.67,0.00,3
106/01/04,25000,16700,0.66,0.68,0.66,0.68,+0.01,3
106/01/05,1000,660,0.66,0.66,0.66,0.66,-0.02,1
106/01/06,4000,2560,0.64,0.64,0.64,0.64,-0.02,1
106/01/09,4000,2640,0.66,0.66,0.66,0.66,+0.02,1
106/01/10,0,0,---,---,---,---,---,0
106/01/11,106000,71020,0.67,0.67,0.67,0.67,+0.01,2
106/01/12,106000,69960,0.66,0.66,0.66,0.66,-0.01,2
106/01/13,118000,77880,0.66,0.66,0.66,0.66,0.00,3
106/01/16,488000,336830,0.66,0.70,0.66,0.70,+0.04,20
106/01/17,1142000,835960,0.69,0.75,0.69,0.71,+0.01,17
106/01/18,1041000,727770,0.71,0.71,0.67,0.69,-0.02,12
106/01/19,196000,131920,0.67,0.69,0.67,0.69,0.00,5
106/01/20,30000,21000,0.70,0.70,0.70,0.70,+0.01,1
106/01/23,27000,18150,0.70,0.70,0.65,0.67,-0.03,3
106/01/24,57000,37530,0.66,0.67,0.65,0.67,0.00,4
106/02/02,222000,148740,0.67,0.67,0.67,0.67,0.00,10
106/02/03,222000,147540,0.67,0.67,0.66,0.66,-0.01,7
106/02/06,51000,34470,0.67,0.68,0.67,0.68,+0.02,4
106/02/07,713000,502760,0.70,0.72,0.69,0.72,+0.04,12
106/02/08,1595000,1204420,0.75,0.78,0.73,0.76,+0.04,32
106/02/09,838000,631190,0.75,0.76,0.73,0.74,-0.02,14
106/02/10,662000,483210,0.73,0.75,0.72,0.75,+0.01,12
106/02/13,4627000,3751940,0.75,0.87,0.74,0.86,+0.11,51
106/02/14,4005000,3144190,0.81,0.81,0.76,0.79,-0.07,44
106/02/15,287000,226500,0.80,0.80,0.78,0.78,-0.01,6
106/02/16,11000,8440,0.77,0.77,0.74,0.74,-0.04,2
106/02/17,170000,125800,0.74,0.74,0.74,0.74,0.00,2
106/02/18,194000,135300,0.71,0.71,0.66,0.66,-0.08,8
106/02/20,339000,228230,0.68,0.68,0.67,0.67,+0.01,5
106/02/21,923000,657460,0.67,0.74,0.67,0.71,+0.04,17
106/02/22,894000,628640,0.69,0.73,0.69,0.72,+0.01,13
106/02/23,783000,590830,0.71,0.78,0.71,0.77,+0.05,29
106/02/24,904000,740130,0.80,0.84,0.79,0.84,+0.07,17
106/03/01,753000,612090,0.79,0.83,0.77,0.79,-0.05,21
106/03/02,369000,275000,0.76,0.78,0.72,0.78,-0.01,18
