101/04/25,0,0,---,---,---,---,---,0
101/04/26,458000,725840,1.58,1.62,1.58,1.62,-0.05,11
101/04/27,448000,733580,1.62,1.72,1.61,1.72,+0.10,12
101/04/30,165000,278350,1.71,1.72,1.63,1.65,-0.07,9
101/05/02,160000,247900,1.58,1.59,1.46,1.46,-0.19,8
101/05/03,99000,149010,1.52,1.52,1.49,1.49,+0.03,2
101/05/04,665000,987750,1.50,1.51,1.30,1.30,-0.19,13
101/05/07,973000,1368150,1.41,1.43,1.39,1.43,+0.13,15
101/05/08,689000,930320,1.35,1.37,1.32,1.37,-0.06,21
101/05/09,200000,288860,1.49,1.49,1.41,1.41,+0.04,9
101/05/10,199000,285350,1.41,1.45,1.40,1.45,+0.04,5
101/05/11,179000,273500,1.50,1.55,1.50,1.53,+0.08,10
101/05/14,80000,127400,1.57,1.64,1.56,1.56,+0.03,7
101/05/15,312000,461830,1.58,1.58,1.37,1.39,-0.17,13
101/05/16,287000,416400,1.38,1.51,1.38,1.50,+0.11,16
101/05/17,355000,519050,1.49,1.49,1.41,1.45,-0.05,8
101/05/18,349000,519280,1.52,1.53,1.46,1.52,+0.07,13
101/05/21,185000,277900,1.48,1.53,1.48,1.53,+0.01,7
101/05/22,210000,298800,1.46,1.47,1.38,1.43,-0.10,13
101/05/23,208000,320920,1.52,1.56,1.50,1.56,+0.13,14
101/05/24,309000,496100,1.52,1.71,1.52,1.70,+0.14,18
101/05/25,189000,332030,1.68,1.90,1.67,1.87,+0.17,21
101/05/28,86000,153800,1.80,1.80,1.75,1.75,-0.12,5
101/05/29,130000,203700,1.59,1.59,1.50,1.50,-0.25,6
101/05/30,155000,216450,1.45,1.45,1.35,1.39,-0.11,18
101/05/31,528000,715980,1.44,1.44,1.27,1.37,-0.02,25
101/06/01,510000,719550,1.39,1.51,1.37,1.51,+0.14,21
101/06/04,683000,1109930,1.74,1.74,1.49,1.51,0.00,28
101/06/05,254000,357450,1.40,1.47,1.39,1.45,-0.06,6
101/06/06,160000,220990,1.45,1.45,1.37,1.37,-0.08,4
101/06/07,398000,515110,1.25,1.34,1.25,1.34,-0.03,26
101/06/08,170000,226800,1.35,1.35,1.29,1.34,0.00,12
101/06/11,826000,1066640,1.26,1.33,1.24,1.30,-0.04,71
101/06/12,621000,839550,1.33,1.38,1.32,1.38,+0.08,64
101/06/13,312000,413870,1.32,1.35,1.30,1.33,-0.05,9
101/06/14,849000,1074530,1.32,1.32,1.23,1.25,-0.08,49
101/06/15,1361000,1516600,1.22,1.22,1.03,1.03,-0.22,170
101/06/18,496000,491220,0.98,1.04,0.97,0.97,-0.06,36
101/06/19,448000,408680,0.95,0.96,0.87,0.93,-0.04,33
101/06/20,1107000,1052400,0.88,1.00,0.88,0.94,+0.01,48
101/06/21,687000,678870,0.98,1.03,0.96,1.01,+0.07,35
101/06/22,496000,505490,1.05,1.10,0.95,0.95,-0.06,37
101/06/25,160000,155610,0.98,1.00,0.93,0.99,+0.04,14
101/06/26,321000,337980,0.98,1.08,0.98,1.01,+0.02,23
101/06/27,185000,189850,1.04,1.04,1.01,1.02,+0.01,7
101/06/28,60000,63100,1.06,1.06,1.04,1.05,+0.03,4
101/06/29,339000,321710,1.02,1.02,0.94,0.94,-0.11,20
101/07/02,472000,439160,0.94,0.95,0.91,0.94,0.00,20
101/07/03,1063000,918180,0.92,0.92,0.85,0.86,-0.08,60
101/07/04,174000,148220,0.84,0.86,0.84,0.84,-0.02,11
101/07/05,64000,53760,0.84,0.84,0.84,0.84,0.00,3
101/07/06,395000,348250,0.84,0.90,0.84,0.89,+0.05,15
101/07/09,683000,613040,0.88,0.93,0.86,0.91,+0.02,22
101/07/10,1423000,1336060,0.87,0.96,0.87,0.96,+0.05,45
101/07/11,1631000,1533870,0.98,0.98,0.88,0.88,-0.08,46
101/07/12,983000,929680,0.91,0.97,0.88,0.95,+0.07,41
101/07/13,1929000,1966740,0.95,1.06,0.95,1.04,+0.09,72
101/07/16,1285000,1343610,1.04,1.07,1.02,1.03,-0.01,22
101/07/17,610000,617170,1.03,1.05,0.99,0.99,-0.04,18
101/07/18,897000,910890,0.99,1.03,0.99,1.02,+0.03,49
101/07/19,919000,918620,0.98,1.06,0.98,0.98,-0.04,97
101/07/20,764000,685470,0.91,0.91,0.87,0.88,-0.10,24
101/07/23,805000,693200,0.87,0.88,0.84,0.87,-0.01,19
101/07/24,1220000,990120,0.86,0.87,0.74,0.74,-0.13,36
101/07/25,789000,576940,0.76,0.76,0.71,0.72,-0.02,30
101/07/26,97000,70180,0.71,0.74,0.71,0.72,0.00,9
101/07/27,398000,266150,0.67,0.69,0.65,0.65,-0.07,19
101/07/30,388000,246020,0.63,0.65,0.62,0.65,0.00,13
101/07/31,390000,239190,0.61,0.62,0.60,0.62,-0.03,12
101/08/01,871000,519880,0.57,0.65,0.56,0.65,+0.03,22
101/08/03,458000,291590,0.64,0.65,0.62,0.64,-0.01,12
101/08/06,512000,311050,0.61,0.64,0.60,0.60,-0.04,10
101/08/07,209000,125200,0.59,0.60,0.59,0.60,0.00,5
101/08/08,333000,181360,0.55,0.55,0.54,0.54,-0.06,7
101/08/09,75000,39550,0.52,0.53,0.52,0.53,-0.01,3
101/08/10,671000,336980,0.49,0.54,0.47,0.52,-0.01,16
101/08/13,640000,350420,0.51,0.56,0.51,0.56,+0.04,17
101/08/14,495000,275650,0.55,0.57,0.53,0.56,0.00,13
101/08/15,280000,154800,0.54,0.56,0.54,0.56,0.00,9
101/08/16,401000,224360,0.55,0.57,0.55,0.57,+0.01,13
101/08/17,180000,96050,0.54,0.54,0.52,0.54,-0.03,8
101/08/20,291000,175800,0.60,0.61,0.60,0.61,+0.07,12
101/08/21,195000,111650,0.57,0.58,0.57,0.57,-0.04,5
101/08/22,50000,29350,0.58,0.59,0.58,0.59,+0.02,3
101/08/23,294000,159510,0.55,0.55,0.53,0.54,-0.05,8
101/08/24,210000,115300,0.53,0.58,0.53,0.56,+0.02,8
101/08/27,415000,247450,0.53,0.64,0.53,0.62,+0.06,14
101/08/28,879000,640050,0.68,0.76,0.64,0.75,+0.13,36
101/08/29,734000,488870,0.71,0.74,0.64,0.64,-0.11,26
101/08/30,352000,236840,0.65,0.70,0.65,0.65,+0.01,15
101/08/31,1105000,654040,0.61,0.61,0.59,0.60,-0.05,20
