102/04/17,22000,17380,0.79,0.79,0.79,0.79,-0.09,2
102/04/18,52000,42160,0.83,0.83,0.81,0.81,+0.02,3
102/04/19,30000,24000,0.80,0.80,0.80,0.80,-0.01,1
102/04/22,2000,1640,0.82,0.82,0.82,0.82,+0.02,1
102/04/23,0,0,---,---,---,---,---,0
102/04/24,0,0,---,---,---,---,---,0
102/04/25,0,0,---,---,---,---,---,0
102/04/26,0,0,---,---,---,---,---,0
102/04/29,54000,48460,0.87,0.90,0.86,0.90,+0.08,3
102/04/30,4000,3560,0.89,0.89,0.89,0.89,-0.01,2
102/05/02,17000,15930,0.94,0.94,0.93,0.94,+0.05,3
102/05/03,15000,13350,0.89,0.89,0.89,0.89,-0.05,2
102/05/06,52000,42560,0.82,0.82,0.78,0.78,-0.11,2
102/05/07,0,0,---,---,---,---,---,0
102/05/08,0,0,---,---,---,---,---,0
102/05/09,0,0,---,---,---,---,---,0
102/05/10,0,0,---,---,---,---,---,0
102/05/13,0,0,---,---,---,---,---,0
102/05/14,0,0,---,---,---,---,---,0
102/05/15,0,0,---,---,---,---,---,0
102/05/16,0,0,---,---,---,---,---,0
102/05/17,0,0,---,---,---,---,---,0
102/05/20,0,0,---,---,---,---,---,0
102/05/21,2000,1400,0.70,0.70,0.70,0.70,-0.01,1
102/05/22,0,0,---,---,---,---,---,0
102/05/23,0,0,---,---,---,---,---,0
102/05/24,0,0,---,---,---,---,---,0
102/05/27,210000,151080,0.71,0.72,0.71,0.72,+0.03,3
102/05/28,211000,145600,0.69,0.70,0.69,0.69,-0.03,4
102/05/29,1000,620,0.62,0.62,0.62,0.62,-0.07,1
102/05/30,20000,12000,0.60,0.60,0.60,0.60,-0.02,1
102/05/31,20000,12400,0.62,0.62,0.62,0.62,+0.02,1
102/06/03,20000,12400,0.62,0.62,0.62,0.62,0.00,1
102/06/04,40000,24200,0.60,0.61,0.60,0.61,-0.01,3
102/06/05,55000,30150,0.56,0.57,0.53,0.53,-0.08,4
102/06/06,40000,21400,0.53,0.54,0.53,0.54,+0.01,3
102/06/07,75000,41300,0.53,0.58,0.53,0.58,+0.04,6
102/06/10,20000,11800,0.59,0.59,0.59,0.59,+0.01,2
102/06/11,0,0,---,---,---,---,---,0
102/06/13,101000,64430,0.63,0.65,0.63,0.65,+0.06,5
102/06/14,107000,66490,0.62,0.63,0.61,0.61,-0.04,5
102/06/17,15000,8700,0.58,0.58,0.58,0.58,-0.03,1
102/06/18,0,0,---,---,---,---,---,0
102/06/19,0,0,---,---,---,---,---,0
102/06/20,0,0,---,---,---,---,---,0
102/06/21,45000,29250,0.65,0.65,0.65,0.65,+0.07,3
102/06/24,0,0,---,---,---,---,---,0
102/06/25,174000,113980,0.62,0.73,0.62,0.72,+0.11,7
102/06/26,40000,26700,0.66,0.69,0.66,0.69,-0.03,2
102/06/27,98000,60920,0.63,0.64,0.61,0.63,-0.06,7
102/06/28,0,0,---,---,---,---,---,0
102/07/01,85000,47400,0.56,0.56,0.55,0.56,-0.02,4
102/07/02,69000,36190,0.53,0.53,0.51,0.51,-0.05,3
102/07/03,0,0,---,---,---,---,---,0
102/07/04,0,0,---,---,---,---,---,0
102/07/05,10000,4400,0.44,0.44,0.44,0.44,-0.06,1
102/07/08,50000,21000,0.42,0.42,0.42,0.42,-0.02,1
102/07/09,50000,22000,0.44,0.44,0.44,0.44,+0.02,1
102/07/10,0,0,---,---,---,---,---,0
102/07/11,0,0,---,---,---,---,---,0
102/07/12,0,0,---,---,---,---,---,0
102/07/15,50000,14500,0.29,0.29,0.29,0.29,-0.03,1
102/07/16,60000,17800,0.30,0.30,0.28,0.28,-0.01,2
102/07/17,40000,10400,0.26,0.26,0.26,0.26,-0.02,1
102/07/18,60000,14300,0.23,0.27,0.23,0.27,+0.01,3
102/07/19,15000,4350,0.29,0.29,0.29,0.29,+0.02,1
102/07/22,15000,3750,0.25,0.25,0.25,0.25,-0.04,1
102/07/23,10000,2100,0.21,0.21,0.21,0.21,-0.04,1
102/07/24,0,0,---,---,---,---,---,0
102/07/25,0,0,---,---,---,---,---,0
102/07/26,0,0,---,---,---,---,---,0
102/07/29,10000,2100,0.21,0.21,0.21,0.21,+0.01,1
102/07/30,0,0,---,---,---,---,---,0
102/07/31,10000,1700,0.17,0.17,0.17,0.17,-0.01,1
102/08/01,0,0,---,---,---,---,---,0
102/08/02,0,0,---,---,---,---,---,0
