104/11/25,25000,16000,0.70,0.70,0.62,0.62,-0.10,3
104/11/26,2663000,1474180,0.58,0.62,0.52,0.54,-0.08,77
104/11/27,3078000,1745360,0.56,0.58,0.54,0.58,+0.04,103
104/11/30,1436000,793050,0.41,0.57,0.41,0.55,-0.03,39
104/12/01,1425000,793650,0.58,0.59,0.53,0.53,-0.02,65
104/12/02,2315000,1119050,0.52,0.53,0.46,0.48,-0.05,88
104/12/03,2717000,1382760,0.50,0.56,0.47,0.54,+0.06,114
104/12/04,1512000,806100,0.60,0.60,0.51,0.51,-0.03,101
104/12/07,368000,183560,0.49,0.51,0.48,0.51,0.00,17
104/12/08,1410000,706770,0.50,0.51,0.48,0.51,0.00,21
104/12/09,2864000,1592410,0.55,0.60,0.50,0.60,+0.09,70
104/12/10,1566000,852840,0.60,0.60,0.48,0.48,-0.12,52
104/12/11,1528000,737360,0.47,0.56,0.45,0.54,+0.06,53
104/12/14,771000,416510,0.56,0.56,0.52,0.56,+0.02,23
104/12/15,2002000,910860,0.51,0.51,0.43,0.44,-0.12,121
104/12/16,2113000,876460,0.40,0.43,0.39,0.41,-0.03,96
104/12/17,3026000,1078790,0.39,0.40,0.32,0.37,-0.04,112
104/12/18,718000,251910,0.37,0.37,0.33,0.36,-0.01,39
104/12/21,546000,192400,0.35,0.37,0.34,0.36,0.00,20
104/12/22,1354000,496700,0.34,0.39,0.34,0.38,+0.02,37
104/12/23,744000,272990,0.35,0.39,0.35,0.38,0.00,21
104/12/24,1371000,571870,0.39,0.45,0.39,0.42,+0.04,44
104/12/25,768000,313360,0.42,0.42,0.38,0.39,-0.03,11
104/12/28,505000,199450,0.39,0.41,0.39,0.41,+0.02,12
104/12/29,550000,221470,0.41,0.42,0.39,0.39,-0.02,17
104/12/30,370000,136550,0.38,0.38,0.36,0.38,-0.01,12
104/12/31,545000,201700,0.38,0.39,0.36,0.36,-0.02,17
105/01/04,530000,198800,0.37,0.38,0.37,0.38,+0.02,14
105/01/05,313000,120840,0.39,0.39,0.38,0.38,0.00,8
105/01/06,730000,270310,0.37,0.38,0.36,0.37,-0.01,11
105/01/07,1694000,716250,0.37,0.46,0.37,0.41,+0.04,36
105/01/08,251000,93370,0.36,0.38,0.36,0.38,-0.03,6
105/01/11,288000,115940,0.39,0.41,0.39,0.40,+0.02,10
105/01/12,578000,254440,0.39,0.52,0.39,0.50,+0.10,27
105/01/13,448000,203930,0.47,0.48,0.43,0.45,-0.05,16
105/01/14,666000,309860,0.48,0.48,0.43,0.45,0.00,15
105/01/15,433000,170570,0.42,0.42,0.38,0.38,-0.07,9
105/01/18,334000,121210,0.40,0.40,0.33,0.33,-0.05,23
105/01/19,219000,69160,0.33,0.33,0.30,0.30,-0.03,7
105/01/20,537000,172890,0.31,0.35,0.29,0.35,+0.05,18
105/01/21,531000,175330,0.33,0.34,0.33,0.34,-0.01,6
105/01/22,250000,85700,0.33,0.35,0.32,0.34,0.00,8
105/01/25,20000,6200,0.31,0.31,0.31,0.31,-0.03,1
105/01/26,9000,2790,0.31,0.31,0.31,0.31,0.00,2
105/01/27,97000,28390,0.30,0.30,0.28,0.29,-0.02,6
105/01/28,0,0,---,---,---,---,---,0
105/01/29,40000,11700,0.29,0.30,0.29,0.30,+0.01,2
105/01/30,52000,13950,0.28,0.28,0.17,0.17,-0.13,4
105/02/01,51000,14770,0.27,0.29,0.27,0.29,+0.12,2
105/02/02,1000,270,0.27,0.27,0.27,0.27,-0.02,1
105/02/03,145000,39100,0.26,0.27,0.26,0.27,0.00,4
105/02/15,20000,5000,0.25,0.25,0.25,0.25,-0.02,1
105/02/16,240000,55180,0.23,0.24,0.22,0.22,-0.03,3
105/02/17,0,0,---,---,---,---,---,0
105/02/18,150000,28000,0.18,0.19,0.18,0.19,-0.02,2
105/02/19,100000,19000,0.19,0.19,0.19,0.19,0.00,1
105/02/22,522000,138390,0.28,0.28,0.24,0.27,+0.08,10
105/02/23,375000,83400,0.22,0.23,0.21,0.21,-0.06,6
105/02/24,200000,46000,0.23,0.23,0.23,0.23,+0.02,1
105/02/25,200000,44000,0.22,0.22,0.22,0.22,-0.01,3
105/02/26,543000,112930,0.21,0.22,0.12,0.12,-0.10,7
105/03/01,31000,6350,0.20,0.22,0.20,0.21,+0.09,4
105/03/02,0,0,---,---,---,---,---,0
105/03/03,77000,16100,0.20,0.21,0.20,0.21,+0.01,2
105/03/04,141000,29010,0.20,0.21,0.20,0.21,0.00,2
105/03/07,45000,10550,0.22,0.26,0.22,0.26,+0.05,4
105/03/08,245000,58750,0.23,0.24,0.23,0.24,-0.02,3
105/03/09,0,0,---,---,---,---,---,0
105/03/10,0,0,---,---,---,---,---,0
105/03/11,340000,85000,0.25,0.25,0.25,0.25,+0.01,3
105/03/14,25000,4950,0.23,0.23,0.19,0.19,-0.06,2
105/03/15,0,0,---,---,---,---,---,0
105/03/16,5000,1050,0.21,0.21,0.21,0.21,-0.01,1
105/03/17,100000,21000,0.21,0.21,0.21,0.21,0.00,1
105/03/18,200000,42000,0.21,0.21,0.21,0.21,0.00,1
105/03/21,0,0,---,---,---,---,---,0
105/03/22,151000,30210,0.21,0.21,0.20,0.20,+0.01,2
105/03/23,5000,1050,0.21,0.21,0.21,0.21,+0.01,1
105/03/24,201000,48950,0.24,0.25,0.24,0.25,+0.04,6
105/03/25,0,0,---,---,---,---,---,0
105/03/28,0,0,---,---,---,---,---,0
105/03/29,0,0,---,---,---,---,---,0
105/03/30,10000,1900,0.19,0.19,0.19,0.19,-0.01,1
105/03/31,250000,30000,0.12,0.12,0.12,0.12,-0.07,2
105/04/01,0,0,---,---,---,---,---,0
