107/02/21,30000,18300,0.61,0.61,0.61,0.61,0.00,1
107/02/23,102000,61200,0.60,0.60,0.60,0.60,+0.01,1
107/02/26,0,0,---,---,---,---,---,0
107/02/27,0,0,---,---,---,---,---,0
107/03/01,0,0,---,---,---,---,---,0
107/03/02,413000,231940,0.56,0.58,0.56,0.58,0.00,3
107/03/05,803000,461510,0.57,0.58,0.57,0.57,-0.01,6
107/03/07,390000,222300,0.57,0.57,0.57,0.57,0.00,3
107/03/09,878000,482450,0.55,0.56,0.53,0.55,-0.01,13
107/03/12,1022000,546380,0.53,0.54,0.52,0.54,-0.01,5
107/03/13,558000,301920,0.55,0.55,0.54,0.54,0.00,3
107/03/14,104000,56600,0.54,0.55,0.54,0.55,+0.01,2
107/03/15,44000,23760,0.54,0.54,0.54,0.54,-0.01,1
107/03/16,0,0,---,---,---,---,---,0
107/03/19,425000,229500,0.54,0.54,0.54,0.54,0.00,7
107/03/20,1363000,730550,0.54,0.54,0.53,0.54,0.00,14
107/03/21,1713000,917420,0.54,0.54,0.53,0.54,0.00,9
107/03/22,760000,402800,0.53,0.53,0.53,0.53,-0.01,3
107/03/23,30000,15000,0.50,0.50,0.50,0.50,-0.03,1
107/03/26,0,0,---,---,---,---,---,0
107/03/27,196000,99960,0.51,0.51,0.51,0.51,+0.01,1
107/03/28,196000,96040,0.49,0.49,0.49,0.49,-0.02,1
107/03/29,0,0,---,---,---,---,---,0
107/03/30,176000,90340,0.51,0.52,0.51,0.52,+0.03,3
107/03/31,1018000,527600,0.51,0.52,0.51,0.52,0.00,5
107/04/02,842000,437840,0.52,0.52,0.52,0.52,0.00,4
107/04/03,0,0,---,---,---,---,---,0
107/04/09,0,0,---,---,---,---,---,0
107/04/10,0,0,---,---,---,---,---,0
107/04/11,1925000,892850,0.46,0.47,0.45,0.45,-0.01,8
107/04/12,1935000,844190,0.45,0.45,0.42,0.42,-0.03,18
107/04/13,576000,253440,0.44,0.44,0.44,0.44,+0.02,4
107/04/16,578000,248440,0.43,0.43,0.42,0.42,-0.02,4
107/04/17,443000,190090,0.42,0.43,0.42,0.43,+0.01,3
107/04/18,403000,169260,0.42,0.42,0.42,0.42,-0.01,3
107/04/20,150000,61500,0.41,0.41,0.41,0.41,-0.01,2
107/04/23,110000,44000,0.40,0.40,0.40,0.40,-0.01,1
107/04/24,0,0,---,---,---,---,---,0
107/04/25,170000,62900,0.37,0.37,0.37,0.37,0.00,1
107/04/27,343000,129450,0.37,0.39,0.37,0.39,+0.01,2
107/04/30,593000,224540,0.38,0.38,0.37,0.38,-0.01,5
107/05/04,1570000,573300,0.36,0.37,0.36,0.37,+0.01,5
107/05/07,1259000,440650,0.35,0.35,0.35,0.35,-0.02,5
107/05/08,311000,108850,0.35,0.35,0.35,0.35,0.00,2
107/05/09,0,0,---,---,---,---,---,0
107/05/10,8000,2720,0.34,0.34,0.34,0.34,-0.01,1
107/05/11,0,0,---,---,---,---,---,0
107/05/15,0,0,---,---,---,---,---,0
107/05/16,0,0,---,---,---,---,---,0
107/05/17,0,0,---,---,---,---,---,0
107/05/18,0,0,---,---,---,---,---,0
107/05/21,3000,900,0.30,0.30,0.30,0.30,-0.01,1
107/05/22,0,0,---,---,---,---,---,0
107/05/24,3000,870,0.29,0.29,0.29,0.29,+0.01,1
107/05/25,0,0,---,---,---,---,---,0
107/05/29,450000,130500,0.29,0.29,0.29,0.29,0.00,2
107/05/30,685000,189450,0.27,0.29,0.27,0.29,0.00,4
