106/04/25,0,0,---,---,---,---,---,0
106/04/26,0,0,---,---,---,---,---,0
106/04/27,200000,245100,1.22,1.23,1.22,1.23,+0.01,3
106/04/28,210000,256100,1.23,1.23,1.21,1.21,-0.02,4
106/05/02,10000,12000,1.20,1.20,1.20,1.20,-0.01,1
106/05/03,150000,159500,1.07,1.07,1.05,1.05,-0.15,2
106/05/04,150000,160000,1.07,1.07,1.06,1.06,+0.01,2
106/05/05,208000,228880,1.09,1.11,1.09,1.11,+0.05,5
106/05/08,203000,217610,1.10,1.10,1.05,1.07,-0.04,12
106/05/09,656000,788330,1.15,1.34,1.15,1.29,+0.22,22
106/05/10,752000,861170,1.14,1.17,1.10,1.10,-0.19,31
106/05/11,278000,296010,1.06,1.11,1.03,1.11,+0.01,21
106/05/12,332000,339570,1.08,1.10,0.95,1.00,-0.11,26
106/05/15,413000,378260,0.91,0.94,0.90,0.94,-0.06,21
106/05/16,693000,742110,1.04,1.11,1.04,1.07,+0.13,31
106/05/17,429000,457950,1.06,1.09,1.02,1.08,+0.01,23
106/05/18,348000,398150,1.12,1.18,1.12,1.13,+0.05,25
106/05/19,304000,315650,1.06,1.06,1.01,1.04,-0.09,21
106/05/22,199000,209190,1.05,1.06,1.03,1.05,+0.01,8
106/05/23,698000,712860,1.04,1.05,0.99,1.05,0.00,12
106/05/24,647000,666810,1.00,1.05,1.00,1.05,0.00,9
106/05/25,901000,914430,1.01,1.03,0.97,1.03,-0.02,14
106/05/26,26000,26180,1.03,1.03,1.00,1.00,-0.03,3
106/05/31,130000,124150,0.94,0.97,0.94,0.97,-0.03,7
106/06/01,0,0,---,---,---,---,---,0
106/06/02,0,0,---,---,---,---,---,0
106/06/03,120000,115800,0.97,0.97,0.96,0.96,-0.01,2
106/06/05,182000,178360,0.98,0.98,0.98,0.98,+0.02,2
106/06/06,285000,270740,0.94,0.96,0.93,0.96,-0.02,8
106/06/07,167000,162740,0.97,0.99,0.97,0.98,+0.02,5
106/06/08,102000,98560,0.96,0.97,0.96,0.97,-0.01,4
106/06/09,251000,248910,0.98,1.01,0.98,1.01,+0.04,6
106/06/12,356000,365680,1.03,1.03,1.02,1.03,+0.02,7
106/06/21,14000,13700,0.98,0.98,0.97,0.98,+0.02,3
