107/04/17,0,0,---,---,---,---,---,0
107/04/18,185000,203590,1.28,1.28,1.05,1.07,-0.09,14
107/04/20,312000,405460,1.36,1.36,1.26,1.28,-0.15,34
107/04/23,256000,290630,1.14,1.15,1.08,1.15,-0.13,21
107/04/24,750000,762600,1.06,1.06,0.97,1.01,-0.14,36
107/04/25,535000,592550,1.10,1.12,1.07,1.10,+0.09,13
107/04/27,40000,40200,1.01,1.01,1.00,1.00,+0.04,2
107/04/30,2396000,2371780,0.90,1.12,0.88,1.07,+0.07,113
107/05/04,1578000,1591610,1.11,1.11,0.94,0.99,-0.13,67
107/05/07,271000,293210,1.06,1.12,1.04,1.08,+0.09,23
107/05/08,2903000,3053660,1.14,1.15,1.02,1.02,-0.06,25
107/05/09,1133000,1217480,1.05,1.11,1.05,1.10,+0.08,24
107/05/10,1057000,1221250,1.13,1.23,1.10,1.22,+0.12,43
107/05/11,1150000,1713090,1.33,1.64,1.33,1.64,+0.42,90
107/05/15,661000,1215360,1.86,1.96,1.71,1.79,-0.07,66
107/05/16,1316000,2671400,1.82,2.28,1.82,2.08,+0.29,104
107/05/17,1074000,2298640,2.27,2.30,1.95,1.95,-0.13,44
