100/11/10,0,0,0.00,0.00,0.00,0.00,---,0
100/11/11,10000,10600,1.06,1.06,1.06,1.06,-0.26,1
100/11/14,30000,33200,1.15,1.15,1.07,1.07,+0.01,3
100/11/15,30000,32100,1.05,1.08,1.05,1.08,+0.01,3
100/11/16,10000,10500,1.05,1.05,1.05,1.05,-0.03,1
100/11/17,20000,20200,1.01,1.01,1.01,1.01,-0.04,2
100/11/18,0,0,---,---,---,---,---,0
100/11/21,10000,6600,0.66,0.66,0.66,0.66,-0.23,1
100/11/22,90000,51600,0.63,0.63,0.52,0.52,-0.14,7
100/11/23,146000,54140,0.44,0.44,0.35,0.38,-0.14,5
100/11/24,51000,14860,0.29,0.36,0.29,0.36,-0.02,4
100/11/25,287000,105000,0.38,0.38,0.36,0.36,0.00,11
100/11/28,0,0,---,---,---,---,---,0
100/11/29,598000,281100,0.47,0.48,0.47,0.48,+0.09,10
100/11/30,0,0,---,---,---,---,---,0
100/12/01,594000,329420,0.56,0.56,0.53,0.53,+0.11,13
100/12/02,0,0,---,---,---,---,---,0
100/12/05,0,0,---,---,---,---,---,0
100/12/06,8000,3360,0.42,0.42,0.42,0.42,-0.01,1
100/12/07,0,0,---,---,---,---,---,0
100/12/08,0,0,---,---,---,---,---,0
100/12/09,0,0,---,---,---,---,---,0
100/12/12,0,0,---,---,---,---,---,0
100/12/13,0,0,---,---,---,---,---,0
100/12/14,0,0,---,---,---,---,---,0
100/12/15,0,0,---,---,---,---,---,0
100/12/16,55000,22550,0.41,0.41,0.41,0.41,+0.02,1
100/12/19,110000,36300,0.34,0.34,0.32,0.32,-0.09,2
100/12/20,0,0,---,---,---,---,---,0
100/12/21,55000,22550,0.41,0.41,0.41,0.41,+0.09,1
100/12/22,0,0,---,---,---,---,---,0
100/12/23,0,0,---,---,---,---,---,0
100/12/26,0,0,---,---,---,---,---,0
100/12/27,0,0,---,---,---,---,---,0
100/12/28,0,0,---,---,---,---,---,0
100/12/29,0,0,---,---,---,---,---,0
100/12/30,0,0,---,---,---,---,---,0
101/01/02,0,0,---,---,---,---,---,0
101/01/03,311000,172520,0.51,0.59,0.51,0.59,+0.19,17
101/01/04,690000,376190,0.55,0.58,0.49,0.50,-0.09,17
101/01/05,329000,155980,0.49,0.49,0.45,0.45,-0.05,4
101/01/06,0,0,---,---,---,---,---,0
101/01/09,33000,14190,0.43,0.43,0.43,0.43,-0.02,1
101/01/10,33000,14190,0.43,0.43,0.43,0.43,0.00,1
101/01/11,159000,65190,0.41,0.41,0.41,0.41,-0.02,3
101/01/12,93000,40840,0.44,0.44,0.40,0.40,-0.01,31
101/01/13,0,0,---,---,---,---,---,0
101/01/16,360000,148890,0.41,0.42,0.40,0.42,+0.03,104
101/01/17,278000,120760,0.42,0.50,0.42,0.50,+0.08,201
101/01/18,200000,90900,0.48,0.48,0.43,0.43,-0.07,42
101/01/30,100000,44500,0.45,0.45,0.44,0.44,+0.01,2
101/01/31,169000,92530,0.52,0.61,0.52,0.58,+0.14,3
