104/10/05,5000,3500,0.70,0.70,0.70,0.70,0.00,1
104/10/06,0,0,---,---,---,---,---,0
104/10/07,0,0,---,---,---,---,---,0
104/10/08,5000,3000,0.60,0.60,0.60,0.60,-0.08,1
104/10/12,0,0,---,---,---,---,---,0
104/10/13,26000,14500,0.57,0.57,0.55,0.55,-0.03,2
104/10/14,16000,9120,0.57,0.57,0.57,0.57,+0.02,1
104/10/15,0,0,---,---,---,---,---,0
104/10/16,1522000,944120,0.61,0.66,0.61,0.64,+0.07,19
104/10/19,1554000,1124020,0.73,0.73,0.67,0.67,+0.03,21
104/10/20,74000,49580,0.67,0.67,0.67,0.67,0.00,3
104/10/21,180000,118900,0.64,0.67,0.64,0.67,0.00,4
104/10/22,1718000,1118900,0.66,0.66,0.64,0.66,-0.01,21
104/10/23,1646000,1083400,0.65,0.66,0.65,0.65,-0.01,24
104/10/26,38000,23940,0.63,0.63,0.63,0.63,-0.02,1
104/10/27,2000,1240,0.62,0.62,0.62,0.62,-0.01,1
104/10/28,100000,61000,0.61,0.61,0.61,0.61,-0.01,2
104/10/29,30000,18400,0.62,0.62,0.60,0.60,-0.01,2
104/10/30,0,0,---,---,---,---,---,0
104/11/02,0,0,---,---,---,---,---,0
104/11/03,0,0,---,---,---,---,---,0
104/11/04,0,0,---,---,---,---,---,0
104/11/05,0,0,---,---,---,---,---,0
104/11/06,10000,5800,0.58,0.58,0.58,0.58,-0.01,1
104/11/09,10000,5500,0.55,0.55,0.55,0.55,-0.03,1
104/11/10,0,0,---,---,---,---,---,0
104/11/11,20000,10400,0.52,0.52,0.52,0.52,0.00,1
104/11/12,2017000,1032890,0.51,0.53,0.51,0.52,0.00,26
104/11/13,2237000,1176060,0.53,0.53,0.51,0.53,+0.01,30
104/11/16,316000,154840,0.49,0.49,0.49,0.49,-0.04,7
104/11/17,0,0,---,---,---,---,---,0
104/11/18,100000,48000,0.48,0.48,0.48,0.48,-0.01,1
104/11/19,1100000,529000,0.48,0.51,0.47,0.51,+0.03,14
104/11/20,1180000,600000,0.52,0.52,0.50,0.51,0.00,15
104/11/23,1679000,893260,0.56,0.56,0.52,0.54,+0.03,18
104/11/24,1684000,902040,0.52,0.54,0.50,0.51,-0.03,21
104/11/25,2046000,969130,0.50,0.50,0.46,0.48,-0.03,26
104/11/26,1997000,982420,0.49,0.51,0.48,0.49,+0.01,28
104/11/27,105000,49350,0.47,0.47,0.47,0.47,-0.02,2
104/11/30,0,0,---,---,---,---,---,0
104/12/01,0,0,---,---,---,---,---,0
104/12/02,0,0,---,---,---,---,---,0
104/12/03,0,0,---,---,---,---,---,0
104/12/04,0,0,---,---,---,---,---,0
104/12/07,0,0,---,---,---,---,---,0
104/12/08,0,0,---,---,---,---,---,0
104/12/09,8000,3120,0.39,0.39,0.39,0.39,-0.03,1
104/12/10,0,0,---,---,---,---,---,0
104/12/11,0,0,---,---,---,---,---,0
104/12/14,0,0,---,---,---,---,---,0
104/12/15,0,0,---,---,---,---,---,0
104/12/16,1996000,654680,0.32,0.33,0.32,0.33,+0.02,23
104/12/17,2096000,732060,0.35,0.35,0.34,0.34,+0.01,25
104/12/18,433000,147280,0.36,0.36,0.34,0.34,0.00,7
104/12/21,3596000,1099770,0.31,0.31,0.30,0.31,-0.03,42
104/12/22,3783000,1218460,0.33,0.33,0.31,0.33,+0.02,43
104/12/23,435000,129900,0.32,0.32,0.28,0.30,-0.03,6
104/12/24,335000,110500,0.32,0.33,0.32,0.33,+0.03,6
104/12/25,0,0,---,---,---,---,---,0
104/12/28,0,0,---,---,---,---,---,0
104/12/29,0,0,---,---,---,---,---,0
104/12/30,0,0,---,---,---,---,---,0
104/12/31,0,0,---,---,---,---,---,0
105/01/04,0,0,---,---,---,---,---,0
105/01/05,0,0,---,---,---,---,---,0
105/01/06,90000,19800,0.22,0.22,0.22,0.22,-0.03,1
105/01/07,0,0,---,---,---,---,---,0
105/01/08,0,0,---,---,---,---,---,0
105/01/11,0,0,---,---,---,---,---,0
105/01/12,0,0,---,---,---,---,---,0
105/01/13,0,0,---,---,---,---,---,0
105/01/14,0,0,---,---,---,---,---,0
105/01/15,0,0,---,---,---,---,---,0
105/01/18,0,0,---,---,---,---,---,0
105/01/19,2699000,429840,0.15,0.16,0.15,0.16,+0.01,29
105/01/20,2699000,469610,0.17,0.18,0.17,0.17,+0.01,36
105/01/21,198000,30000,0.15,0.16,0.15,0.15,-0.02,3
105/01/22,0,0,---,---,---,---,---,0
105/01/25,0,0,---,---,---,---,---,0
105/01/26,0,0,---,---,---,---,---,0
105/01/27,0,0,---,---,---,---,---,0
105/01/28,0,0,---,---,---,---,---,0
105/01/29,99000,19800,0.20,0.20,0.20,0.20,+0.05,1
105/01/30,200000,44000,0.22,0.22,0.22,0.22,+0.02,1
105/02/01,0,0,---,---,---,---,---,0
105/02/02,299000,49840,0.17,0.17,0.16,0.16,-0.03,2
105/02/03,0,0,---,---,---,---,---,0
105/02/15,155000,28000,0.18,0.20,0.18,0.20,+0.04,2
105/02/16,155000,29500,0.20,0.20,0.19,0.19,-0.01,2
105/02/17,0,0,---,---,---,---,---,0
105/02/18,0,0,---,---,---,---,---,0
105/02/19,0,0,---,---,---,---,---,0
105/02/22,0,0,---,---,---,---,---,0
105/02/23,429000,87300,0.20,0.21,0.20,0.20,+0.04,5
105/02/24,200000,36000,0.18,0.18,0.18,0.18,-0.02,1
105/02/25,179000,33110,0.18,0.19,0.18,0.19,+0.01,2
105/02/26,0,0,---,---,---,---,---,0
105/03/01,0,0,---,---,---,---,---,0
105/03/02,0,0,---,---,---,---,---,0
105/03/03,0,0,---,---,---,---,---,0
105/03/04,0,0,---,---,---,---,---,0
105/03/07,0,0,---,---,---,---,---,0
105/03/08,0,0,---,---,---,---,---,0
105/03/09,0,0,---,---,---,---,---,0
105/03/10,0,0,---,---,---,---,---,0
105/03/11,180000,38720,0.17,0.24,0.17,0.21,+0.04,9
105/03/14,227000,52920,0.25,0.25,0.21,0.22,+0.01,6
105/03/15,281000,50350,0.21,0.21,0.17,0.18,-0.04,9
105/03/16,162000,31970,0.19,0.21,0.19,0.20,+0.02,11
105/03/17,130000,20920,0.19,0.19,0.16,0.16,-0.04,6
105/03/18,0,0,---,---,---,---,---,0
105/03/21,10000,1400,0.14,0.14,0.14,0.14,-0.02,4
105/03/22,0,0,---,---,---,---,---,0
105/03/23,12000,1300,0.11,0.11,0.10,0.10,-0.03,2
105/03/24,8000,560,0.08,0.08,0.06,0.06,-0.04,4
105/03/25,0,0,---,---,---,---,---,0
105/03/28,10000,300,0.03,0.03,0.03,0.03,-0.03,2
105/03/29,0,0,---,---,---,---,---,0
105/03/30,20000,400,0.02,0.02,0.02,0.02,0.00,2
105/03/31,0,0,---,---,---,---,---,0
