103/06/05,0,0,---,---,---,---,---,0
103/06/06,20000,29100,1.44,1.47,1.44,1.47,+0.01,2
103/06/09,161000,213190,1.32,1.33,1.32,1.32,-0.15,8
103/06/10,176000,237990,1.34,1.38,1.34,1.38,+0.06,5
103/06/11,105000,140880,1.34,1.37,1.34,1.37,-0.01,2
103/06/12,749000,991430,1.36,1.36,1.29,1.36,-0.01,11
103/06/13,692000,928500,1.33,1.36,1.33,1.35,-0.01,10
103/06/16,18000,24760,1.37,1.38,1.37,1.38,+0.03,3
103/06/17,182000,239520,1.31,1.33,1.31,1.33,-0.05,4
103/06/18,772000,1083870,1.34,1.45,1.34,1.42,+0.09,27
103/06/19,453000,635800,1.41,1.43,1.37,1.42,0.00,18
103/06/20,45000,62900,1.40,1.40,1.39,1.39,-0.03,3
103/06/23,1196000,1814760,1.44,1.83,1.44,1.83,+0.44,35
103/06/24,1472000,2466960,1.75,1.75,1.63,1.68,-0.15,41
103/06/25,886000,1480360,1.69,1.71,1.59,1.70,+0.02,22
103/06/26,406000,706200,1.70,1.76,1.69,1.76,+0.06,15
103/06/27,295000,514220,1.74,1.84,1.70,1.79,+0.03,11
103/06/30,58000,105320,1.79,1.89,1.79,1.84,+0.05,6
103/07/01,404000,716260,1.80,1.80,1.76,1.76,-0.08,10
103/07/02,100000,175000,1.75,1.75,1.75,1.75,-0.01,1
103/07/03,56000,92630,1.74,1.74,1.58,1.58,-0.17,7
103/07/04,281000,442720,1.57,1.62,1.56,1.62,+0.04,6
103/07/07,233000,398610,1.64,1.73,1.64,1.70,+0.08,10
103/07/08,230000,404980,1.73,1.79,1.73,1.79,+0.09,9
103/07/09,30000,52600,1.71,1.78,1.71,1.77,-0.02,3
103/07/10,14000,25280,1.80,1.84,1.80,1.84,+0.07,3
103/07/11,157000,286880,1.79,1.90,1.79,1.90,+0.06,4
103/07/14,121000,216610,1.79,1.80,1.79,1.79,-0.11,6
103/07/15,308000,497430,1.73,1.73,1.59,1.60,-0.19,11
103/07/16,228000,374820,1.64,1.67,1.64,1.67,+0.07,3
103/07/17,40000,68100,1.65,1.72,1.65,1.72,+0.05,4
103/07/18,36000,56560,1.58,1.58,1.52,1.56,-0.16,3
103/07/21,0,0,---,---,---,---,---,0
103/07/22,20000,31400,1.57,1.57,1.57,1.57,+0.01,1
103/07/24,5000,7500,1.50,1.50,1.50,1.50,-0.07,1
103/07/25,0,0,---,---,---,---,---,0
103/07/28,31000,57960,1.82,1.96,1.82,1.96,+0.45,6
103/07/29,87000,157410,1.96,1.96,1.70,1.94,-0.02,12
103/07/30,221000,442110,1.93,2.16,1.89,1.99,+0.05,17
103/07/31,18000,34920,1.94,1.94,1.94,1.94,-0.05,3
103/08/01,20000,39200,1.96,1.96,1.96,1.96,+0.02,3
103/08/04,47000,82720,1.77,1.77,1.70,1.70,-0.26,4
103/08/05,12000,18750,1.57,1.58,1.56,1.58,-0.12,3
103/08/06,86000,149700,1.62,1.82,1.62,1.78,+0.20,10
103/08/07,372000,677010,1.75,1.84,1.71,1.84,+0.06,11
103/08/08,738000,1336470,1.86,1.86,1.76,1.76,-0.08,15
103/08/11,303000,493770,1.63,1.63,1.58,1.58,-0.18,4
103/08/12,421000,686740,1.59,1.65,1.56,1.65,+0.07,9
103/08/13,359000,599530,1.67,1.70,1.66,1.70,+0.05,6
103/08/14,300000,563930,1.88,1.93,1.82,1.93,+0.23,19
103/08/15,168000,303000,1.81,1.83,1.79,1.79,-0.14,8
103/08/18,75000,149900,1.95,2.18,1.95,2.18,+0.39,7
103/08/19,50000,95300,1.97,1.97,1.85,1.91,-0.27,5
