103/05/15,60000,63600,1.06,1.06,1.06,1.06,+0.27,1
103/05/16,220000,233560,1.13,1.13,1.02,1.02,-0.04,21
103/05/19,178000,170520,0.96,0.96,0.94,0.94,-0.08,4
103/05/20,228000,208560,0.97,0.97,0.91,0.91,-0.03,3
103/05/21,1253000,1133820,0.94,0.94,0.89,0.90,-0.01,7
103/05/22,2469000,2310840,0.92,0.96,0.91,0.96,+0.06,15
103/05/23,2381000,2280490,0.94,0.99,0.94,0.98,+0.02,14
103/05/26,2276000,2170060,0.95,0.99,0.92,0.92,-0.06,10
103/05/27,3139000,3088100,0.96,1.02,0.94,1.02,+0.10,11
103/05/28,2316000,2347450,1.01,1.03,0.99,1.00,-0.02,12
103/05/29,900000,908500,1.02,1.02,1.00,1.00,0.00,6
103/05/30,1740000,1841730,1.01,1.07,1.01,1.05,+0.05,9
103/06/03,3144000,3170870,0.99,1.03,0.99,1.03,-0.02,15
103/06/04,2080000,2002940,0.97,0.99,0.90,0.90,-0.13,13
103/06/05,1514000,1349460,0.89,0.91,0.87,0.91,+0.01,6
103/06/06,2442000,2181850,0.90,0.93,0.85,0.89,-0.02,13
103/06/09,2793000,2382310,0.87,0.87,0.82,0.86,-0.03,12
103/06/10,2231000,1890460,0.83,0.87,0.82,0.87,+0.01,12
103/06/11,2028000,1792150,0.87,0.90,0.86,0.90,+0.03,12
103/06/12,598000,539960,0.90,0.92,0.90,0.92,+0.02,5
103/06/13,1230000,1102100,0.92,0.92,0.85,0.85,-0.07,6
103/06/16,1877000,1465680,0.78,0.79,0.75,0.77,-0.08,14
103/06/17,3049000,2233220,0.71,0.77,0.70,0.76,-0.01,21
103/06/18,3872000,2777290,0.72,0.76,0.66,0.74,-0.02,30
103/06/19,2865000,2174360,0.73,0.78,0.73,0.76,+0.02,20
103/06/20,1712000,1310330,0.75,0.79,0.75,0.78,+0.02,13
103/06/23,2186000,1861760,0.81,0.93,0.81,0.93,+0.15,16
103/06/24,1786000,1617710,0.92,0.93,0.88,0.90,-0.03,14
103/06/25,1850000,1628120,0.90,0.92,0.87,0.92,+0.02,15
103/06/26,2289000,1979610,0.88,0.88,0.83,0.88,-0.04,21
103/06/27,1674000,1463600,0.88,0.88,0.84,0.85,-0.03,14
103/06/30,774000,619000,0.82,0.82,0.77,0.81,-0.04,13
103/07/01,1016000,818610,0.80,0.81,0.79,0.79,-0.02,10
103/07/02,2598000,1996890,0.77,0.80,0.72,0.80,+0.01,20
103/07/03,2745000,2179370,0.78,0.81,0.78,0.81,+0.01,21
103/07/04,1398000,1149330,0.80,0.84,0.80,0.84,+0.03,9
103/07/07,1671000,1431220,0.82,0.89,0.82,0.88,+0.04,9
103/07/08,1520000,1319200,0.86,0.88,0.85,0.88,0.00,7
103/07/09,1210000,1010500,0.82,0.85,0.82,0.85,-0.03,6
103/07/10,1551000,1318860,0.83,0.86,0.83,0.86,+0.01,7
103/07/11,2007000,1551340,0.80,0.83,0.72,0.83,-0.03,14
103/07/14,1941000,1436530,0.76,0.78,0.71,0.74,-0.09,14
103/07/15,3087000,2128570,0.70,0.72,0.67,0.68,-0.06,24
103/07/16,2745000,1894880,0.67,0.70,0.66,0.69,+0.01,14
103/07/17,1528000,1005610,0.67,0.67,0.62,0.67,-0.02,12
103/07/18,817000,578890,0.70,0.72,0.69,0.71,+0.04,12
103/07/21,217000,149430,0.69,0.69,0.68,0.68,-0.03,2
103/07/22,557000,406230,0.73,0.73,0.72,0.72,+0.04,7
103/07/24,618000,426950,0.68,0.70,0.68,0.70,-0.02,4
103/07/25,0,0,---,---,---,---,---,0
103/07/28,1332000,1015280,0.75,0.79,0.75,0.78,+0.07,10
103/07/29,2083000,1639580,0.77,0.85,0.76,0.84,+0.06,17
103/07/30,834000,680990,0.82,0.83,0.79,0.79,-0.05,12
103/07/31,134000,103780,0.79,0.79,0.77,0.77,-0.02,2
103/08/01,675000,558910,0.82,0.83,0.82,0.82,+0.05,6
103/08/04,380000,299100,0.79,0.79,0.76,0.77,-0.05,4
103/08/05,12000,9080,0.74,0.76,0.74,0.76,-0.01,2
103/08/06,735000,655180,0.83,0.94,0.83,0.93,+0.17,10
103/08/07,826000,727680,0.85,0.93,0.83,0.93,0.00,7
103/08/08,490000,505080,0.99,1.11,0.99,1.11,+0.18,5
103/08/11,100000,108000,1.08,1.08,1.08,1.08,-0.03,1
103/08/12,100000,109000,1.09,1.09,1.09,1.09,+0.01,1
103/08/13,0,0,---,---,---,---,---,0
103/08/14,0,0,---,---,---,---,---,0
103/08/15,0,0,---,---,---,---,---,0
103/08/18,0,0,---,---,---,---,---,0
103/08/19,150000,144000,0.96,0.96,0.96,0.96,-0.04,2
103/08/20,30000,27900,0.93,0.93,0.93,0.93,-0.03,1
103/08/21,0,0,---,---,---,---,---,0
103/08/22,0,0,---,---,---,---,---,0
103/08/25,30000,26400,0.88,0.88,0.88,0.88,-0.09,1
103/08/26,0,0,---,---,---,---,---,0
103/08/27,0,0,---,---,---,---,---,0
103/08/28,0,0,---,---,---,---,---,0
103/08/29,0,0,---,---,---,---,---,0
103/09/01,323000,260540,0.81,0.81,0.80,0.80,-0.08,3
103/09/02,792000,661440,0.81,0.93,0.81,0.93,+0.13,5
103/09/03,469000,420490,0.90,0.90,0.86,0.86,-0.07,4
103/09/04,60000,51000,0.83,0.87,0.83,0.87,+0.01,2
103/09/05,30000,26400,0.88,0.88,0.88,0.88,+0.01,1
103/09/09,0,0,---,---,---,---,---,0
103/09/10,115000,103200,0.90,0.90,0.88,0.88,0.00,2
103/09/11,75000,61500,0.81,0.83,0.81,0.83,-0.05,3
103/09/12,130000,114400,0.88,0.88,0.88,0.88,+0.05,2
103/09/15,0,0,---,---,---,---,---,0
103/09/16,0,0,---,---,---,---,---,0
103/09/17,0,0,---,---,---,---,---,0
103/09/18,0,0,---,---,---,---,---,0
103/09/19,0,0,---,---,---,---,---,0
103/09/22,0,0,---,---,---,---,---,0
103/09/23,0,0,---,---,---,---,---,0
103/09/24,0,0,---,---,---,---,---,0
103/09/25,0,0,---,---,---,---,---,0
103/09/26,0,0,---,---,---,---,---,0
103/09/29,209000,190290,0.92,0.92,0.91,0.91,-0.08,2
103/09/30,607000,613070,1.04,1.04,0.99,1.00,+0.09,4
103/10/01,813000,771670,1.00,1.00,0.90,0.91,-0.09,6
103/10/02,425000,398400,0.94,0.94,0.93,0.93,+0.02,4
103/10/03,209000,184120,0.88,0.90,0.88,0.90,-0.03,2
103/10/06,199000,173130,0.87,0.87,0.87,0.87,-0.03,1
103/10/07,0,0,---,---,---,---,---,0
103/10/08,0,0,---,---,---,---,---,0
103/10/09,0,0,---,---,---,---,---,0
103/10/13,152000,174800,1.15,1.15,1.15,1.15,+0.19,1
103/10/14,153000,201970,1.32,1.33,1.32,1.33,+0.18,2
103/10/15,0,0,---,---,---,---,---,0
103/10/16,0,0,---,---,---,---,---,0
103/10/17,0,0,---,---,---,---,---,0
103/10/20,0,0,---,---,---,---,---,0
103/10/21,0,0,---,---,---,---,---,0
103/10/22,0,0,---,---,---,---,---,0
103/10/23,0,0,---,---,---,---,---,0
103/10/24,0,0,---,---,---,---,---,0
103/10/27,0,0,---,---,---,---,---,0
103/10/28,0,0,---,---,---,---,---,0
103/10/29,0,0,---,---,---,---,---,0
103/10/30,20000,33300,1.65,1.68,1.65,1.68,+0.04,2
103/10/31,20000,31200,1.56,1.56,1.56,1.56,-0.12,1
103/11/03,0,0,---,---,---,---,---,0
103/11/04,0,0,---,---,---,---,---,0
103/11/05,0,0,---,---,---,---,---,0
103/11/06,0,0,---,---,---,---,---,0
103/11/07,0,0,---,---,---,---,---,0
103/11/10,0,0,---,---,---,---,---,0
103/11/11,0,0,---,---,---,---,---,0
103/11/12,0,0,---,---,---,---,---,0
