102/09/09,169000,214420,1.25,1.28,1.25,1.26,+0.14,6
102/09/10,169000,211210,1.30,1.30,1.13,1.13,-0.13,7
102/09/11,238000,260420,1.09,1.13,1.09,1.13,0.00,6
102/09/12,238000,271420,1.15,1.15,1.11,1.12,-0.01,34
102/09/13,0,0,---,---,---,---,---,0
102/09/14,0,0,---,---,---,---,---,0
102/09/16,0,0,---,---,---,---,---,0
102/09/17,20000,25200,1.26,1.26,1.26,1.26,+0.17,1
102/09/18,0,0,---,---,---,---,---,0
102/09/23,5000,5650,1.13,1.13,1.13,1.13,0.00,1
102/09/24,0,0,---,---,---,---,---,0
102/09/25,5000,5550,1.11,1.11,1.11,1.11,-0.01,1
102/09/26,602000,654140,1.07,1.11,1.07,1.11,0.00,7
102/09/27,537000,579010,1.07,1.10,1.04,1.04,-0.07,11
102/09/30,45000,44100,0.98,0.98,0.98,0.98,-0.06,1
102/10/01,421000,426490,1.01,1.03,0.98,1.03,+0.05,13
102/10/02,520000,579090,1.09,1.15,1.08,1.10,+0.07,74
102/10/03,20000,21600,1.08,1.08,1.08,1.08,-0.02,20
102/10/04,0,0,---,---,---,---,---,0
102/10/07,29000,30070,1.05,1.05,1.03,1.03,-0.04,2
102/10/08,20000,19600,0.98,0.98,0.98,0.98,-0.05,1
102/10/09,0,0,---,---,---,---,---,0
102/10/11,0,0,---,---,---,---,---,0
102/10/14,0,0,---,---,---,---,---,0
102/10/15,0,0,---,---,---,---,---,0
102/10/16,0,0,---,---,---,---,---,0
102/10/17,495000,376200,0.77,0.78,0.74,0.74,+0.08,5
102/10/18,347000,263820,0.72,0.78,0.71,0.77,+0.03,5
102/10/21,148000,97680,0.66,0.66,0.66,0.66,-0.11,1
102/10/22,0,0,---,---,---,---,---,0
102/10/23,0,0,---,---,---,---,---,0
102/10/24,90000,57600,0.64,0.64,0.64,0.64,+0.02,1
102/10/25,0,0,---,---,---,---,---,0
102/10/28,0,0,---,---,---,---,---,0
102/10/29,0,0,---,---,---,---,---,0
102/10/30,0,0,---,---,---,---,---,0
102/10/31,0,0,---,---,---,---,---,0
102/11/01,0,0,---,---,---,---,---,0
102/11/04,0,0,---,---,---,---,---,0
102/11/05,0,0,---,---,---,---,---,0
102/11/06,0,0,---,---,---,---,---,0
102/11/07,0,0,---,---,---,---,---,0
102/11/08,0,0,---,---,---,---,---,0
102/11/11,0,0,---,---,---,---,---,0
102/11/12,0,0,---,---,---,---,---,0
102/11/13,0,0,---,---,---,---,---,0
102/11/14,0,0,---,---,---,---,---,0
102/11/15,0,0,---,---,---,---,---,0
102/11/18,21000,5670,0.27,0.27,0.27,0.27,0.00,1
102/11/19,20000,4800,0.24,0.24,0.24,0.24,-0.03,1
102/11/20,280000,97200,0.32,0.40,0.32,0.40,+0.16,4
102/11/21,210000,81500,0.39,0.39,0.35,0.35,-0.05,2
102/11/22,40000,15400,0.38,0.39,0.38,0.39,+0.04,2
102/11/25,10000,3600,0.36,0.36,0.36,0.36,-0.03,1
102/11/26,0,0,---,---,---,---,---,0
102/11/27,0,0,---,---,---,---,---,0
102/11/28,0,0,---,---,---,---,---,0
102/11/29,200000,66000,0.33,0.33,0.33,0.33,-0.01,1
102/12/02,299000,111620,0.37,0.38,0.37,0.38,+0.05,3
102/12/03,21000,8190,0.39,0.39,0.39,0.39,+0.01,1
102/12/04,198000,73260,0.37,0.37,0.37,0.37,-0.02,2
102/12/05,248000,86300,0.36,0.36,0.34,0.34,-0.03,3
102/12/06,358000,151070,0.42,0.44,0.41,0.43,+0.09,7
102/12/09,338000,129900,0.39,0.39,0.37,0.37,-0.06,5
102/12/10,91000,32670,0.37,0.37,0.35,0.35,-0.02,2
102/12/11,0,0,---,---,---,---,---,0
102/12/12,0,0,---,---,---,---,---,0
102/12/13,0,0,---,---,---,---,---,0
102/12/16,0,0,---,---,---,---,---,0
102/12/17,0,0,---,---,---,---,---,0
102/12/18,0,0,---,---,---,---,---,0
102/12/19,31000,6200,0.20,0.20,0.20,0.20,+0.01,1
102/12/20,0,0,---,---,---,---,---,0
102/12/23,0,0,---,---,---,---,---,0
102/12/24,0,0,---,---,---,---,---,0
102/12/25,0,0,---,---,---,---,---,0
102/12/26,0,0,---,---,---,---,---,0
102/12/27,0,0,---,---,---,---,---,0
102/12/30,0,0,---,---,---,---,---,0
102/12/31,140000,39200,0.28,0.28,0.28,0.28,-0.02,2
103/01/02,0,0,---,---,---,---,---,0
103/01/03,128000,48230,0.35,0.41,0.35,0.41,+0.09,7
103/01/06,64000,24620,0.41,0.41,0.38,0.38,-0.03,2
103/01/07,5000,1800,0.36,0.36,0.36,0.36,-0.02,1
103/01/08,40000,15600,0.39,0.39,0.39,0.39,+0.03,1
103/01/09,0,0,---,---,---,---,---,0
103/01/10,0,0,---,---,---,---,---,0
103/01/13,50000,12500,0.25,0.25,0.25,0.25,-0.10,1
103/01/14,30000,6600,0.22,0.22,0.22,0.22,-0.03,1
103/01/15,0,0,---,---,---,---,---,0
103/01/16,0,0,---,---,---,---,---,0
103/01/17,80000,20000,0.25,0.25,0.25,0.25,+0.03,1
103/01/20,0,0,---,---,---,---,---,0
103/01/21,0,0,---,---,---,---,---,0
103/01/22,0,0,---,---,---,---,---,0
103/01/23,0,0,---,---,---,---,---,0
103/01/24,0,0,---,---,---,---,---,0
103/01/27,0,0,---,---,---,---,---,0
103/02/05,10000,900,0.09,0.09,0.09,0.09,-0.05,1
103/02/06,0,0,---,---,---,---,---,0
103/02/07,0,0,---,---,---,---,---,0
103/02/10,0,0,---,---,---,---,---,0
103/02/11,0,0,---,---,---,---,---,0
103/02/12,0,0,---,---,---,---,---,0
103/02/13,0,0,---,---,---,---,---,0
103/02/14,0,0,---,---,---,---,---,0
103/02/17,0,0,---,---,---,---,---,0
103/02/18,0,0,---,---,---,---,---,0
103/02/19,0,0,---,---,---,---,---,0
103/02/20,0,0,---,---,---,---,---,0
103/02/21,0,0,---,---,---,---,---,0
103/02/24,0,0,---,---,---,---,---,0
103/02/25,0,0,---,---,---,---,---,0
103/02/26,556000,11120,0.02,0.02,0.02,0.02,-0.02,10
103/02/27,0,0,---,---,---,---,---,0
103/03/03,0,0,---,---,---,---,---,0
103/03/04,0,0,---,---,---,---,---,0
103/03/05,0,0,---,---,---,---,---,0
103/03/06,0,0,---,---,---,---,---,0
