104/10/05,329000,297340,0.91,0.91,0.86,0.86,+0.07,4
104/10/06,300000,243000,0.81,0.81,0.81,0.81,-0.05,2
104/10/07,178000,150910,0.82,0.87,0.82,0.85,+0.04,7
104/10/08,279000,223350,0.84,0.84,0.78,0.78,-0.07,11
104/10/12,151000,102110,0.67,0.72,0.67,0.72,-0.06,4
104/10/13,17000,12580,0.74,0.74,0.74,0.74,+0.02,2
104/10/14,11000,7840,0.71,0.74,0.71,0.74,0.00,2
104/10/15,217000,157050,0.71,0.74,0.71,0.72,-0.02,9
104/10/16,427000,319970,0.74,0.77,0.73,0.75,+0.03,15
104/10/19,167000,121910,0.73,0.73,0.73,0.73,-0.02,4
104/10/20,50000,35500,0.71,0.71,0.71,0.71,-0.02,2
104/10/21,0,0,---,---,---,---,---,0
104/10/22,0,0,---,---,---,---,---,0
104/10/23,253000,192380,0.74,0.78,0.74,0.74,+0.04,12
104/10/26,831000,620710,0.74,0.77,0.72,0.75,+0.01,24
104/10/27,1134000,892760,0.75,0.81,0.75,0.79,+0.04,32
104/10/28,526000,423060,0.82,0.83,0.78,0.79,0.00,30
104/10/29,400000,307020,0.81,0.81,0.74,0.74,-0.05,42
104/10/30,101000,73700,0.76,0.77,0.72,0.75,+0.01,10
104/11/02,10000,7300,0.73,0.73,0.73,0.73,-0.02,1
104/11/03,525000,392970,0.74,0.76,0.74,0.76,+0.03,11
104/11/04,1785000,1486030,0.78,0.88,0.78,0.82,+0.06,43
104/11/05,964000,763900,0.80,0.81,0.79,0.79,-0.03,16
104/11/06,44000,34050,0.81,0.81,0.75,0.75,-0.04,6
104/11/09,272000,203870,0.76,0.76,0.74,0.74,-0.01,6
104/11/10,69000,49780,0.72,0.74,0.70,0.71,-0.03,9
104/11/11,39000,26070,0.68,0.68,0.65,0.65,-0.06,5
104/11/12,120000,75540,0.66,0.66,0.60,0.63,-0.02,5
104/11/13,30000,18800,0.62,0.63,0.62,0.63,0.00,2
104/11/16,34000,21080,0.62,0.62,0.62,0.62,-0.01,2
104/11/17,97000,62530,0.64,0.65,0.64,0.64,+0.02,15
104/11/18,642000,410150,0.65,0.65,0.63,0.64,0.00,17
104/11/19,566000,383980,0.68,0.69,0.66,0.66,+0.02,10
104/11/20,35000,22730,0.65,0.65,0.64,0.64,-0.02,3
104/11/23,20000,12800,0.64,0.64,0.64,0.64,0.00,1
104/11/24,22000,13300,0.61,0.61,0.60,0.60,-0.04,2
104/11/25,50000,29500,0.59,0.59,0.59,0.59,-0.01,2
104/11/26,30000,18600,0.62,0.62,0.62,0.62,+0.03,2
104/11/27,4000,2360,0.59,0.59,0.59,0.59,-0.03,1
104/11/30,0,0,---,---,---,---,---,0
104/12/01,20000,12000,0.60,0.60,0.60,0.60,+0.02,1
104/12/02,70000,41800,0.60,0.60,0.59,0.59,-0.01,2
104/12/03,33000,19170,0.59,0.59,0.58,0.58,-0.01,2
104/12/04,30000,16500,0.55,0.55,0.55,0.55,-0.03,1
104/12/07,30000,16200,0.54,0.54,0.54,0.54,-0.01,1
104/12/08,200000,105000,0.54,0.54,0.51,0.51,-0.03,10
104/12/09,55000,25660,0.47,0.47,0.42,0.42,-0.09,8
104/12/10,109000,41770,0.37,0.43,0.36,0.43,+0.01,7
104/12/11,20000,7400,0.37,0.37,0.37,0.37,-0.06,1
104/12/14,260000,89300,0.35,0.36,0.34,0.36,-0.01,8
104/12/15,2000,720,0.36,0.36,0.36,0.36,0.00,1
104/12/16,180000,68600,0.37,0.40,0.37,0.39,+0.03,7
104/12/17,0,0,---,---,---,---,---,0
104/12/18,100000,39000,0.38,0.40,0.38,0.40,+0.01,2
104/12/21,100000,40300,0.40,0.41,0.40,0.41,+0.01,3
104/12/22,155000,63500,0.42,0.42,0.40,0.40,-0.01,4
104/12/23,0,0,---,---,---,---,---,0
104/12/24,20000,7200,0.36,0.36,0.36,0.36,-0.03,1
104/12/25,0,0,---,---,---,---,---,0
104/12/28,0,0,---,---,---,---,---,0
104/12/29,0,0,---,---,---,---,---,0
104/12/30,0,0,---,---,---,---,---,0
104/12/31,0,0,---,---,---,---,---,0
105/01/04,50000,19500,0.39,0.39,0.39,0.39,+0.05,1
105/01/05,65000,24200,0.37,0.38,0.37,0.38,-0.01,2
105/01/06,0,0,---,---,---,---,---,0
105/01/07,0,0,---,---,---,---,---,0
105/01/08,0,0,---,---,---,---,---,0
105/01/11,0,0,---,---,---,---,---,0
105/01/12,0,0,---,---,---,---,---,0
105/01/13,0,0,---,---,---,---,---,0
105/01/14,10000,3200,0.33,0.33,0.31,0.31,-0.04,2
