102/04/01,325000,433540,1.24,1.38,1.24,1.32,+0.09,9
102/04/02,1370000,1849960,1.30,1.44,1.26,1.44,+0.12,34
102/04/03,343000,487280,1.42,1.43,1.35,1.38,-0.06,20
102/04/08,104000,128370,1.33,1.33,1.19,1.22,-0.16,11
102/04/09,381000,464240,1.29,1.29,1.18,1.21,-0.01,18
102/04/10,60000,74350,1.20,1.35,1.20,1.35,+0.14,6
102/04/11,110000,146000,1.33,1.35,1.29,1.35,0.00,4
102/04/12,487000,788110,1.46,1.72,1.46,1.72,+0.37,20
102/04/15,716000,1237350,1.80,1.82,1.62,1.75,+0.03,18
102/04/16,224000,441010,1.74,2.01,1.72,1.98,+0.23,7
102/04/17,601000,1223460,2.13,2.13,2.03,2.12,+0.14,9
102/04/18,0,0,---,---,---,---,---,0
102/04/19,0,0,---,---,---,---,---,0
102/04/22,10000,22800,2.28,2.28,2.28,2.28,+0.19,1
102/04/23,0,0,---,---,---,---,---,0
102/04/24,0,0,---,---,---,---,---,0
102/04/25,25000,50300,2.09,2.12,1.95,1.95,-0.02,3
102/04/26,215000,383300,1.79,1.81,1.75,1.78,-0.17,5
102/04/29,5000,8800,1.76,1.76,1.76,1.76,-0.02,1
102/04/30,0,0,---,---,---,---,---,0
102/05/02,190000,352200,1.81,1.90,1.81,1.90,+0.17,3
102/05/03,109000,232110,2.15,2.15,1.73,1.73,-0.17,5
102/05/06,180000,292500,1.57,1.68,1.57,1.68,-0.05,2
102/05/07,90000,153900,1.71,1.71,1.71,1.71,+0.03,1
102/05/08,0,0,---,---,---,---,---,0
102/05/09,355000,611140,1.72,1.76,1.71,1.76,+0.09,11
102/05/10,350000,625220,1.80,1.80,1.77,1.77,+0.01,9
102/05/13,0,0,---,---,---,---,---,0
102/05/14,0,0,---,---,---,---,---,0
102/05/15,0,0,---,---,---,---,---,0
102/05/16,60000,94200,1.57,1.57,1.57,1.57,-0.01,1
102/05/17,0,0,---,---,---,---,---,0
102/05/20,90000,147600,1.64,1.64,1.64,1.64,+0.05,1
102/05/21,0,0,---,---,---,---,---,0
102/05/22,0,0,---,---,---,---,---,0
102/05/23,0,0,---,---,---,---,---,0
102/05/24,0,0,---,---,---,---,---,0
102/05/27,0,0,---,---,---,---,---,0
102/05/28,0,0,---,---,---,---,---,0
102/05/29,0,0,---,---,---,---,---,0
102/05/30,0,0,---,---,---,---,---,0
102/05/31,5000,7700,1.54,1.54,1.54,1.54,-0.02,1
102/06/03,60000,91800,1.53,1.53,1.53,1.53,-0.01,1
102/06/04,0,0,---,---,---,---,---,0
102/06/05,0,0,---,---,---,---,---,0
102/06/06,10000,17600,1.64,1.88,1.64,1.88,+0.35,2
102/06/07,405000,926150,2.29,2.42,2.05,2.05,+0.17,9
102/06/10,0,0,---,---,---,---,---,0
102/06/11,3000,6770,2.26,2.26,2.25,2.25,+0.20,2
102/06/13,1000,2100,2.10,2.10,2.10,2.10,-0.15,1
102/06/14,52000,92320,1.67,1.78,1.67,1.77,-0.33,4
102/06/17,451000,785770,1.77,1.77,1.74,1.74,-0.03,7
102/06/18,1000,1800,1.80,1.80,1.80,1.80,+0.06,1
102/06/19,4000,7600,1.89,1.93,1.89,1.93,+0.13,2
102/06/20,0,0,---,---,---,---,---,0
102/06/21,0,0,---,---,---,---,---,0
102/06/24,0,0,---,---,---,---,---,0
102/06/25,0,0,---,---,---,---,---,0
102/06/26,0,0,---,---,---,---,---,0
102/06/27,0,0,---,---,---,---,---,0
102/06/28,0,0,---,---,---,---,---,0
102/07/01,0,0,---,---,---,---,---,0
102/07/02,0,0,---,---,---,---,---,0
102/07/03,0,0,---,---,---,---,---,0
102/07/04,0,0,---,---,---,---,---,0
102/07/05,0,0,---,---,---,---,---,0
102/07/08,0,0,---,---,---,---,---,0
102/07/09,0,0,---,---,---,---,---,0
102/07/10,0,0,---,---,---,---,---,0
102/07/11,0,0,---,---,---,---,---,0
102/07/12,0,0,---,---,---,---,---,0
102/07/15,0,0,---,---,---,---,---,0
102/07/16,0,0,---,---,---,---,---,0
102/07/17,0,0,---,---,---,---,---,0
102/07/18,0,0,---,---,---,---,---,0
102/07/19,0,0,---,---,---,---,---,0
102/07/22,0,0,---,---,---,---,---,0
102/07/23,0,0,---,---,---,---,---,0
102/07/24,0,0,---,---,---,---,---,0
102/07/25,2000,2900,1.45,1.45,1.45,1.45,+0.04,1
102/07/26,324000,578130,1.81,1.81,1.72,1.72,+0.27,8
102/07/29,6000,11670,1.92,1.95,1.92,1.95,+0.23,2
102/07/30,0,0,---,---,---,---,---,0
102/07/31,15000,30100,2.00,2.07,1.95,1.95,0.00,3
102/08/01,0,0,---,---,---,---,---,0
102/08/02,0,0,---,---,---,---,---,0
102/08/05,0,0,---,---,---,---,---,0
102/08/06,0,0,---,---,---,---,---,0
102/08/07,0,0,---,---,---,---,---,0
102/08/08,1000,2870,2.87,2.87,2.87,2.87,+0.29,1
102/08/09,0,0,---,---,---,---,---,0
102/08/12,0,0,---,---,---,---,---,0
102/08/13,0,0,---,---,---,---,---,0
