103/03/17,3000,2660,0.89,0.89,0.88,0.88,0.00,3
103/03/18,20000,17300,0.87,0.87,0.86,0.86,-0.02,2
103/03/19,0,0,---,---,---,---,---,0
103/03/20,110000,81750,0.75,0.75,0.70,0.70,-0.10,6
103/03/21,110000,74000,0.70,0.70,0.67,0.67,-0.03,2
103/03/24,100000,67600,0.69,0.69,0.67,0.67,0.00,4
103/03/25,0,0,---,---,---,---,---,0
103/03/26,0,0,---,---,---,---,---,0
103/03/27,190000,147500,0.78,0.78,0.77,0.77,+0.05,6
103/03/28,32000,24000,0.75,0.75,0.75,0.75,-0.02,1
103/03/31,30000,25400,0.82,0.86,0.82,0.86,+0.11,2
103/04/01,0,0,---,---,---,---,---,0
103/04/02,10000,8900,0.89,0.89,0.89,0.89,+0.03,1
103/04/03,71000,71140,0.91,1.04,0.91,1.00,+0.11,7
103/04/07,212000,302230,1.26,1.46,1.26,1.46,+0.46,13
103/04/08,152000,219140,1.51,1.51,1.30,1.43,-0.03,10
103/04/09,252000,412210,1.58,1.72,1.58,1.63,+0.20,8
103/04/10,409000,688630,1.63,1.82,1.54,1.75,+0.12,11
103/04/11,393000,602810,1.63,1.63,1.42,1.42,-0.33,10
103/04/14,220000,303150,1.21,1.53,1.21,1.45,+0.03,5
103/04/15,255000,370050,1.45,1.51,1.45,1.51,+0.06,4
103/04/16,11000,16170,1.47,1.47,1.47,1.47,-0.04,1
103/04/17,42000,70540,1.67,1.85,1.47,1.47,0.00,4
103/04/18,5000,7350,1.47,1.47,1.47,1.47,0.00,1
103/04/21,4000,6240,1.56,1.56,1.56,1.56,+0.09,1
103/04/22,7000,12000,1.83,1.83,1.56,1.56,0.00,2
103/04/23,5000,6150,1.23,1.23,1.23,1.23,-0.33,1
103/04/24,0,0,---,---,---,---,---,0
103/04/25,30000,27900,0.93,0.93,0.93,0.93,-0.33,1
103/04/28,7000,7140,1.02,1.02,1.02,1.02,+0.09,1
103/04/29,0,0,---,---,---,---,---,0
103/04/30,0,0,---,---,---,---,---,0
103/05/02,0,0,---,---,---,---,---,0
103/05/05,100000,108000,1.08,1.08,1.08,1.08,+0.04,1
103/05/06,0,0,---,---,---,---,---,0
103/05/07,250000,292000,1.17,1.22,1.14,1.14,-0.05,3
103/05/08,0,0,---,---,---,---,---,0
103/05/09,30000,31200,1.04,1.04,1.04,1.04,-0.16,2
103/05/12,0,0,---,---,---,---,---,0
103/05/13,30000,31800,1.06,1.06,1.06,1.06,+0.03,1
103/05/14,0,0,---,---,---,---,---,0
103/05/15,0,0,---,---,---,---,---,0
103/05/16,0,0,---,---,---,---,---,0
103/05/19,0,0,---,---,---,---,---,0
103/05/20,1000,1110,1.11,1.11,1.11,1.11,+0.14,1
103/05/21,0,0,---,---,---,---,---,0
103/05/22,0,0,---,---,---,---,---,0
103/05/23,51000,58140,1.14,1.14,1.14,1.14,+0.07,1
103/05/26,0,0,---,---,---,---,---,0
103/05/27,305000,413750,1.15,1.47,1.15,1.46,+0.36,6
103/05/28,77000,112010,1.50,1.52,1.43,1.43,-0.03,6
103/05/29,0,0,---,---,---,---,---,0
103/05/30,0,0,---,---,---,---,---,0
103/06/03,3000,3450,1.15,1.15,1.15,1.15,-0.22,1
103/06/04,4000,4800,1.19,1.21,1.19,1.21,+0.06,2
103/06/05,5000,5510,1.13,1.13,1.06,1.06,-0.15,2
103/06/06,0,0,---,---,---,---,---,0
103/06/09,0,0,---,---,---,---,---,0
103/06/10,0,0,---,---,---,---,---,0
103/06/11,0,0,---,---,---,---,---,0
103/06/12,10000,11800,1.18,1.18,1.18,1.18,-0.05,1
103/06/13,2000,2240,1.12,1.12,1.12,1.12,-0.06,1
103/06/16,0,0,---,---,---,---,---,0
103/06/17,0,0,---,---,---,---,---,0
103/06/18,109000,164130,1.37,1.52,1.29,1.52,+0.21,5
103/06/19,145000,223150,1.45,1.76,1.45,1.73,+0.21,6
103/06/20,53000,105370,1.97,2.00,1.94,1.94,+0.21,3
103/06/23,2000,3300,1.65,1.65,1.65,1.65,-0.29,1
103/06/24,4000,7200,1.80,1.80,1.80,1.80,+0.15,1
103/06/25,40000,69200,1.73,1.73,1.73,1.73,-0.07,3
103/06/26,0,0,---,---,---,---,---,0
103/06/27,11000,19250,1.75,1.75,1.75,1.75,-0.04,2
103/06/30,10000,17600,1.76,1.76,1.76,1.76,+0.01,1
103/07/01,6000,10140,1.69,1.69,1.69,1.69,-0.07,1
103/07/02,0,0,---,---,---,---,---,0
103/07/03,141000,265200,1.87,2.00,1.87,2.00,+0.25,3
103/07/04,138000,288480,2.14,2.14,1.96,1.96,-0.04,2
103/07/07,2000,3540,1.77,1.77,1.77,1.77,-0.19,1
103/07/08,2000,3340,1.67,1.67,1.67,1.67,-0.10,1
103/07/09,0,0,---,---,---,---,---,0
103/07/10,0,0,---,---,---,---,---,0
103/07/11,0,0,---,---,---,---,---,0
103/07/14,30000,52500,1.75,1.75,1.75,1.75,+0.36,1
103/07/15,33000,54120,1.64,1.64,1.64,1.64,-0.11,2
103/07/16,0,0,---,---,---,---,---,0
103/07/17,0,0,---,---,---,---,---,0
103/07/18,0,0,---,---,---,---,---,0
103/07/21,0,0,---,---,---,---,---,0
103/07/22,4000,6220,1.54,1.57,1.54,1.57,-0.01,2
103/07/24,0,0,---,---,---,---,---,0
103/07/25,0,0,---,---,---,---,---,0
103/07/28,0,0,---,---,---,---,---,0
103/07/29,2000,3520,1.76,1.76,1.76,1.76,-0.01,1
103/07/30,0,0,---,---,---,---,---,0
103/07/31,0,0,---,---,---,---,---,0
103/08/01,0,0,---,---,---,---,---,0
103/08/04,0,0,---,---,---,---,---,0
103/08/05,0,0,---,---,---,---,---,0
103/08/06,0,0,---,---,---,---,---,0
103/08/07,0,0,---,---,---,---,---,0
103/08/08,0,0,---,---,---,---,---,0
103/08/11,0,0,---,---,---,---,---,0
103/08/12,0,0,---,---,---,---,---,0
103/08/13,10000,22100,2.21,2.21,2.21,2.21,+0.23,1
103/08/14,10000,21300,2.13,2.13,2.13,2.13,-0.08,1
103/08/15,0,0,---,---,---,---,---,0
103/08/18,0,0,---,---,---,---,---,0
103/08/19,0,0,---,---,---,---,---,0
103/08/20,0,0,---,---,---,---,---,0
103/08/21,0,0,---,---,---,---,---,0
103/08/22,0,0,---,---,---,---,---,0
103/08/25,0,0,---,---,---,---,---,0
103/08/26,0,0,---,---,---,---,---,0
103/08/27,0,0,---,---,---,---,---,0
103/08/28,0,0,---,---,---,---,---,0
103/08/29,0,0,---,---,---,---,---,0
103/09/01,0,0,---,---,---,---,---,0
103/09/02,0,0,---,---,---,---,---,0
103/09/03,0,0,---,---,---,---,---,0
103/09/04,0,0,---,---,---,---,---,0
103/09/05,0,0,---,---,---,---,---,0
103/09/09,0,0,---,---,---,---,---,0
103/09/10,5000,11300,2.26,2.26,2.26,2.26,-0.17,1
103/09/11,0,0,---,---,---,---,---,0
103/09/12,0,0,---,---,---,---,---,0
