105/01/13,0,0,---,---,---,---,---,0
105/01/14,451000,479710,1.09,1.09,1.06,1.06,+0.04,3
105/01/15,551000,546040,1.00,1.00,0.99,0.99,-0.07,3
105/01/18,208000,196360,0.97,0.97,0.92,0.92,-0.07,3
105/01/19,400000,347000,0.86,0.87,0.86,0.87,-0.05,2
105/01/20,682000,580130,0.85,0.90,0.83,0.90,+0.03,6
105/01/21,385000,342290,0.87,0.89,0.87,0.87,-0.03,7
105/01/22,10000,8600,0.86,0.86,0.86,0.86,-0.01,1
105/01/25,0,0,---,---,---,---,---,0
105/01/26,0,0,---,---,---,---,---,0
105/01/27,118000,97060,0.84,0.84,0.82,0.82,-0.04,2
105/01/28,222000,178460,0.80,0.81,0.78,0.81,-0.01,4
105/01/29,419000,346680,0.83,0.83,0.82,0.82,+0.01,3
105/01/30,310000,248000,0.80,0.80,0.80,0.80,-0.02,4
105/02/01,10000,8100,0.81,0.81,0.81,0.81,+0.01,1
105/02/02,35000,29050,0.83,0.83,0.83,0.83,+0.02,1
105/02/03,35000,28350,0.81,0.81,0.81,0.81,-0.02,1
105/02/15,131000,108730,0.83,0.83,0.83,0.83,+0.02,1
105/02/16,446000,365500,0.80,0.83,0.78,0.78,-0.05,4
105/02/17,767000,571430,0.76,0.76,0.73,0.74,-0.04,7
105/02/18,571000,392820,0.70,0.70,0.68,0.69,-0.05,9
105/02/19,1233000,883320,0.70,0.74,0.70,0.74,+0.05,18
105/02/22,2416000,2088580,0.85,0.89,0.83,0.86,+0.12,54
105/02/23,2481000,2005820,0.82,0.82,0.79,0.80,-0.06,31
105/02/24,682000,559460,0.79,0.83,0.79,0.82,+0.02,9
105/02/25,579000,468880,0.81,0.81,0.80,0.80,-0.02,8
105/02/26,510000,416200,0.81,0.82,0.79,0.79,-0.01,6
105/03/01,88000,68940,0.79,0.79,0.78,0.78,-0.01,3
105/03/02,80000,61500,0.76,0.77,0.76,0.77,-0.01,3
105/03/03,73000,56970,0.77,0.79,0.77,0.79,+0.02,2
105/03/04,338000,269990,0.79,0.81,0.79,0.81,+0.02,11
105/03/07,2342000,2004470,0.79,0.90,0.78,0.90,+0.09,23
105/03/08,2359000,2079360,0.91,0.91,0.86,0.89,-0.01,25
105/03/09,531000,452410,0.87,0.87,0.82,0.86,-0.03,12
105/03/10,285000,245950,0.85,0.88,0.85,0.88,+0.02,4
105/03/11,71000,63330,0.92,0.92,0.87,0.89,+0.01,5
105/03/14,173000,145330,0.86,0.86,0.81,0.81,-0.08,9
105/03/15,170000,139200,0.80,0.87,0.80,0.87,+0.06,6
105/03/16,171000,143450,0.83,0.86,0.83,0.85,-0.02,6
105/03/17,399000,335150,0.83,0.85,0.83,0.85,0.00,3
105/03/18,889000,753140,0.84,0.86,0.84,0.86,+0.01,11
105/03/21,554000,447790,0.81,0.82,0.80,0.82,-0.04,15
105/03/22,1162000,969330,0.60,0.87,0.60,0.86,+0.04,12
105/03/23,1167000,1025940,0.98,0.98,0.85,0.90,+0.04,19
105/03/24,1569000,1488650,0.92,1.01,0.92,0.97,+0.07,35
105/03/25,1142000,1039990,0.94,0.94,0.89,0.92,-0.05,29
105/03/28,585000,494960,0.88,0.88,0.81,0.83,-0.09,24
105/03/29,926000,800390,0.83,0.90,0.83,0.90,+0.07,24
105/03/30,608000,502350,0.85,0.85,0.82,0.83,-0.07,13
105/03/31,659000,479470,0.78,0.78,0.68,0.69,-0.14,26
105/04/01,628000,424460,0.67,0.68,0.66,0.68,-0.01,18
105/04/06,663000,445530,0.69,0.70,0.65,0.66,-0.02,13
105/04/07,1021000,615730,0.66,0.66,0.57,0.61,-0.05,22
105/04/08,244000,143010,0.61,0.61,0.56,0.60,-0.01,9
105/04/11,991000,597590,0.59,0.63,0.56,0.63,+0.03,17
105/04/12,1232000,789060,0.61,0.67,0.61,0.67,+0.04,14
105/04/13,671000,437400,0.65,0.67,0.64,0.65,-0.02,11
105/04/14,405000,247050,0.62,0.62,0.59,0.61,-0.04,8
105/04/15,250000,147300,0.60,0.60,0.58,0.58,-0.03,5
105/04/18,543000,316020,0.58,0.59,0.58,0.59,+0.01,6
105/04/19,851000,521590,0.59,0.62,0.59,0.62,+0.03,9
105/04/20,266000,168350,0.60,0.67,0.60,0.67,+0.05,5
105/04/21,551000,367890,0.67,0.68,0.65,0.65,-0.02,14
105/04/22,421000,285810,0.65,0.71,0.64,0.69,+0.04,10
105/04/25,143000,96770,0.69,0.73,0.65,0.66,-0.03,9
105/04/26,205000,130200,0.65,0.65,0.63,0.64,-0.02,6
105/04/27,267000,168560,0.62,0.65,0.62,0.64,0.00,6
105/04/28,286000,178180,0.62,0.63,0.62,0.62,-0.02,5
105/04/29,323000,209550,0.65,0.65,0.64,0.64,+0.02,10
105/05/03,236000,144850,0.61,0.62,0.61,0.62,-0.02,4
105/05/04,528000,311050,0.62,0.62,0.57,0.61,-0.01,11
105/05/05,684000,403120,0.60,0.61,0.57,0.59,-0.02,12
105/05/06,321000,187080,0.60,0.60,0.57,0.58,-0.01,9
105/05/09,580000,330800,0.56,0.58,0.56,0.58,0.00,6
105/05/10,540000,289300,0.56,0.56,0.52,0.52,-0.06,10
105/05/11,480000,251220,0.53,0.53,0.51,0.51,-0.01,9
105/05/12,1645000,918950,0.51,0.60,0.49,0.60,+0.09,27
105/05/13,1302000,759660,0.57,0.62,0.57,0.61,+0.01,26
105/05/16,1501000,877650,0.59,0.63,0.52,0.52,-0.09,29
105/05/17,1370000,718200,0.51,0.54,0.51,0.51,-0.01,19
105/05/18,585000,296680,0.52,0.52,0.49,0.51,0.00,11
105/05/19,597000,285550,0.44,0.51,0.44,0.51,0.00,13
105/05/20,325000,162850,0.50,0.51,0.48,0.49,-0.02,8
105/05/23,220000,98800,0.46,0.46,0.43,0.44,-0.05,4
105/05/24,660000,273200,0.42,0.43,0.40,0.41,-0.03,8
