103/07/11,10000,8000,0.80,0.80,0.80,0.80,-0.23,1
103/07/14,10000,9000,0.90,0.90,0.90,0.90,+0.10,1
103/07/15,0,0,---,---,---,---,---,0
103/07/16,0,0,---,---,---,---,---,0
103/07/17,0,0,---,---,---,---,---,0
103/07/18,0,0,---,---,---,---,---,0
103/07/21,0,0,---,---,---,---,---,0
103/07/22,0,0,---,---,---,---,---,0
103/07/24,0,0,---,---,---,---,---,0
103/07/25,0,0,---,---,---,---,---,0
103/07/28,0,0,---,---,---,---,---,0
103/07/29,0,0,---,---,---,---,---,0
103/07/30,340000,147600,0.42,0.48,0.41,0.48,+0.03,7
103/07/31,250000,130000,0.50,0.54,0.50,0.54,+0.06,4
103/08/01,580000,291100,0.51,0.51,0.49,0.50,-0.04,6
103/08/04,402000,174900,0.45,0.47,0.40,0.47,-0.03,5
103/08/05,453000,210430,0.47,0.48,0.45,0.45,-0.02,11
103/08/06,335000,122350,0.45,0.45,0.30,0.34,-0.11,8
103/08/07,207000,61940,0.32,0.32,0.27,0.28,-0.06,4
103/08/08,425000,117150,0.27,0.31,0.27,0.31,+0.03,5
103/08/11,5000,2000,0.40,0.40,0.40,0.40,+0.09,1
103/08/12,452000,249800,0.50,0.60,0.50,0.59,+0.19,9
103/08/13,450000,323800,0.55,0.82,0.55,0.82,+0.23,8
103/08/14,50000,45900,0.88,0.99,0.88,0.89,+0.07,6
103/08/15,437000,313230,0.68,0.74,0.68,0.73,-0.16,12
103/08/18,657000,539400,0.84,0.84,0.73,0.80,+0.07,10
103/08/19,468000,382960,0.86,0.86,0.80,0.82,+0.02,8
103/08/20,739000,659390,0.89,0.98,0.81,0.83,+0.01,23
103/08/21,596000,412020,0.83,0.83,0.58,0.71,-0.12,19
103/08/22,35000,25100,0.74,0.75,0.68,0.75,+0.04,3
103/08/25,159000,104600,0.65,0.69,0.63,0.68,-0.07,4
103/08/26,15000,10450,0.67,0.75,0.67,0.75,+0.07,2
103/08/27,339000,229880,0.66,0.76,0.64,0.76,+0.01,9
103/08/28,0,0,---,---,---,---,---,0
103/08/29,147000,154570,1.08,1.08,0.92,0.92,+0.16,3
103/09/01,499000,431870,0.91,0.91,0.83,0.83,-0.09,12
103/09/02,213000,147030,0.76,0.76,0.60,0.60,-0.23,4
103/09/03,110000,52800,0.50,0.50,0.46,0.46,-0.14,2
103/09/04,171000,79740,0.47,0.47,0.46,0.47,+0.01,7
103/09/05,100000,53000,0.53,0.53,0.53,0.53,+0.06,3
103/09/09,4000,2480,0.61,0.63,0.61,0.63,+0.10,2
103/09/10,0,0,---,---,---,---,---,0
103/09/11,0,0,---,---,---,---,---,0
103/09/12,50000,27000,0.54,0.54,0.54,0.54,-0.09,1
103/09/15,5000,3000,0.60,0.60,0.60,0.60,+0.06,1
103/09/16,93000,51980,0.60,0.60,0.55,0.55,-0.05,3
103/09/17,5000,3100,0.62,0.62,0.62,0.62,+0.07,1
103/09/18,20000,15550,0.82,0.82,0.73,0.74,+0.12,3
103/09/19,40000,26600,0.67,0.67,0.65,0.65,-0.09,2
103/09/22,100000,57500,0.58,0.58,0.57,0.57,-0.08,2
103/09/23,5000,2850,0.57,0.57,0.57,0.57,0.00,1
103/09/24,0,0,---,---,---,---,---,0
103/09/25,0,0,---,---,---,---,---,0
103/09/26,0,0,---,---,---,---,---,0
103/09/29,0,0,---,---,---,---,---,0
103/09/30,0,0,---,---,---,---,---,0
103/10/01,0,0,---,---,---,---,---,0
103/10/02,225000,187050,0.83,0.86,0.83,0.86,+0.30,7
103/10/03,0,0,---,---,---,---,---,0
103/10/06,10000,7200,0.75,0.75,0.69,0.69,-0.12,2
103/10/07,0,0,---,---,---,---,---,0
103/10/08,5000,3250,0.65,0.65,0.65,0.65,-0.14,1
103/10/09,5000,3000,0.60,0.60,0.60,0.60,-0.05,1
103/10/13,0,0,---,---,---,---,---,0
103/10/14,0,0,---,---,---,---,---,0
103/10/15,0,0,---,---,---,---,---,0
103/10/16,0,0,---,---,---,---,---,0
103/10/17,0,0,---,---,---,---,---,0
103/10/20,0,0,---,---,---,---,---,0
103/10/21,0,0,---,---,---,---,---,0
103/10/22,0,0,---,---,---,---,---,0
103/10/23,0,0,---,---,---,---,---,0
103/10/24,0,0,---,---,---,---,---,0
103/10/27,0,0,---,---,---,---,---,0
103/10/28,0,0,---,---,---,---,---,0
103/10/29,85000,14450,0.17,0.17,0.17,0.17,+0.08,2
103/10/30,10000,1400,0.14,0.14,0.14,0.14,-0.03,1
103/10/31,0,0,---,---,---,---,---,0
103/11/03,0,0,---,---,---,---,---,0
103/11/04,50000,10000,0.20,0.20,0.20,0.20,+0.05,1
103/11/05,9000,2700,0.30,0.30,0.30,0.30,+0.10,1
103/11/06,0,0,---,---,---,---,---,0
103/11/07,0,0,---,---,---,---,---,0
103/11/10,0,0,---,---,---,---,---,0
103/11/11,50000,21500,0.43,0.43,0.43,0.43,+0.11,1
103/11/12,3000,1380,0.46,0.46,0.46,0.46,+0.03,1
103/11/13,73000,25400,0.30,0.35,0.30,0.35,-0.11,4
103/11/14,70000,27600,0.40,0.40,0.38,0.38,+0.03,2
103/11/17,0,0,---,---,---,---,---,0
103/11/18,0,0,---,---,---,---,---,0
103/11/19,0,0,---,---,---,---,---,0
103/11/20,55000,14550,0.26,0.31,0.26,0.31,+0.10,2
103/11/21,57000,20110,0.35,0.43,0.35,0.43,+0.12,2
103/11/24,0,0,---,---,---,---,---,0
103/11/25,110000,55350,0.35,0.54,0.35,0.54,+0.23,5
103/11/26,255000,191830,0.69,0.79,0.69,0.75,+0.21,11
103/11/27,183000,142690,0.77,0.79,0.72,0.72,-0.03,7
103/11/28,141000,129080,0.95,1.03,0.89,1.03,+0.31,8
103/12/01,134000,157900,1.15,1.50,1.15,1.50,+0.47,3
103/12/02,151000,196610,1.31,1.31,1.21,1.21,-0.29,3
103/12/03,70000,94800,1.34,1.52,1.30,1.39,+0.18,5
103/12/04,80000,94500,1.34,1.34,0.88,0.88,-0.51,5
103/12/05,50000,49350,0.92,1.03,0.92,0.94,+0.06,4
103/12/08,35000,36700,1.07,1.07,1.04,1.04,+0.10,3
103/12/09,10000,10800,1.08,1.08,1.08,1.08,+0.04,1
103/12/10,50000,57000,1.14,1.14,1.14,1.14,+0.06,1
103/12/11,80000,82400,1.03,1.03,1.03,1.03,-0.11,2
103/12/12,30000,31500,1.05,1.05,1.05,1.05,+0.02,2
103/12/15,0,0,---,---,---,---,---,0
103/12/16,0,0,---,---,---,---,---,0
103/12/17,1000,720,0.72,0.72,0.72,0.72,-0.13,1
103/12/18,5000,7300,1.46,1.46,1.46,1.46,+0.74,1
103/12/19,1000,1250,1.25,1.25,1.25,1.25,-0.21,1
103/12/22,0,0,---,---,---,---,---,0
103/12/23,15000,16200,1.08,1.08,1.08,1.08,+0.16,2
103/12/24,15000,13800,0.92,0.92,0.92,0.92,-0.16,1
103/12/25,0,0,---,---,---,---,---,0
103/12/26,40000,13200,0.35,0.35,0.27,0.27,-0.30,4
103/12/27,200000,67900,0.37,0.37,0.33,0.37,+0.10,17
103/12/29,0,0,---,---,---,---,---,0
103/12/30,66000,21240,0.26,0.38,0.26,0.34,+0.02,5
103/12/31,34000,9520,0.28,0.28,0.28,0.28,-0.06,1
104/01/05,0,0,---,---,---,---,---,0
104/01/06,0,0,---,---,---,---,---,0
104/01/07,15000,5400,0.36,0.36,0.36,0.36,+0.16,2
104/01/08,0,0,---,---,---,---,---,0
