101/06/21,469000,408150,1.10,1.53,0.85,1.51,+0.09,24
101/06/22,499000,753500,2.15,2.15,1.35,1.43,-0.08,18
101/06/25,144000,208390,1.44,1.46,1.44,1.46,+0.03,10
101/06/26,162000,239080,1.47,1.49,1.44,1.44,-0.02,4
101/06/27,0,0,---,---,---,---,---,0
101/06/28,0,0,---,---,---,---,---,0
101/06/29,0,0,---,---,---,---,---,0
101/07/02,0,0,---,---,---,---,---,0
101/07/03,0,0,---,---,---,---,---,0
101/07/04,0,0,---,---,---,---,---,0
101/07/05,44000,56100,1.25,1.30,1.25,1.30,+0.08,3
101/07/06,42000,53940,1.30,1.30,1.27,1.27,-0.03,2
101/07/09,42000,56260,1.33,1.35,1.33,1.35,+0.08,3
101/07/10,0,0,---,---,---,---,---,0
101/07/11,0,0,---,---,---,---,---,0
101/07/12,0,0,---,---,---,---,---,0
101/07/13,0,0,---,---,---,---,---,0
101/07/16,5000,7000,1.40,1.40,1.40,1.40,0.00,1
101/07/17,7000,11080,1.56,1.64,1.56,1.64,+0.24,2
101/07/18,6000,9970,1.66,1.67,1.66,1.67,+0.03,2
101/07/19,6000,9570,1.62,1.62,1.59,1.59,-0.08,2
101/07/20,0,0,---,---,---,---,---,0
101/07/23,53000,78160,1.47,1.48,1.47,1.47,-0.02,3
101/07/24,50000,73500,1.47,1.47,1.47,1.47,0.00,1
101/07/25,3000,4260,1.42,1.42,1.42,1.42,-0.05,1
101/07/26,0,0,---,---,---,---,---,0
101/07/27,0,0,---,---,---,---,---,0
101/07/30,0,0,---,---,---,---,---,0
101/07/31,0,0,---,---,---,---,---,0
101/08/01,30000,39600,1.32,1.32,1.32,1.32,-0.04,1
101/08/03,30000,38400,1.28,1.28,1.28,1.28,-0.04,1
101/08/06,0,0,---,---,---,---,---,0
101/08/07,168000,227300,1.34,1.36,1.34,1.35,+0.07,3
101/08/08,129000,165330,1.31,1.34,1.27,1.27,-0.08,3
101/08/09,0,0,---,---,---,---,---,0
101/08/10,10000,11700,1.17,1.17,1.17,1.17,-0.05,1
101/08/13,0,0,---,---,---,---,---,0
101/08/14,99000,104940,1.06,1.06,1.06,1.06,-0.01,1
101/08/15,109000,109000,1.00,1.00,1.00,1.00,-0.06,2
101/08/16,0,0,---,---,---,---,---,0
101/08/17,0,0,---,---,---,---,---,0
101/08/20,20000,17900,0.88,0.91,0.88,0.91,-0.02,2
101/08/21,0,0,---,---,---,---,---,0
101/08/22,0,0,---,---,---,---,---,0
101/08/23,0,0,---,---,---,---,---,0
101/08/24,0,0,---,---,---,---,---,0
101/08/27,0,0,---,---,---,---,---,0
101/08/28,0,0,---,---,---,---,---,0
101/08/29,0,0,---,---,---,---,---,0
101/08/30,0,0,---,---,---,---,---,0
101/08/31,0,0,---,---,---,---,---,0
101/09/03,0,0,---,---,---,---,---,0
101/09/04,60000,61500,1.01,1.03,1.01,1.03,+0.09,5
101/09/05,50000,52100,1.05,1.05,1.03,1.03,0.00,3
101/09/06,20000,20100,1.01,1.01,1.00,1.00,-0.03,2
101/09/07,120000,118800,1.00,1.00,0.98,0.99,-0.01,6
101/09/10,60000,56400,0.94,0.94,0.94,0.94,-0.05,2
101/09/11,180000,158300,0.92,0.92,0.86,0.86,-0.08,4
101/09/12,250000,204600,0.82,0.83,0.81,0.82,-0.04,4
101/09/13,350000,292000,0.80,0.85,0.80,0.85,+0.03,7
101/09/14,510000,395500,0.82,0.82,0.75,0.75,-0.10,10
101/09/17,360000,274400,0.75,0.77,0.74,0.76,+0.01,8
101/09/18,320000,232200,0.77,0.77,0.71,0.71,-0.05,7
101/09/19,80000,55800,0.70,0.70,0.68,0.70,-0.01,3
101/09/20,378000,291420,0.75,0.79,0.75,0.78,+0.08,9
101/09/21,408000,330060,0.81,0.83,0.79,0.82,+0.04,9
101/09/24,330000,258400,0.80,0.80,0.77,0.79,-0.03,7
101/09/25,522000,412120,0.77,0.81,0.77,0.80,+0.01,12
101/09/26,430000,358100,0.85,0.85,0.81,0.85,+0.05,9
101/09/27,202000,167140,0.83,0.83,0.82,0.83,-0.02,5
101/09/28,212000,173960,0.79,0.83,0.79,0.83,0.00,6
101/10/01,142000,121080,0.85,0.86,0.84,0.86,+0.03,6
101/10/02,50000,41000,0.82,0.82,0.82,0.82,-0.04,1
101/10/03,0,0,---,---,---,---,---,0
101/10/04,396000,364920,0.85,1.00,0.85,0.99,+0.18,20
101/10/05,296000,304490,1.04,1.04,1.00,1.00,+0.01,9
101/10/08,97000,106130,1.03,1.15,1.03,1.15,+0.15,13
101/10/09,181000,220640,1.16,1.28,1.16,1.20,+0.05,6
101/10/11,17000,21350,1.26,1.26,1.25,1.25,+0.05,2
101/10/12,108000,119490,1.10,1.14,1.10,1.11,-0.14,6
101/10/15,538000,669340,1.19,1.32,1.19,1.32,+0.21,14
101/10/16,338000,429350,1.28,1.28,1.25,1.27,-0.05,7
101/10/17,298000,372040,1.35,1.35,1.22,1.24,-0.03,4
101/10/18,382000,432460,1.14,1.14,1.08,1.10,-0.14,32
101/10/19,115000,125000,1.12,1.12,1.07,1.10,0.00,53
101/10/22,90000,102750,1.18,1.18,1.08,1.09,-0.01,42
101/10/23,14000,15120,1.08,1.08,1.08,1.08,-0.01,2
101/10/24,40000,44200,1.11,1.11,1.09,1.09,+0.01,16
101/10/25,80000,87200,1.09,1.09,1.09,1.09,0.00,1
101/10/26,229000,295270,1.17,1.40,1.17,1.40,+0.31,3
101/10/29,298000,457970,1.47,1.58,1.47,1.58,+0.18,5
101/10/30,199000,280100,1.43,1.43,1.40,1.40,-0.18,3
101/10/31,0,0,---,---,---,---,---,0
101/11/01,0,0,---,---,---,---,---,0
101/11/02,0,0,---,---,---,---,---,0
101/11/05,0,0,---,---,---,---,---,0
101/11/06,0,0,---,---,---,---,---,0
101/11/07,0,0,---,---,---,---,---,0
101/11/08,0,0,---,---,---,---,---,0
101/11/09,0,0,---,---,---,---,---,0
101/11/12,0,0,---,---,---,---,---,0
101/11/13,0,0,---,---,---,---,---,0
101/11/14,0,0,---,---,---,---,---,0
101/11/15,0,0,---,---,---,---,---,0
101/11/16,10000,8600,0.86,0.86,0.86,0.86,+0.02,1
101/11/19,87000,95650,1.00,1.13,1.00,1.13,+0.27,4
101/11/20,107000,107120,1.05,1.05,0.98,0.98,-0.15,8
101/11/21,100000,84300,0.91,0.91,0.82,0.84,-0.14,7
101/11/22,337000,280690,0.80,0.87,0.80,0.87,+0.03,5
101/11/23,327000,251280,0.80,0.80,0.72,0.72,-0.15,4
101/11/26,20000,10100,0.51,0.51,0.50,0.50,-0.22,2
101/11/27,20000,8600,0.43,0.43,0.43,0.43,-0.07,1
101/11/28,0,0,---,---,---,---,---,0
101/11/29,0,0,---,---,---,---,---,0
101/11/30,4000,1630,0.40,0.42,0.40,0.42,+0.03,4
101/12/03,4000,1350,0.35,0.35,0.31,0.31,-0.11,4
101/12/04,0,0,---,---,---,---,---,0
101/12/05,0,0,---,---,---,---,---,0
101/12/06,0,0,---,---,---,---,---,0
101/12/07,0,0,---,---,---,---,---,0
101/12/10,0,0,---,---,---,---,---,0
101/12/11,0,0,---,---,---,---,---,0
101/12/12,0,0,---,---,---,---,---,0
101/12/13,0,0,---,---,---,---,---,0
101/12/14,0,0,---,---,---,---,---,0
101/12/17,0,0,---,---,---,---,---,0
101/12/18,99000,3960,0.04,0.04,0.04,0.04,-0.07,1
