104/09/10,3000,3990,1.33,1.33,1.33,1.33,+0.12,1
104/09/11,27000,34200,1.24,1.27,1.24,1.27,-0.06,2
104/09/14,539000,604010,1.18,1.19,1.10,1.13,-0.14,8
104/09/15,485000,538350,1.11,1.11,1.11,1.11,-0.02,2
104/09/16,10000,9500,0.95,0.95,0.95,0.95,-0.16,1
104/09/17,20000,17800,0.89,0.89,0.89,0.89,-0.06,1
104/09/18,22000,20080,0.91,0.94,0.91,0.94,+0.05,2
104/09/21,250000,227600,0.92,0.92,0.90,0.90,-0.04,3
104/09/22,744000,705940,0.89,0.99,0.88,0.99,+0.09,8
104/09/23,539000,488530,0.93,0.95,0.88,0.88,-0.11,5
104/09/24,71000,60960,0.86,0.86,0.81,0.81,-0.07,3
104/09/25,68000,60060,0.87,0.89,0.87,0.89,+0.08,2
104/09/30,598000,449650,0.76,0.76,0.68,0.68,-0.21,10
104/10/01,1750000,1485920,0.80,0.90,0.78,0.85,+0.17,21
104/10/02,1115000,920880,0.82,0.87,0.80,0.84,-0.01,21
104/10/05,1339000,1176300,0.85,0.91,0.85,0.90,+0.06,17
104/10/06,1009000,883960,0.89,0.89,0.83,0.86,-0.04,10
104/10/07,0,0,---,---,---,---,---,0
104/10/08,56000,45340,0.82,0.82,0.74,0.74,-0.12,3
104/10/12,0,0,---,---,---,---,---,0
104/10/13,0,0,---,---,---,---,---,0
104/10/14,0,0,---,---,---,---,---,0
104/10/15,238000,169200,0.69,0.72,0.69,0.72,+0.05,4
104/10/16,238000,159460,0.67,0.67,0.67,0.67,-0.05,2
104/10/19,50000,30600,0.62,0.62,0.60,0.60,-0.07,2
104/10/20,174000,109770,0.62,0.67,0.62,0.67,+0.07,4
104/10/21,242000,156470,0.64,0.65,0.64,0.65,-0.02,3
104/10/22,78000,49140,0.63,0.63,0.63,0.63,-0.02,1
104/10/23,0,0,---,---,---,---,---,0
104/10/26,178000,128350,0.69,0.76,0.69,0.76,+0.14,2
104/10/27,536000,398610,0.75,0.76,0.72,0.76,0.00,4
104/10/28,1084000,849430,0.76,0.81,0.75,0.81,+0.05,15
104/10/29,2561000,2145600,0.81,0.90,0.79,0.85,+0.04,35
104/10/30,3115000,2259310,0.80,0.80,0.69,0.79,-0.06,51
104/11/02,1327000,1121090,0.87,0.87,0.79,0.81,+0.02,44
104/11/03,1327000,1185370,0.85,0.97,0.84,0.97,+0.16,18
104/11/04,887000,866950,0.96,1.00,0.94,0.96,-0.01,24
104/11/05,307000,304570,0.96,1.03,0.96,0.99,+0.03,7
104/11/06,476000,460200,0.99,0.99,0.94,0.96,-0.03,10
104/11/09,266000,242400,0.95,0.95,0.85,0.88,-0.08,5
104/11/10,589000,464960,0.76,0.80,0.76,0.80,-0.08,8
104/11/11,473000,392690,0.81,0.84,0.79,0.79,-0.01,6
104/11/12,816000,602400,0.78,0.80,0.72,0.75,-0.04,12
104/11/13,1416000,1076080,0.77,0.79,0.74,0.78,+0.03,27
104/11/16,921000,664840,0.74,0.74,0.70,0.73,-0.05,21
104/11/17,1311000,1128470,0.78,0.94,0.78,0.91,+0.18,20
104/11/18,1361000,1141140,0.87,0.87,0.81,0.83,-0.08,41
104/11/19,497000,438190,0.88,0.94,0.84,0.85,+0.02,16
104/11/20,326000,275580,0.86,0.86,0.83,0.83,-0.02,6
104/11/23,1503000,1428010,0.86,0.99,0.84,0.97,+0.14,25
104/11/24,1460000,1248450,0.94,0.94,0.78,0.79,-0.18,32
104/11/25,54000,39920,0.81,0.81,0.71,0.71,-0.08,4
104/11/26,70000,50600,0.71,0.75,0.71,0.75,+0.04,4
104/11/27,110000,83000,0.76,0.76,0.70,0.70,-0.05,2
104/11/30,125000,76300,0.61,0.62,0.61,0.62,-0.08,3
104/12/01,200000,140500,0.68,0.73,0.68,0.73,+0.11,5
104/12/02,333000,271670,0.78,0.84,0.78,0.80,+0.07,8
104/12/03,850000,717020,0.80,0.87,0.79,0.85,+0.05,14
104/12/04,412000,326670,0.74,0.82,0.74,0.82,-0.03,9
104/12/07,992000,848960,0.84,0.89,0.84,0.85,+0.03,16
104/12/08,832000,592070,0.73,0.74,0.69,0.69,-0.16,15
104/12/09,389000,240570,0.64,0.64,0.58,0.58,-0.11,5
104/12/10,91000,52780,0.58,0.58,0.58,0.58,0.00,2
104/12/11,106000,59020,0.57,0.57,0.50,0.50,-0.08,2
104/12/14,35000,14700,0.42,0.42,0.42,0.42,-0.08,1
104/12/15,2000,940,0.47,0.47,0.47,0.47,+0.05,1
104/12/16,0,0,---,---,---,---,---,0
104/12/17,100000,50000,0.50,0.50,0.50,0.50,+0.05,1
104/12/18,100000,51000,0.51,0.51,0.51,0.51,+0.01,1
104/12/21,0,0,---,---,---,---,---,0
104/12/22,200000,96000,0.48,0.48,0.48,0.48,+0.02,2
104/12/23,230000,105400,0.47,0.47,0.38,0.38,-0.10,2
104/12/24,0,0,---,---,---,---,---,0
104/12/25,0,0,---,---,---,---,---,0
104/12/28,0,0,---,---,---,---,---,0
104/12/29,30000,7200,0.24,0.24,0.24,0.24,-0.05,1
104/12/30,30000,7500,0.25,0.25,0.25,0.25,+0.01,1
104/12/31,0,0,---,---,---,---,---,0
105/01/04,30000,9000,0.30,0.30,0.30,0.30,+0.03,1
105/01/05,30000,8700,0.29,0.29,0.29,0.29,-0.01,1
105/01/06,0,0,---,---,---,---,---,0
105/01/07,0,0,---,---,---,---,---,0
105/01/08,0,0,---,---,---,---,---,0
105/01/11,80000,33600,0.42,0.42,0.42,0.42,+0.03,1
105/01/12,80000,31200,0.39,0.39,0.39,0.39,-0.03,1
105/01/13,20000,7200,0.36,0.36,0.36,0.36,-0.03,1
105/01/14,20000,5200,0.26,0.26,0.26,0.26,-0.10,1
105/01/15,0,0,---,---,---,---,---,0
105/01/18,100000,25000,0.25,0.25,0.25,0.25,-0.04,1
105/01/19,277000,97090,0.36,0.37,0.34,0.34,+0.09,6
105/01/20,250000,76310,0.32,0.33,0.30,0.33,-0.01,6
105/01/21,127000,32290,0.25,0.27,0.25,0.27,-0.06,2
105/01/22,0,0,---,---,---,---,---,0
105/01/25,0,0,---,---,---,---,---,0
105/01/26,0,0,---,---,---,---,---,0
105/01/27,0,0,---,---,---,---,---,0
105/01/28,222000,80470,0.36,0.39,0.34,0.34,+0.01,4
105/01/29,167000,56780,0.34,0.34,0.34,0.34,0.00,1
105/01/30,0,0,---,---,---,---,---,0
105/02/01,0,0,---,---,---,---,---,0
105/02/02,5000,1400,0.28,0.28,0.28,0.28,-0.03,1
105/02/03,50000,11500,0.23,0.23,0.23,0.23,-0.05,2
105/02/15,0,0,---,---,---,---,---,0
105/02/16,0,0,---,---,---,---,---,0
105/02/17,0,0,---,---,---,---,---,0
105/02/18,0,0,---,---,---,---,---,0
105/02/19,0,0,---,---,---,---,---,0
105/02/22,0,0,---,---,---,---,---,0
105/02/23,0,0,---,---,---,---,---,0
105/02/24,0,0,---,---,---,---,---,0
105/02/25,0,0,---,---,---,---,---,0
105/02/26,0,0,---,---,---,---,---,0
105/03/01,0,0,---,---,---,---,---,0
105/03/02,0,0,---,---,---,---,---,0
105/03/03,0,0,---,---,---,---,---,0
105/03/04,0,0,---,---,---,---,---,0
105/03/07,0,0,---,---,---,---,---,0
