104/05/26,164000,176810,1.06,1.09,1.05,1.06,-0.21,6
104/05/27,372000,377410,1.01,1.05,0.99,1.01,-0.05,11
104/05/28,1999000,2178440,1.02,1.15,0.99,1.14,+0.13,51
104/05/29,1226000,1328620,1.11,1.11,0.96,1.00,-0.14,35
104/06/01,215000,204380,0.98,0.98,0.89,0.91,-0.09,7
104/06/02,11000,10190,0.93,0.93,0.89,0.89,-0.02,2
104/06/03,764000,698610,0.89,0.96,0.87,0.90,+0.01,18
104/06/04,468000,459630,1.01,1.01,0.92,0.92,+0.02,11
104/06/05,45000,37570,0.83,0.87,0.82,0.87,-0.05,5
104/06/08,513000,466960,0.90,0.92,0.90,0.92,+0.05,7
104/06/09,906000,715700,0.85,0.86,0.70,0.70,-0.22,14
104/06/10,50000,35900,0.75,0.75,0.71,0.71,+0.01,2
104/06/11,17000,13160,0.80,0.80,0.76,0.78,+0.07,3
104/06/12,540000,358000,0.72,0.72,0.55,0.55,-0.23,12
104/06/15,1017000,602520,0.62,0.62,0.56,0.56,+0.01,15
104/06/16,1000,550,0.55,0.55,0.55,0.55,-0.01,1
104/06/17,200000,100000,0.50,0.50,0.50,0.50,-0.05,3
104/06/18,271000,137630,0.50,0.53,0.50,0.53,+0.03,4
104/06/22,176000,89700,0.52,0.52,0.50,0.51,-0.02,5
104/06/23,45000,24000,0.52,0.54,0.52,0.54,+0.03,2
104/06/24,155000,78450,0.51,0.51,0.50,0.51,-0.03,4
104/06/25,315000,166250,0.51,0.55,0.51,0.55,+0.04,6
104/06/26,608000,334480,0.54,0.59,0.53,0.56,+0.01,11
104/06/29,304000,146420,0.46,0.49,0.46,0.47,-0.09,5
104/06/30,100000,48500,0.48,0.49,0.48,0.49,+0.02,2
104/07/01,0,0,---,---,---,---,---,0
104/07/02,120000,65600,0.54,0.56,0.54,0.56,+0.08,2
104/07/03,124000,70700,0.55,0.58,0.54,0.57,+0.01,5
104/07/06,100000,52000,0.52,0.52,0.52,0.52,-0.05,2
104/07/07,112000,59960,0.53,0.58,0.53,0.53,+0.01,4
104/07/08,102000,51920,0.52,0.52,0.48,0.48,-0.05,3
104/07/09,0,0,---,---,---,---,---,0
104/07/13,0,0,---,---,---,---,---,0
104/07/14,140000,51400,0.38,0.38,0.35,0.35,-0.03,3
104/07/15,0,0,---,---,---,---,---,0
104/07/16,0,0,---,---,---,---,---,0
104/07/17,0,0,---,---,---,---,---,0
104/07/20,14000,3940,0.30,0.30,0.27,0.27,-0.06,3
104/07/21,0,0,---,---,---,---,---,0
104/07/22,0,0,---,---,---,---,---,0
104/07/23,20000,2800,0.14,0.14,0.14,0.14,+0.01,1
104/07/24,0,0,---,---,---,---,---,0
104/07/27,0,0,---,---,---,---,---,0
104/07/28,0,0,---,---,---,---,---,0
104/07/29,0,0,---,---,---,---,---,0
104/07/30,2000,120,0.06,0.06,0.06,0.06,0.00,1
104/07/31,0,0,---,---,---,---,---,0
104/08/03,0,0,---,---,---,---,---,0
104/08/04,0,0,---,---,---,---,---,0
104/08/05,40000,1200,0.03,0.03,0.03,0.03,+0.01,4
104/08/06,0,0,---,---,---,---,---,0
104/08/07,0,0,---,---,---,---,---,0
104/08/10,0,0,---,---,---,---,---,0
104/08/11,0,0,---,---,---,---,---,0
104/08/12,0,0,---,---,---,---,---,0
104/08/13,0,0,---,---,---,---,---,0
