104/01/27,100000,138000,1.38,1.38,1.38,1.38,+0.11,1
104/01/28,198000,268260,1.34,1.37,1.34,1.37,-0.01,3
104/01/29,238000,303780,1.31,1.31,1.27,1.27,-0.10,2
104/01/30,70000,90100,1.29,1.29,1.28,1.28,+0.01,2
104/02/02,358000,412270,1.26,1.26,1.11,1.15,-0.13,9
104/02/03,343000,397310,1.17,1.17,1.15,1.15,0.00,3
104/02/04,503000,581100,1.20,1.20,1.15,1.15,0.00,3
104/02/05,335000,369700,1.15,1.15,1.10,1.10,-0.05,5
104/02/06,90000,101700,1.13,1.13,1.13,1.13,+0.03,1
104/02/09,270000,308800,1.19,1.19,1.14,1.14,+0.01,3
104/02/10,275000,307500,1.10,1.12,1.10,1.12,-0.02,2
104/02/11,10000,11600,1.16,1.16,1.16,1.16,+0.04,1
104/02/12,25000,29250,1.17,1.17,1.17,1.17,+0.01,1
104/02/13,68000,86130,1.26,1.27,1.26,1.27,+0.10,2
104/02/24,807000,1036100,1.29,1.30,1.28,1.28,+0.01,26
104/02/25,1453000,1877470,1.30,1.37,1.28,1.37,+0.09,67
104/02/26,367000,478920,1.32,1.32,1.26,1.26,-0.11,6
104/03/02,890000,1145900,1.27,1.32,1.27,1.31,+0.05,48
104/03/03,870000,1100800,1.31,1.31,1.24,1.24,-0.07,44
104/03/04,2032000,2219980,1.14,1.16,1.04,1.05,-0.19,16
104/03/05,1152000,1243570,1.09,1.10,1.06,1.09,+0.04,10
104/03/06,10000,11800,1.18,1.18,1.18,1.18,+0.09,1
104/03/09,40000,46000,1.16,1.16,1.14,1.14,-0.04,2
104/03/10,340000,380650,1.15,1.15,1.10,1.15,+0.01,6
104/03/11,1249000,1626090,1.15,1.45,1.12,1.41,+0.26,19
104/03/12,969000,1398210,1.46,1.48,1.42,1.46,+0.05,19
104/03/13,103000,146280,1.42,1.43,1.41,1.43,-0.03,4
104/03/16,56000,79520,1.42,1.42,1.42,1.42,-0.01,3
104/03/17,120000,183390,1.47,1.59,1.47,1.52,+0.10,12
104/03/18,52000,82140,1.58,1.59,1.56,1.59,+0.07,6
104/03/19,732000,1321130,1.63,1.97,1.63,1.97,+0.38,52
104/03/20,325000,665750,1.89,2.13,1.88,2.06,+0.09,19
104/03/23,627000,1135410,1.88,1.88,1.73,1.80,-0.26,52
104/03/24,930000,1730830,1.79,2.16,1.78,2.16,+0.36,42
104/03/25,260000,530150,1.96,2.10,1.96,1.99,-0.17,8
104/03/26,98000,182500,1.91,1.91,1.84,1.84,-0.15,3
104/03/27,115000,212820,1.95,1.96,1.77,1.86,+0.02,13
104/03/30,151000,273710,1.88,1.88,1.59,1.59,-0.27,14
104/03/31,134000,219880,1.64,1.66,1.63,1.64,+0.05,9
104/04/01,0,0,---,---,---,---,---,0
104/04/02,10000,17900,1.79,1.79,1.79,1.79,+0.10,1
104/04/07,0,0,---,---,---,---,---,0
104/04/08,0,0,---,---,---,---,---,0
104/04/09,31000,74400,2.40,2.40,2.40,2.40,+0.17,1
104/04/10,10000,23900,2.39,2.39,2.39,2.39,-0.01,1
104/04/13,36000,94320,2.58,2.67,2.57,2.67,+0.28,5
104/04/14,30000,80600,2.70,2.70,2.68,2.68,+0.01,3
104/04/15,16000,47520,2.97,2.97,2.97,2.97,+0.29,1
104/04/16,0,0,---,---,---,---,---,0
104/04/17,0,0,---,---,---,---,---,0
104/04/20,40000,112400,2.81,2.81,2.81,2.81,-0.16,2
104/04/21,0,0,---,---,---,---,---,0
104/04/22,0,0,---,---,---,---,---,0
104/04/23,31000,87010,2.71,2.81,2.71,2.81,+0.18,2
104/04/24,0,0,---,---,---,---,---,0
104/04/27,0,0,---,---,---,---,---,0
104/04/28,0,0,---,---,---,---,---,0
104/04/29,0,0,---,---,---,---,---,0
104/04/30,0,0,---,---,---,---,---,0
104/05/04,0,0,---,---,---,---,---,0
104/05/05,0,0,---,---,---,---,---,0
104/05/06,0,0,---,---,---,---,---,0
104/05/07,0,0,---,---,---,---,---,0
104/05/08,0,0,---,---,---,---,---,0
104/05/11,0,0,---,---,---,---,---,0
104/05/12,0,0,---,---,---,---,---,0
104/05/13,0,0,---,---,---,---,---,0
104/05/14,70000,190500,2.71,2.73,2.71,2.73,-0.22,2
104/05/15,0,0,---,---,---,---,---,0
104/05/18,0,0,---,---,---,---,---,0
104/05/19,0,0,---,---,---,---,---,0
104/05/20,0,0,---,---,---,---,---,0
104/05/21,0,0,---,---,---,---,---,0
104/05/22,0,0,---,---,---,---,---,0
104/05/25,0,0,---,---,---,---,---,0
104/05/26,0,0,---,---,---,---,---,0
104/05/27,0,0,---,---,---,---,---,0
104/05/28,0,0,---,---,---,---,---,0
104/05/29,0,0,---,---,---,---,---,0
104/06/01,0,0,---,---,---,---,---,0
104/06/02,0,0,---,---,---,---,---,0
104/06/03,0,0,---,---,---,---,---,0
104/06/04,0,0,---,---,---,---,---,0
104/06/05,0,0,---,---,---,---,---,0
104/06/08,38000,85500,2.25,2.25,2.25,2.25,-0.19,1
