104/11/27,0,0,---,---,---,---,---,0
104/11/30,98000,126000,1.30,1.31,1.26,1.26,+0.01,3
104/12/01,98000,119560,1.22,1.22,1.22,1.22,-0.04,2
104/12/02,0,0,---,---,---,---,---,0
104/12/03,10000,11800,1.18,1.18,1.18,1.18,0.00,1
104/12/04,10000,12100,1.21,1.21,1.21,1.21,+0.03,1
104/12/07,10000,11400,1.14,1.14,1.14,1.14,-0.07,1
104/12/08,0,0,---,---,---,---,---,0
104/12/09,10000,11400,1.14,1.14,1.14,1.14,0.00,1
104/12/10,264000,329000,1.18,1.27,1.18,1.27,+0.13,4
104/12/11,714000,849700,1.18,1.21,1.16,1.21,-0.06,20
104/12/14,180000,208290,1.16,1.17,1.14,1.17,-0.04,5
104/12/15,361000,401160,1.13,1.13,0.98,0.98,-0.19,15
104/12/16,458000,452300,0.95,1.01,0.95,0.97,-0.01,6
104/12/17,515000,487830,0.96,0.96,0.93,0.96,-0.01,11
104/12/18,120000,112860,0.96,0.96,0.90,0.90,-0.06,5
104/12/21,20000,17400,0.87,0.87,0.87,0.87,-0.03,1
104/12/22,73000,62030,0.84,0.85,0.84,0.85,-0.02,2
104/12/23,571000,497800,0.85,0.89,0.83,0.89,+0.04,9
104/12/24,753000,654050,0.86,0.90,0.85,0.90,+0.01,9
104/12/25,403000,360740,0.88,0.91,0.88,0.91,+0.01,8
104/12/28,228000,203670,0.87,0.90,0.87,0.90,-0.01,4
104/12/29,67000,58290,0.87,0.87,0.87,0.87,-0.03,1
104/12/30,100000,90000,0.90,0.90,0.90,0.90,+0.03,1
104/12/31,100000,90000,0.90,0.90,0.90,0.90,0.00,1
105/01/04,437000,403390,0.91,0.95,0.91,0.95,+0.05,7
105/01/05,634000,582620,0.93,0.93,0.89,0.90,-0.05,8
105/01/06,307000,281670,0.91,0.94,0.91,0.93,+0.03,6
105/01/07,641000,674590,0.90,1.12,0.90,1.05,+0.12,13
105/01/08,687000,690990,1.06,1.06,0.96,0.96,-0.09,11
105/01/11,595000,619840,1.01,1.08,1.01,1.05,+0.09,22
105/01/12,3008000,3206640,1.02,1.22,0.97,1.15,+0.10,66
105/01/13,2985000,3265350,1.07,1.11,1.07,1.10,-0.05,47
105/01/14,1485000,1733720,1.17,1.18,1.15,1.15,+0.05,30
105/01/15,475000,483810,1.04,1.06,0.99,1.03,-0.12,14
105/01/18,267000,281730,1.05,1.09,1.02,1.02,-0.01,8
105/01/19,85000,87740,1.04,1.04,0.96,0.96,-0.06,3
105/01/20,209000,206080,0.93,1.05,0.91,1.03,+0.07,9
105/01/21,322000,327280,0.98,1.07,0.98,1.07,+0.04,11
105/01/22,620000,682570,1.02,1.17,1.02,1.11,+0.04,19
105/01/25,445000,461300,1.08,1.08,1.00,1.01,-0.10,17
105/01/26,0,0,---,---,---,---,---,0
105/01/27,150000,149140,0.99,1.01,0.98,1.01,-0.01,7
105/01/28,201000,191380,1.00,1.00,0.91,0.94,-0.07,8
105/01/29,477000,442300,0.91,0.95,0.90,0.93,-0.01,9
105/01/30,502000,384550,0.78,0.79,0.75,0.78,-0.15,10
105/02/01,705000,448500,0.64,0.68,0.57,0.68,-0.10,13
105/02/02,394000,257120,0.63,0.70,0.63,0.70,+0.02,7
105/02/03,105000,75380,0.72,0.72,0.71,0.71,+0.01,3
105/02/15,9000,6560,0.74,0.74,0.71,0.71,0.00,5
105/02/16,170000,108700,0.65,0.65,0.62,0.62,-0.09,5
105/02/17,200000,118300,0.59,0.60,0.59,0.60,-0.02,2
105/02/18,398000,207960,0.57,0.57,0.46,0.47,-0.13,13
105/02/19,410000,193600,0.48,0.48,0.45,0.45,-0.02,8
105/02/22,886000,347420,0.41,0.41,0.37,0.37,-0.08,12
105/02/23,406000,162280,0.38,0.40,0.38,0.38,+0.01,3
105/02/24,120000,45000,0.38,0.38,0.35,0.35,-0.03,4
105/02/25,30000,10800,0.36,0.36,0.36,0.36,+0.01,2
105/02/26,390000,141350,0.36,0.37,0.36,0.36,0.00,4
105/03/01,30000,10500,0.34,0.37,0.34,0.37,+0.01,2
105/03/02,229000,72280,0.32,0.32,0.31,0.32,-0.05,5
105/03/03,1070000,362400,0.32,0.35,0.32,0.34,+0.02,18
105/03/04,780000,246500,0.32,0.32,0.31,0.31,-0.03,11
105/03/07,120000,36800,0.29,0.31,0.29,0.31,0.00,2
105/03/08,370000,109500,0.29,0.30,0.29,0.30,-0.01,5
105/03/09,200000,54000,0.27,0.27,0.27,0.27,-0.03,1
105/03/10,300000,86000,0.29,0.29,0.28,0.29,+0.02,3
105/03/11,300000,75000,0.25,0.25,0.25,0.25,-0.04,3
105/03/14,0,0,---,---,---,---,---,0
105/03/15,400000,97800,0.24,0.25,0.24,0.25,+0.02,6
105/03/16,500000,124200,0.26,0.26,0.24,0.24,-0.01,6
105/03/17,420000,97400,0.22,0.24,0.22,0.24,0.00,5
105/03/18,0,0,---,---,---,---,---,0
105/03/21,100000,22000,0.22,0.22,0.22,0.22,-0.02,2
105/03/22,120000,25600,0.21,0.23,0.21,0.23,+0.01,3
105/03/23,1380000,347900,0.23,0.31,0.23,0.29,+0.06,20
105/03/24,1280000,414900,0.32,0.35,0.30,0.31,+0.02,22
105/03/25,452000,136090,0.29,0.32,0.29,0.30,-0.01,7
105/03/28,300000,86000,0.28,0.30,0.28,0.30,0.00,4
105/03/29,434000,92580,0.22,0.24,0.21,0.24,-0.06,9
105/03/30,990000,193500,0.21,0.21,0.17,0.17,-0.07,13
105/03/31,301000,48170,0.17,0.17,0.16,0.16,-0.01,5
105/04/01,622000,92280,0.15,0.15,0.14,0.15,-0.01,8
