107/02/23,31000,24190,0.79,0.79,0.78,0.78,0.00,4
107/02/26,0,0,---,---,---,---,---,0
107/02/27,30000,23700,0.79,0.79,0.79,0.79,+0.03,1
107/03/01,0,0,---,---,---,---,---,0
107/03/02,10000,7500,0.75,0.75,0.75,0.75,-0.04,1
107/03/05,10000,7700,0.77,0.77,0.77,0.77,+0.02,1
107/03/07,30000,22700,0.77,0.77,0.74,0.74,-0.03,3
107/03/09,156000,123060,0.78,0.79,0.77,0.77,-0.02,6
107/03/12,0,0,---,---,---,---,---,0
107/03/13,20000,16650,0.82,0.84,0.82,0.84,+0.05,3
107/03/14,20000,16700,0.82,0.85,0.82,0.85,+0.01,2
107/03/15,10000,8400,0.84,0.84,0.84,0.84,-0.01,1
107/03/16,31000,27050,0.85,0.89,0.85,0.89,+0.05,4
107/03/19,21000,17120,0.82,0.82,0.81,0.82,-0.07,3
107/03/20,20000,15900,0.79,0.80,0.79,0.80,-0.02,2
107/03/21,0,0,---,---,---,---,---,0
107/03/22,40000,30300,0.78,0.78,0.73,0.73,-0.06,3
107/03/23,31000,20470,0.66,0.67,0.66,0.67,-0.06,3
107/03/26,15000,10350,0.68,0.71,0.68,0.71,+0.04,2
107/03/27,2000,1520,0.76,0.76,0.76,0.76,+0.05,2
107/03/28,6000,4420,0.74,0.74,0.72,0.72,-0.04,2
107/03/29,0,0,---,---,---,---,---,0
107/03/30,15000,10700,0.71,0.72,0.71,0.72,+0.01,3
107/03/31,10000,7100,0.71,0.71,0.71,0.71,-0.01,1
107/04/02,41000,29630,0.72,0.73,0.72,0.73,+0.02,5
107/04/03,24000,16760,0.70,0.70,0.69,0.69,-0.04,2
107/04/09,0,0,---,---,---,---,---,0
107/04/10,0,0,---,---,---,---,---,0
107/04/11,0,0,---,---,---,---,---,0
107/04/12,0,0,---,---,---,---,---,0
107/04/13,40000,26400,0.66,0.66,0.66,0.66,+0.05,4
107/04/16,20000,13400,0.67,0.67,0.67,0.67,+0.01,2
107/04/17,10000,6600,0.66,0.66,0.66,0.66,-0.01,1
107/04/18,0,0,---,---,---,---,---,0
107/04/20,0,0,---,---,---,---,---,0
107/04/23,0,0,---,---,---,---,---,0
107/04/24,0,0,---,---,---,---,---,0
107/04/25,67000,33000,0.49,0.52,0.49,0.52,+0.05,3
107/04/27,55000,28700,0.53,0.53,0.52,0.52,+0.03,2
107/04/30,0,0,---,---,---,---,---,0
107/05/04,3000,1800,0.60,0.60,0.60,0.60,0.00,1
107/05/07,0,0,---,---,---,---,---,0
107/05/08,0,0,---,---,---,---,---,0
107/05/09,0,0,---,---,---,---,---,0
107/05/10,11000,6590,0.60,0.60,0.59,0.59,+0.02,2
107/05/11,219000,125030,0.58,0.58,0.57,0.57,-0.02,3
107/05/15,279000,167680,0.60,0.62,0.60,0.61,0.00,7
107/05/16,1536000,969970,0.62,0.65,0.59,0.59,-0.02,47
107/05/17,678000,401450,0.59,0.60,0.59,0.59,0.00,11
107/05/18,962000,588230,0.60,0.64,0.60,0.61,+0.02,33
107/05/21,301000,185650,0.63,0.63,0.61,0.61,0.00,6
107/05/22,307000,180940,0.60,0.60,0.56,0.56,-0.05,7
107/05/24,670000,328270,0.56,0.56,0.48,0.48,-0.03,18
107/05/25,180000,87100,0.49,0.49,0.48,0.48,0.00,4
107/05/29,386000,192710,0.50,0.50,0.49,0.49,-0.04,6
107/05/30,427000,197120,0.47,0.47,0.45,0.45,-0.04,5
