104/06/10,61000,82800,1.35,1.39,1.34,1.34,+0.20,6
104/06/11,69000,94310,1.44,1.44,1.35,1.36,+0.02,5
104/06/12,128000,162100,1.29,1.45,1.23,1.23,-0.13,12
104/06/15,210000,246090,1.25,1.25,1.06,1.10,-0.13,14
104/06/16,1150000,1366120,1.13,1.22,1.13,1.19,+0.09,29
104/06/17,1722000,2363320,1.31,1.46,1.28,1.40,+0.21,37
104/06/18,699000,948870,1.39,1.39,1.29,1.37,-0.03,21
104/06/22,1389000,2198520,1.43,1.68,1.43,1.59,+0.22,48
104/06/23,2286000,3680910,1.63,1.68,1.47,1.47,-0.12,48
104/06/24,1219000,1730400,1.44,1.47,1.37,1.44,-0.03,20
104/06/25,738000,1091250,1.56,1.56,1.46,1.50,+0.06,15
104/06/26,246000,336520,1.39,1.43,1.34,1.35,-0.15,10
104/06/29,239000,270690,1.16,1.17,1.05,1.08,-0.27,8
104/06/30,691000,783560,1.13,1.22,1.05,1.22,+0.14,13
104/07/01,1013000,1190460,1.26,1.30,1.04,1.17,-0.05,20
104/07/02,995000,1233270,1.20,1.29,1.18,1.21,+0.04,24
104/07/03,799000,912680,1.15,1.19,1.09,1.17,-0.04,21
104/07/06,1726000,2133980,1.16,1.33,1.16,1.21,+0.04,42
104/07/07,1674000,1809880,1.14,1.18,0.97,1.04,-0.17,51
104/07/08,781000,598370,0.88,0.88,0.69,0.69,-0.35,16
104/07/09,960000,713930,0.57,0.81,0.57,0.81,+0.12,34
104/07/13,1474000,1290920,0.89,0.94,0.84,0.87,+0.06,40
104/07/14,617000,484120,0.88,0.88,0.75,0.75,-0.12,24
104/07/15,1445000,1142280,0.79,0.83,0.76,0.77,+0.02,23
104/07/16,639000,569570,0.88,0.91,0.85,0.85,+0.08,19
104/07/17,1401000,1059290,0.85,0.85,0.70,0.71,-0.14,23
104/07/20,1340000,746610,0.67,0.67,0.46,0.51,-0.20,13
104/07/21,1245000,541660,0.43,0.49,0.37,0.40,-0.11,18
104/07/22,30000,12800,0.42,0.43,0.42,0.43,+0.03,2
104/07/23,988000,391760,0.44,0.44,0.34,0.35,-0.08,15
104/07/24,1795000,669420,0.38,0.40,0.35,0.35,0.00,23
