102/05/15,109000,164490,1.51,1.51,1.50,1.50,-0.32,2
102/05/16,117000,169070,1.45,1.45,1.36,1.36,-0.14,4
102/05/17,14000,19390,1.40,1.40,1.37,1.37,+0.01,2
102/05/20,7000,9660,1.38,1.38,1.38,1.38,+0.01,1
102/05/21,1000,1390,1.39,1.39,1.39,1.39,+0.01,1
102/05/22,0,0,---,---,---,---,---,0
102/05/23,0,0,---,---,---,---,---,0
102/05/24,0,0,---,---,---,---,---,0
102/05/27,0,0,---,---,---,---,---,0
102/05/28,0,0,---,---,---,---,---,0
102/05/29,0,0,---,---,---,---,---,0
102/05/30,0,0,---,---,---,---,---,0
102/05/31,0,0,---,---,---,---,---,0
102/06/03,50000,53000,1.04,1.08,1.04,1.08,-0.13,4
102/06/04,22000,23160,1.05,1.08,1.05,1.08,0.00,3
102/06/05,17000,17630,1.03,1.04,1.03,1.04,-0.04,3
102/06/06,9000,9510,1.04,1.07,1.04,1.07,+0.03,2
102/06/07,100000,116100,1.15,1.19,1.15,1.19,+0.12,4
102/06/10,44000,50360,1.17,1.17,1.09,1.09,-0.10,2
102/06/11,0,0,---,---,---,---,---,0
102/06/13,149000,154960,1.04,1.04,1.04,1.04,-0.02,2
102/06/14,12000,11440,0.94,1.02,0.94,1.02,-0.02,2
102/06/17,10000,10100,1.01,1.01,1.01,1.01,-0.01,1
102/06/18,159000,137040,0.89,0.89,0.86,0.86,-0.15,3
102/06/19,40000,34100,0.87,0.87,0.84,0.85,-0.01,4
102/06/20,10000,9000,0.90,0.90,0.90,0.90,+0.05,1
102/06/21,50000,45700,0.92,0.92,0.91,0.91,+0.01,2
102/06/24,0,0,---,---,---,---,---,0
102/06/25,214000,211290,0.95,1.01,0.95,0.96,+0.09,6
102/06/26,22000,19840,0.90,0.92,0.90,0.92,-0.04,2
102/06/27,0,0,---,---,---,---,---,0
102/06/28,229000,168760,0.71,0.76,0.71,0.76,-0.04,5
102/07/01,239000,179350,0.76,0.76,0.74,0.75,-0.01,6
102/07/02,143000,100200,0.72,0.72,0.67,0.67,-0.08,5
102/07/03,120000,84000,0.70,0.70,0.70,0.70,+0.03,3
102/07/04,13000,8580,0.66,0.66,0.66,0.66,-0.04,1
102/07/05,0,0,---,---,---,---,---,0
102/07/08,0,0,---,---,---,---,---,0
102/07/09,80000,59200,0.74,0.74,0.74,0.74,0.00,2
102/07/10,0,0,---,---,---,---,---,0
102/07/11,0,0,---,---,---,---,---,0
102/07/12,40000,27200,0.68,0.68,0.68,0.68,-0.11,1
102/07/15,0,0,---,---,---,---,---,0
102/07/16,0,0,---,---,---,---,---,0
102/07/17,0,0,---,---,---,---,---,0
102/07/18,0,0,---,---,---,---,---,0
102/07/19,0,0,---,---,---,---,---,0
102/07/22,0,0,---,---,---,---,---,0
102/07/23,0,0,---,---,---,---,---,0
102/07/24,0,0,---,---,---,---,---,0
102/07/25,0,0,---,---,---,---,---,0
102/07/26,0,0,---,---,---,---,---,0
102/07/29,0,0,---,---,---,---,---,0
102/07/30,10000,4200,0.42,0.42,0.42,0.42,-0.03,1
102/07/31,10000,4000,0.40,0.40,0.40,0.40,-0.02,1
102/08/01,1000,460,0.46,0.46,0.46,0.46,+0.06,1
102/08/02,0,0,---,---,---,---,---,0
102/08/05,0,0,---,---,---,---,---,0
102/08/06,0,0,---,---,---,---,---,0
102/08/07,11000,5350,0.45,0.49,0.45,0.49,+0.06,2
102/08/08,10000,4900,0.49,0.49,0.49,0.49,0.00,1
102/08/09,0,0,---,---,---,---,---,0
102/08/12,1000,480,0.48,0.48,0.48,0.48,-0.02,1
102/08/13,0,0,---,---,---,---,---,0
102/08/14,0,0,---,---,---,---,---,0
102/08/15,1000,490,0.49,0.49,0.49,0.49,+0.04,1
102/08/16,0,0,---,---,---,---,---,0
102/08/19,2000,980,0.49,0.49,0.49,0.49,-0.03,1
102/08/20,2000,860,0.43,0.43,0.43,0.43,-0.06,1
102/08/22,0,0,---,---,---,---,---,0
102/08/23,0,0,---,---,---,---,---,0
102/08/26,4000,1680,0.42,0.42,0.42,0.42,-0.03,1
102/08/27,116000,64830,0.50,0.57,0.49,0.57,+0.15,3
102/08/28,100000,57000,0.57,0.57,0.57,0.57,0.00,2
102/08/29,0,0,---,---,---,---,---,0
102/08/30,1000,450,0.45,0.45,0.45,0.45,-0.05,1
102/09/02,7000,2870,0.41,0.41,0.41,0.41,-0.04,1
102/09/03,11000,4410,0.40,0.41,0.40,0.41,0.00,2
102/09/04,0,0,---,---,---,---,---,0
102/09/05,40000,16000,0.40,0.40,0.40,0.40,-0.03,1
102/09/06,41000,17610,0.41,0.43,0.41,0.43,+0.03,2
102/09/09,0,0,---,---,---,---,---,0
102/09/10,0,0,---,---,---,---,---,0
102/09/11,0,0,---,---,---,---,---,0
102/09/12,0,0,---,---,---,---,---,0
102/09/13,50000,19500,0.39,0.39,0.39,0.39,+0.04,1
102/09/14,50000,19000,0.38,0.38,0.38,0.38,-0.01,1
102/09/16,0,0,---,---,---,---,---,0
102/09/17,0,0,---,---,---,---,---,0
102/09/18,0,0,---,---,---,---,---,0
102/09/23,0,0,---,---,---,---,---,0
102/09/24,0,0,---,---,---,---,---,0
102/09/25,0,0,---,---,---,---,---,0
102/09/26,0,0,---,---,---,---,---,0
102/09/27,0,0,---,---,---,---,---,0
102/09/30,0,0,---,---,---,---,---,0
102/10/01,0,0,---,---,---,---,---,0
102/10/02,0,0,---,---,---,---,---,0
