102/03/28,9000,9900,1.10,1.10,1.10,1.10,-0.02,1
102/03/29,23000,24310,1.06,1.07,1.05,1.07,-0.03,3
102/04/01,69000,75270,1.07,1.13,1.07,1.13,+0.06,4
102/04/02,298000,341740,1.11,1.17,1.11,1.16,+0.03,12
102/04/03,234000,255830,1.12,1.12,1.08,1.11,-0.05,5
102/04/08,24000,26600,1.11,1.11,1.10,1.10,-0.01,2
102/04/09,183000,184930,0.96,1.02,0.96,1.02,-0.08,8
102/04/10,822000,750300,0.97,0.98,0.85,0.86,-0.16,27
102/04/11,609000,532530,0.85,0.88,0.85,0.86,0.00,13
102/04/12,446000,371590,0.81,0.87,0.79,0.87,+0.01,17
102/04/15,508000,454110,0.83,0.94,0.83,0.92,+0.05,15
102/04/16,457000,424420,0.93,0.97,0.90,0.90,-0.02,11
102/04/17,395000,333100,0.88,0.88,0.81,0.85,-0.05,12
102/04/18,287000,240210,0.85,0.85,0.82,0.85,0.00,6
102/04/19,429000,314780,0.75,0.78,0.67,0.67,-0.18,10
102/04/22,25000,16250,0.65,0.65,0.65,0.65,-0.02,1
102/04/23,0,0,---,---,---,---,---,0
102/04/24,67000,42510,0.73,0.73,0.63,0.63,-0.02,2
102/04/25,57000,37210,0.65,0.68,0.65,0.68,+0.05,3
102/04/26,129000,87720,0.68,0.68,0.68,0.68,0.00,1
102/04/29,121000,87760,0.71,0.76,0.71,0.74,+0.06,5
102/04/30,275000,182270,0.68,0.68,0.65,0.67,-0.07,8
102/05/02,130000,83600,0.68,0.68,0.64,0.64,-0.03,3
102/05/03,223000,158560,0.63,0.77,0.63,0.77,+0.13,11
102/05/06,1289000,1130960,0.85,0.94,0.83,0.93,+0.16,33
102/05/07,151000,122310,0.88,0.88,0.77,0.83,-0.10,8
102/05/08,46000,38840,0.84,0.86,0.84,0.86,+0.03,5
102/05/09,79000,63690,0.79,0.84,0.77,0.81,-0.05,9
102/05/10,246000,171870,0.75,0.75,0.65,0.69,-0.12,12
102/05/13,439000,313670,0.71,0.72,0.71,0.71,+0.02,6
102/05/14,10000,6500,0.65,0.65,0.65,0.65,-0.06,1
102/05/15,242000,163240,0.68,0.68,0.65,0.65,0.00,3
102/05/16,371000,225670,0.62,0.64,0.60,0.60,-0.05,5
102/05/17,218000,124260,0.57,0.57,0.57,0.57,-0.03,3
102/05/20,198000,124740,0.63,0.63,0.63,0.63,+0.06,2
102/05/21,5000,3050,0.61,0.61,0.61,0.61,-0.02,1
102/05/22,15000,8850,0.57,0.63,0.57,0.63,+0.02,2
102/05/23,299000,191360,0.64,0.64,0.64,0.64,+0.01,4
102/05/24,602000,429160,0.67,0.76,0.67,0.75,+0.11,8
102/05/27,97000,71580,0.74,0.74,0.72,0.72,-0.03,2
102/05/28,0,0,---,---,---,---,---,0
102/05/29,80000,50900,0.64,0.64,0.63,0.64,-0.05,3
102/05/30,99000,63360,0.64,0.64,0.64,0.64,0.00,2
102/05/31,184000,120640,0.65,0.68,0.64,0.68,+0.04,7
102/06/03,83000,55610,0.67,0.67,0.67,0.67,-0.01,2
102/06/04,20000,13600,0.68,0.68,0.68,0.68,+0.01,1
102/06/05,55000,38900,0.72,0.72,0.70,0.71,+0.03,3
102/06/06,102000,76170,0.70,0.76,0.70,0.76,+0.05,9
102/06/07,124000,90160,0.73,0.74,0.71,0.72,-0.04,7
102/06/10,75000,49200,0.67,0.68,0.64,0.64,-0.08,4
102/06/11,35000,21670,0.61,0.63,0.61,0.63,-0.01,3
102/06/13,146000,100620,0.67,0.71,0.67,0.71,+0.08,9
102/06/14,142000,98790,0.68,0.74,0.68,0.71,0.00,6
102/06/17,318000,209250,0.69,0.69,0.63,0.63,-0.08,4
102/06/18,233000,146150,0.62,0.64,0.62,0.64,+0.01,5
102/06/19,213000,133350,0.64,0.64,0.62,0.62,-0.02,3
102/06/20,80000,53150,0.65,0.68,0.65,0.67,+0.05,8
102/06/21,116000,86230,0.75,0.75,0.73,0.75,+0.08,10
102/06/24,0,0,---,---,---,---,---,0
102/06/25,330000,294650,0.85,0.93,0.83,0.93,+0.18,15
102/06/26,260000,200740,0.77,0.82,0.76,0.76,-0.17,17
102/06/27,48000,30500,0.66,0.68,0.57,0.57,-0.19,13
102/06/28,132000,66820,0.49,0.52,0.49,0.51,-0.06,7
102/07/01,162000,77700,0.50,0.50,0.46,0.46,-0.05,6
102/07/02,5000,2450,0.49,0.49,0.49,0.49,+0.03,1
102/07/03,145000,76800,0.53,0.53,0.52,0.52,+0.03,3
102/07/04,425000,270130,0.64,0.69,0.61,0.63,+0.11,14
102/07/05,193000,112910,0.61,0.61,0.57,0.58,-0.05,8
102/07/08,538000,340340,0.59,0.64,0.59,0.64,+0.06,12
102/07/09,52000,24910,0.49,0.50,0.45,0.45,-0.19,6
102/07/10,240000,92910,0.39,0.43,0.35,0.43,-0.02,12
102/07/11,865000,307700,0.38,0.42,0.33,0.33,-0.10,18
102/07/12,1426000,449790,0.33,0.34,0.30,0.32,-0.01,18
102/07/15,655000,191740,0.32,0.32,0.28,0.28,-0.04,9
102/07/16,984000,238100,0.27,0.27,0.20,0.22,-0.06,21
102/07/17,1305000,238670,0.18,0.20,0.17,0.18,-0.04,17
102/07/18,902000,192060,0.18,0.25,0.18,0.22,+0.04,16
102/07/19,471000,104930,0.23,0.23,0.18,0.19,-0.03,7
