107/01/26,499000,435760,0.86,0.88,0.86,0.88,-0.15,6
107/01/31,650000,546250,0.84,0.86,0.82,0.84,-0.02,13
107/02/01,172000,151530,0.87,0.91,0.87,0.90,+0.06,10
107/02/02,120000,101240,0.85,0.86,0.83,0.85,-0.05,12
107/02/05,102000,71900,0.69,0.73,0.67,0.70,-0.15,13
107/02/06,367000,204950,0.60,0.60,0.53,0.53,-0.17,11
107/02/12,0,0,---,---,---,---,---,0
107/02/21,0,0,---,---,---,---,---,0
107/02/23,47000,24440,0.52,0.52,0.52,0.52,-0.04,5
107/02/26,459000,238660,0.52,0.52,0.50,0.52,0.00,18
107/02/27,520000,266710,0.52,0.52,0.49,0.50,-0.02,11
107/03/01,557000,289110,0.48,0.53,0.48,0.53,+0.03,7
107/03/02,476000,230620,0.49,0.49,0.47,0.47,-0.06,7
107/03/05,217000,104150,0.48,0.48,0.47,0.48,+0.01,3
107/03/07,80000,40800,0.51,0.51,0.51,0.51,+0.03,4
107/03/09,0,0,---,---,---,---,---,0
107/03/12,0,0,---,---,---,---,---,0
107/03/13,294000,144060,0.49,0.49,0.49,0.49,+0.02,2
107/03/14,295000,147310,0.48,0.50,0.47,0.47,-0.02,3
107/03/15,0,0,---,---,---,---,---,0
107/03/16,529000,259430,0.49,0.51,0.49,0.49,+0.02,8
107/03/19,328000,146480,0.45,0.45,0.44,0.44,-0.05,6
107/03/20,200000,82000,0.41,0.41,0.41,0.41,-0.03,3
107/03/21,0,0,---,---,---,---,---,0
107/03/22,0,0,---,---,---,---,---,0
107/03/23,0,0,---,---,---,---,---,0
107/03/26,383000,153200,0.40,0.40,0.40,0.40,+0.04,3
107/03/27,491000,187740,0.39,0.39,0.38,0.39,-0.01,6
107/03/28,108000,38880,0.36,0.36,0.36,0.36,-0.03,2
107/03/29,1061000,422510,0.37,0.46,0.37,0.46,+0.10,9
107/03/30,1091000,491550,0.46,0.46,0.44,0.45,-0.01,96
107/03/31,118000,53200,0.45,0.46,0.45,0.46,+0.01,2
107/04/02,113000,52760,0.47,0.47,0.40,0.40,-0.06,2
107/04/03,0,0,---,---,---,---,---,0
107/04/09,213000,93820,0.44,0.46,0.44,0.46,+0.04,2
107/04/10,208000,109400,0.55,0.55,0.50,0.50,+0.04,2
107/04/11,216000,114480,0.53,0.53,0.53,0.53,+0.03,2
107/04/12,353000,191800,0.54,0.56,0.53,0.53,0.00,6
107/04/13,151000,83950,0.58,0.58,0.46,0.48,-0.05,10
107/04/16,70000,29100,0.43,0.43,0.41,0.41,-0.07,2
107/04/17,324000,135000,0.41,0.43,0.41,0.41,0.00,3
107/04/18,532000,216040,0.40,0.41,0.40,0.41,0.00,3
107/04/20,692000,317970,0.50,0.51,0.41,0.41,-0.11,9
107/04/23,823000,380360,0.42,0.54,0.42,0.54,+0.13,7
107/04/24,351000,128180,0.44,0.44,0.34,0.36,-0.18,19
107/04/25,186000,63270,0.35,0.36,0.34,0.36,0.00,3
107/04/27,0,0,---,---,---,---,---,0
107/04/30,216000,74520,0.34,0.35,0.34,0.35,+0.02,2
107/05/04,0,0,---,---,---,---,---,0
107/05/07,324000,106920,0.31,0.35,0.31,0.35,+0.02,3
107/05/08,324000,99360,0.31,0.31,0.30,0.30,-0.05,3
107/05/09,108000,33480,0.31,0.31,0.31,0.31,+0.01,1
107/05/10,108000,30240,0.28,0.28,0.28,0.28,-0.03,1
107/05/11,0,0,---,---,---,---,---,0
107/05/15,1963000,587020,0.29,0.32,0.29,0.30,+0.03,11
107/05/16,1839000,473280,0.27,0.27,0.25,0.25,-0.05,25
107/05/17,120000,28830,0.25,0.25,0.24,0.24,-0.01,3
107/05/18,3000,750,0.25,0.25,0.25,0.25,+0.01,1
107/05/21,0,0,---,---,---,---,---,0
107/05/22,1000,210,0.21,0.21,0.21,0.21,-0.04,1
