107/09/07,101000,44460,0.44,0.46,0.44,0.46,0.00,2
107/09/12,0,0,---,---,---,---,---,0
107/09/13,10000,4100,0.41,0.41,0.41,0.41,+0.04,1
107/09/19,0,0,---,---,---,---,---,0
107/09/20,0,0,---,---,---,---,---,0
107/09/25,0,0,---,---,---,---,---,0
107/10/01,180000,73800,0.41,0.42,0.40,0.40,+0.02,4
107/10/02,180000,71000,0.39,0.40,0.39,0.40,0.00,2
107/10/03,0,0,---,---,---,---,---,0
107/10/04,60000,21000,0.35,0.35,0.35,0.35,-0.04,2
107/10/05,60000,19200,0.33,0.33,0.31,0.31,-0.04,2
107/10/08,10000,3000,0.30,0.30,0.30,0.30,-0.01,1
107/10/09,90000,24900,0.29,0.29,0.27,0.27,-0.03,3
107/10/12,440000,74600,0.16,0.17,0.16,0.17,+0.03,4
107/10/15,100000,16500,0.17,0.17,0.16,0.16,-0.01,8
107/10/17,140000,30000,0.21,0.24,0.21,0.23,+0.07,9
107/10/19,15000,3450,0.23,0.23,0.23,0.23,-0.05,1
107/10/25,5000,1150,0.23,0.23,0.23,0.23,-0.03,1
107/10/26,0,0,---,---,---,---,---,0
107/10/31,0,0,---,---,---,---,---,0
107/11/01,0,0,---,---,---,---,---,0
107/11/02,0,0,---,---,---,---,---,0
107/11/05,70000,13300,0.19,0.19,0.19,0.19,0.00,2
107/11/06,0,0,---,---,---,---,---,0
107/11/08,0,0,---,---,---,---,---,0
107/11/09,0,0,---,---,---,---,---,0
107/11/12,0,0,---,---,---,---,---,0
107/11/13,0,0,---,---,---,---,---,0
107/11/14,0,0,---,---,---,---,---,0
107/11/16,50000,8500,0.17,0.17,0.17,0.17,-0.01,1
107/11/19,65000,13850,0.22,0.22,0.21,0.21,+0.04,4
107/11/20,20000,3800,0.19,0.19,0.19,0.19,-0.02,2
107/11/21,0,0,---,---,---,---,---,0
107/11/26,0,0,---,---,---,---,---,0
107/11/27,50000,5500,0.11,0.11,0.11,0.11,-0.01,2
107/11/29,10000,1100,0.11,0.11,0.11,0.11,0.00,1
107/11/30,0,0,---,---,---,---,---,0
