106/12/07,9000,6830,0.75,0.79,0.75,0.79,0.00,3
106/12/08,156000,113820,0.74,0.74,0.72,0.72,-0.07,4
106/12/11,142000,94370,0.69,0.69,0.65,0.65,-0.07,11
106/12/12,684000,513450,0.72,0.78,0.71,0.71,+0.06,12
106/12/13,1510000,1051170,0.68,0.75,0.65,0.72,+0.01,23
106/12/14,1222000,959690,0.78,0.85,0.72,0.72,0.00,29
106/12/15,528000,354970,0.65,0.69,0.65,0.69,-0.03,17
106/12/19,300000,175000,0.59,0.59,0.58,0.58,-0.01,3
106/12/20,633000,389380,0.60,0.63,0.60,0.62,+0.04,12
106/12/21,669000,365750,0.57,0.59,0.54,0.54,-0.08,12
106/12/22,158000,79000,0.50,0.50,0.50,0.50,-0.04,4
106/12/25,30000,16500,0.57,0.57,0.52,0.52,+0.02,3
106/12/26,320000,145000,0.50,0.50,0.40,0.40,-0.12,4
106/12/28,35000,15450,0.45,0.45,0.42,0.42,0.00,3
106/12/29,0,0,---,---,---,---,---,0
107/01/02,116000,55570,0.43,0.50,0.43,0.50,+0.08,4
107/01/03,999000,563200,0.47,0.71,0.47,0.71,+0.21,29
107/01/04,598000,470030,0.74,0.96,0.71,0.96,+0.25,33
107/01/05,255000,248630,0.88,1.15,0.87,1.01,+0.05,13
107/01/08,234000,262840,1.09,1.16,1.06,1.16,+0.15,14
107/01/09,135000,142380,1.11,1.11,0.88,0.88,-0.28,15
107/01/10,139000,135000,0.96,1.04,0.96,1.03,+0.15,10
107/01/11,134000,134200,0.99,1.05,0.95,1.05,+0.02,10
107/01/12,0,0,---,---,---,---,---,0
107/01/15,20000,23900,1.22,1.22,1.17,1.17,+0.05,2
107/01/16,159000,205310,1.26,1.34,1.26,1.34,+0.17,7
107/01/17,185000,246050,1.32,1.47,1.23,1.47,+0.13,9
107/01/18,121000,170620,1.44,1.51,1.30,1.30,-0.17,5
107/01/19,50000,64500,1.29,1.29,1.29,1.29,-0.01,1
107/01/22,25000,31000,1.24,1.24,1.24,1.24,-0.05,2
107/01/23,0,0,---,---,---,---,---,0
107/01/24,230000,233700,1.00,1.03,1.00,1.03,-0.07,6
107/01/26,920000,951120,1.03,1.16,0.98,1.16,+0.17,24
107/01/31,235000,230550,0.96,1.00,0.96,0.96,-0.18,10
107/02/01,130000,130500,1.02,1.04,0.99,1.04,+0.08,4
107/02/02,165000,164770,1.03,1.03,0.98,0.98,-0.06,5
107/02/05,2000,1480,0.74,0.74,0.74,0.74,-0.24,1
107/02/06,267000,146120,0.63,0.67,0.46,0.47,-0.27,10
107/02/12,70000,38900,0.59,0.61,0.51,0.51,-0.01,5
107/02/21,580000,404880,0.59,0.81,0.59,0.81,+0.30,26
107/02/23,50000,34000,0.68,0.68,0.68,0.68,+0.03,3
107/02/26,58000,36480,0.64,0.65,0.61,0.64,-0.04,13
107/02/27,262000,179680,0.67,0.70,0.67,0.70,+0.06,7
107/03/01,299000,186070,0.63,0.64,0.57,0.60,-0.10,12
107/03/02,455000,259450,0.57,0.58,0.57,0.57,-0.03,8
107/03/05,1153000,687300,0.55,0.76,0.54,0.71,+0.14,31
107/03/07,195000,195210,0.98,1.13,0.93,1.00,+0.03,25
107/03/09,43000,52130,1.14,1.29,1.13,1.17,-0.06,15
107/03/12,111000,125490,1.24,1.24,1.12,1.12,-0.05,4
107/03/13,281000,315770,1.15,1.17,1.12,1.12,0.00,29
107/03/14,11000,13870,1.27,1.27,1.26,1.26,+0.14,2
107/03/15,25000,32500,1.30,1.30,1.30,1.30,+0.04,1
107/03/16,0,0,---,---,---,---,---,0
107/03/19,0,0,---,---,---,---,---,0
107/03/20,0,0,---,---,---,---,---,0
107/03/21,1000,1200,1.20,1.20,1.20,1.20,+0.15,1
107/03/22,2000,2480,1.24,1.24,1.24,1.24,+0.04,2
107/03/23,11000,10610,0.96,1.01,0.96,1.01,-0.23,2
107/03/26,101000,105060,1.06,1.06,1.04,1.04,+0.03,2
107/03/27,0,0,---,---,---,---,---,0
107/03/28,180000,188200,1.05,1.05,1.04,1.04,+0.02,2
107/03/29,20000,25300,1.23,1.30,1.23,1.30,+0.26,2
107/03/30,10000,13200,1.32,1.32,1.32,1.32,+0.02,1
107/03/31,0,0,---,---,---,---,---,0
107/04/02,0,0,---,---,---,---,---,0
107/04/03,1000,690,0.69,0.69,0.69,0.69,-0.30,1
107/04/09,1000,800,0.80,0.80,0.80,0.80,+0.11,1
107/04/10,20000,17600,0.88,0.88,0.88,0.88,+0.08,2
107/04/11,0,0,---,---,---,---,---,0
107/04/12,0,0,---,---,---,---,---,0
107/04/13,0,0,---,---,---,---,---,0
107/04/16,0,0,---,---,---,---,---,0
107/04/17,20000,14400,0.72,0.72,0.72,0.72,-0.03,1
107/04/18,0,0,---,---,---,---,---,0
107/04/20,0,0,---,---,---,---,---,0
107/04/23,0,0,---,---,---,---,---,0
107/04/24,0,0,---,---,---,---,---,0
107/04/25,0,0,---,---,---,---,---,0
107/04/27,0,0,---,---,---,---,---,0
107/04/30,0,0,---,---,---,---,---,0
107/05/04,0,0,---,---,---,---,---,0
107/05/07,0,0,---,---,---,---,---,0
107/05/08,0,0,---,---,---,---,---,0
107/05/09,0,0,---,---,---,---,---,0
107/05/10,0,0,---,---,---,---,---,0
107/05/11,0,0,---,---,---,---,---,0
107/05/15,0,0,---,---,---,---,---,0
