103/02/24,10000,9600,0.96,0.96,0.96,0.96,0.00,1
103/02/25,20000,19600,0.98,0.98,0.98,0.98,+0.02,1
103/02/26,40000,38500,0.97,0.97,0.96,0.96,-0.02,3
103/02/27,570000,557600,1.00,1.00,0.97,0.98,+0.02,9
103/03/03,550000,545310,1.00,1.02,0.98,0.99,+0.01,23
103/03/04,20000,19950,1.00,1.00,0.99,0.99,0.00,3
103/03/05,799000,815950,1.01,1.05,1.01,1.02,+0.03,8
103/03/06,979000,1087140,1.09,1.18,1.06,1.11,+0.09,37
103/03/07,685000,737450,1.14,1.15,0.97,0.97,-0.14,18
103/03/10,515000,569740,1.11,1.12,1.08,1.08,+0.11,20
103/03/11,50000,52000,1.04,1.04,1.04,1.04,-0.04,1
103/03/12,0,0,---,---,---,---,---,0
103/03/13,20000,20700,1.04,1.04,1.03,1.03,-0.01,2
103/03/14,0,0,---,---,---,---,---,0
103/03/17,0,0,---,---,---,---,---,0
103/03/18,580000,611600,1.03,1.10,1.03,1.10,+0.09,6
103/03/19,626000,727300,1.13,1.25,1.12,1.18,+0.08,12
103/03/20,96000,103540,1.12,1.12,1.07,1.07,-0.11,4
103/03/21,180000,200700,1.14,1.14,1.09,1.09,+0.02,2
103/03/24,215000,227000,1.09,1.09,1.04,1.08,-0.01,4
103/03/25,100000,111000,1.11,1.11,1.11,1.11,+0.03,2
103/03/26,20000,22000,1.12,1.12,1.08,1.08,-0.03,2
103/03/27,10000,11000,1.10,1.10,1.10,1.10,+0.02,1
103/03/28,30000,31500,1.05,1.05,1.05,1.05,-0.05,2
103/03/31,373000,395140,1.03,1.14,1.03,1.09,+0.04,8
103/04/01,683000,763280,1.07,1.16,1.06,1.10,+0.01,10
103/04/02,10000,10700,1.07,1.07,1.07,1.07,-0.03,1
103/04/03,0,0,---,---,---,---,---,0
103/04/07,440000,468200,1.06,1.07,1.06,1.06,0.00,4
103/04/08,200000,206000,1.03,1.03,1.03,1.03,-0.03,1
103/04/09,70000,72800,1.04,1.04,1.04,1.04,+0.01,2
103/04/10,447000,449560,1.02,1.02,0.98,0.98,-0.06,7
103/04/11,367000,325350,0.90,0.90,0.88,0.88,-0.10,6
103/04/14,40000,31700,0.82,0.82,0.77,0.77,-0.11,5
103/04/15,25000,20250,0.81,0.81,0.81,0.81,+0.04,2
103/04/16,6000,4860,0.81,0.81,0.81,0.81,0.00,1
103/04/17,36000,29640,0.84,0.84,0.82,0.82,+0.01,2
103/04/18,760000,726000,0.93,0.99,0.93,0.94,+0.12,8
103/04/21,738000,680900,0.91,0.94,0.90,0.93,-0.01,9
103/04/22,85000,84040,0.95,1.03,0.95,1.00,+0.07,9
103/04/23,121000,113370,0.97,0.97,0.91,0.91,-0.09,4
103/04/24,0,0,---,---,---,---,---,0
103/04/25,80000,56800,0.71,0.71,0.71,0.71,-0.12,1
103/04/28,0,0,---,---,---,---,---,0
103/04/29,0,0,---,---,---,---,---,0
103/04/30,0,0,---,---,---,---,---,0
103/05/02,0,0,---,---,---,---,---,0
103/05/05,0,0,---,---,---,---,---,0
103/05/06,6000,4020,0.67,0.67,0.67,0.67,0.00,1
