106/02/08,0,0,---,---,---,---,---,0
106/02/09,50000,51000,1.02,1.02,1.02,1.02,+0.04,1
106/02/10,397000,437380,1.05,1.14,1.05,1.10,+0.08,15
106/02/13,335000,355870,1.08,1.08,1.01,1.01,-0.09,10
106/02/14,75000,76270,1.04,1.04,0.99,1.00,-0.01,4
106/02/15,74000,72080,0.97,0.99,0.96,0.99,-0.01,3
106/02/16,41000,39090,0.99,0.99,0.94,0.94,-0.05,2
106/02/17,137000,129980,0.94,0.96,0.94,0.95,+0.01,4
106/02/18,160000,158200,1.00,1.00,0.97,0.97,+0.02,2
106/02/20,122000,125740,1.02,1.04,1.02,1.02,+0.05,5
106/02/21,125000,121300,0.99,0.99,0.94,0.94,-0.08,5
106/02/22,50000,48000,0.96,0.96,0.96,0.96,+0.02,1
106/02/23,235000,226900,0.96,1.00,0.94,0.94,-0.02,7
106/02/24,391000,356880,0.88,0.95,0.88,0.95,+0.01,12
106/03/01,596000,572210,0.93,0.99,0.93,0.99,+0.04,19
106/03/02,263000,255460,0.99,0.99,0.94,0.96,-0.03,8
106/03/03,125000,119250,0.95,0.96,0.95,0.96,0.00,4
106/03/06,1638000,1730900,0.97,1.11,0.96,1.11,+0.15,62
106/03/07,644000,699400,1.08,1.12,1.05,1.08,-0.03,37
106/03/08,1472000,1658740,1.06,1.22,1.01,1.14,+0.06,64
106/03/09,959000,1045980,1.10,1.13,1.04,1.07,-0.07,42
106/03/10,562000,611380,1.12,1.12,1.03,1.08,+0.01,23
106/03/13,548000,576670,1.10,1.10,1.02,1.03,-0.05,30
106/03/14,192000,187280,1.01,1.02,0.97,0.99,-0.04,13
106/03/15,191000,193920,1.02,1.04,0.99,1.01,+0.02,11
106/03/16,449000,426110,0.94,0.97,0.94,0.97,-0.04,17
106/03/17,589000,557490,0.95,0.95,0.92,0.93,-0.04,26
