105/12/14,0,0,---,---,---,---,---,0
105/12/15,291000,397600,1.35,1.39,1.35,1.35,+0.03,11
105/12/16,212000,284920,1.35,1.36,1.34,1.36,+0.01,6
105/12/19,764000,1054230,1.37,1.39,1.37,1.39,+0.03,9
105/12/20,1402000,1909110,1.35,1.37,1.35,1.36,-0.03,16
105/12/21,1139000,1585600,1.37,1.41,1.36,1.41,+0.05,13
105/12/22,191000,274130,1.43,1.46,1.43,1.43,+0.02,7
105/12/23,154000,218400,1.42,1.42,1.41,1.41,-0.02,3
105/12/26,40000,57440,1.43,1.45,1.43,1.45,+0.04,2
105/12/27,12000,17400,1.45,1.45,1.45,1.45,0.00,1
105/12/28,56000,78150,1.40,1.40,1.39,1.39,-0.06,6
105/12/29,41000,56580,1.38,1.38,1.38,1.38,-0.01,4
105/12/30,150000,205700,1.38,1.38,1.36,1.36,-0.02,7
106/01/03,48000,66720,1.39,1.39,1.39,1.39,+0.03,1
106/01/04,98000,137200,1.40,1.40,1.40,1.40,+0.01,3
106/01/05,396000,519510,1.39,1.39,1.27,1.30,-0.10,16
106/01/06,229000,295490,1.28,1.31,1.27,1.31,+0.01,8
106/01/09,469000,631980,1.32,1.36,1.32,1.36,+0.05,10
106/01/10,388000,520580,1.34,1.36,1.33,1.33,-0.03,5
106/01/11,729000,975260,1.31,1.35,1.31,1.34,+0.01,8
106/01/12,268000,359740,1.34,1.35,1.33,1.35,+0.01,4
106/01/13,95000,127300,1.34,1.34,1.34,1.34,-0.01,2
106/01/16,120000,169900,1.41,1.43,1.41,1.43,+0.09,5
106/01/17,438000,657970,1.53,1.53,1.43,1.43,0.00,9
106/01/18,100000,148400,1.49,1.51,1.39,1.39,-0.04,5
106/01/19,125000,181800,1.44,1.46,1.44,1.45,+0.06,6
106/01/20,25000,36250,1.45,1.45,1.45,1.45,0.00,1
106/01/23,0,0,---,---,---,---,---,0
106/01/24,0,0,---,---,---,---,---,0
106/02/02,0,0,---,---,---,---,---,0
106/02/03,145000,206900,1.42,1.43,1.42,1.43,+0.01,3
106/02/06,145000,180750,1.35,1.35,1.20,1.20,-0.23,3
106/02/07,620000,759180,1.21,1.25,1.13,1.23,+0.03,12
106/02/08,620000,727730,1.17,1.20,1.16,1.18,-0.05,8
106/02/09,20000,22800,1.16,1.16,1.12,1.12,-0.06,2
106/02/10,155000,173550,1.11,1.14,1.11,1.14,+0.02,4
106/02/13,135000,143100,1.06,1.06,1.06,1.06,-0.08,2
106/02/14,393000,410730,1.03,1.06,1.03,1.06,0.00,5
106/02/15,743000,774110,1.03,1.07,1.03,1.07,+0.01,7
106/02/16,452000,469180,1.04,1.04,1.01,1.01,-0.06,8
106/02/17,97000,96130,0.99,1.00,0.99,1.00,-0.01,3
106/02/18,432000,425440,0.98,1.01,0.98,0.99,-0.01,6
106/02/20,866000,877410,0.99,1.07,0.98,1.07,+0.08,13
106/02/21,1026000,1089310,1.02,1.11,1.01,1.11,+0.04,12
106/02/22,1765000,1916180,1.06,1.15,1.05,1.07,-0.04,22
106/02/23,1767000,1833700,1.05,1.05,1.01,1.04,-0.03,19
106/02/24,933000,968580,1.03,1.11,1.03,1.05,+0.01,12
106/03/01,1477000,1613890,1.07,1.16,1.07,1.11,+0.06,34
106/03/02,1198000,1260970,1.06,1.09,1.03,1.04,-0.07,26
106/03/03,234000,245260,1.04,1.06,1.04,1.05,+0.01,6
106/03/06,242000,254780,1.04,1.06,1.04,1.06,+0.01,3
106/03/07,178000,183570,1.04,1.04,1.03,1.03,-0.03,3
106/03/08,41000,41950,1.01,1.04,1.01,1.04,+0.01,2
106/03/09,383000,402920,1.03,1.06,1.03,1.06,+0.02,6
106/03/10,365000,375520,1.03,1.03,1.02,1.02,-0.04,4
106/03/13,0,0,---,---,---,---,---,0
106/03/14,290000,271640,0.96,0.96,0.93,0.93,-0.07,11
106/03/15,28000,25320,0.90,0.92,0.89,0.89,-0.04,7
106/03/16,708000,643830,0.88,0.93,0.88,0.92,+0.03,10
106/03/17,738000,663820,0.90,0.92,0.89,0.92,0.00,8
106/03/20,778000,709570,0.90,0.93,0.90,0.90,-0.02,13
106/03/21,1438000,1313940,0.87,0.95,0.87,0.95,+0.05,18
106/03/22,721000,668800,0.93,0.94,0.91,0.93,-0.02,50
106/03/23,101000,88030,0.89,0.89,0.83,0.83,-0.10,3
106/03/24,176000,141260,0.80,0.81,0.75,0.75,-0.08,5
106/03/27,911000,720970,0.74,0.80,0.73,0.80,+0.05,11
106/03/28,1253000,971980,0.77,0.83,0.74,0.83,+0.03,16
