107/02/12,0,0,---,---,---,---,---,0
107/02/21,794000,838160,1.04,1.07,1.04,1.07,+0.17,7
107/02/23,2194000,2502900,1.12,1.20,1.08,1.20,+0.10,53
107/02/26,1228000,1583720,1.27,1.36,1.22,1.22,+0.02,63
107/02/27,385000,470170,1.22,1.24,1.21,1.22,0.00,6
107/03/01,9000,10710,1.19,1.19,1.19,1.19,-0.03,1
107/03/02,953000,1174010,1.18,1.27,1.18,1.20,+0.01,23
107/03/05,2081000,2536580,1.21,1.25,1.17,1.25,+0.05,71
107/03/07,594000,697910,1.17,1.20,1.13,1.13,-0.15,17
107/03/09,247000,284000,1.15,1.16,1.13,1.15,-0.02,20
107/03/12,51000,58790,1.17,1.17,1.14,1.14,-0.01,22
107/03/13,128000,137400,1.08,1.08,1.05,1.07,-0.07,22
107/03/14,197000,214070,1.07,1.10,1.07,1.10,+0.03,10
107/03/15,690000,782790,1.07,1.17,1.06,1.16,+0.06,18
107/03/16,488000,565200,1.18,1.18,1.14,1.16,0.00,11
107/03/19,264000,308120,1.17,1.19,1.16,1.18,+0.02,7
107/03/20,29000,33310,1.15,1.15,1.14,1.14,-0.04,4
107/03/21,409000,503200,1.17,1.29,1.17,1.21,+0.07,19
107/03/22,1126000,1391070,1.21,1.30,1.17,1.24,+0.03,36
107/03/23,1059000,1195800,1.11,1.15,1.09,1.09,-0.15,28
107/03/26,193000,216340,1.09,1.14,1.09,1.12,+0.03,14
107/03/27,498000,655830,1.18,1.52,1.18,1.52,+0.40,37
107/03/28,553000,761080,1.43,1.43,1.30,1.34,-0.18,20
107/03/29,566000,813480,1.35,1.56,1.35,1.56,+0.22,23
107/03/30,385000,564910,1.61,1.61,1.40,1.43,-0.13,22
107/03/31,83000,138010,1.72,1.77,1.58,1.67,+0.24,8
107/04/02,90000,159650,1.69,1.83,1.67,1.67,0.00,9
107/04/03,5000,7750,1.55,1.55,1.55,1.55,-0.12,1
107/04/09,10000,17600,1.76,1.76,1.76,1.76,+0.21,1
107/04/10,15000,26550,1.77,1.77,1.77,1.77,+0.01,2
107/04/11,50000,63000,1.26,1.26,1.26,1.26,-0.51,1
107/04/12,80000,102700,1.34,1.34,1.25,1.25,-0.01,2
107/04/13,38000,48250,1.26,1.31,1.26,1.30,+0.05,3
107/04/16,206000,258090,1.23,1.29,1.23,1.29,-0.01,11
107/04/17,581000,675460,1.26,1.27,1.11,1.12,-0.17,8
107/04/18,453000,489760,1.12,1.12,1.08,1.08,-0.04,6
107/04/20,125000,141310,1.12,1.18,1.10,1.10,-0.04,8
107/04/23,350000,356530,1.09,1.10,1.01,1.01,-0.09,9
107/04/24,334000,327710,0.99,0.99,0.88,0.89,-0.12,6
107/04/25,782000,762160,0.91,1.04,0.91,1.04,+0.15,30
107/04/27,309000,270480,0.87,0.89,0.87,0.88,+0.05,6
107/04/30,360000,350070,0.99,0.99,0.94,0.96,+0.08,13
107/05/04,31000,30060,0.98,0.98,0.96,0.96,-0.02,2
107/05/07,226000,223830,0.98,1.03,0.96,1.03,+0.07,16
107/05/08,434000,461800,1.05,1.15,1.02,1.10,+0.07,29
107/05/09,262000,282220,1.10,1.11,1.06,1.07,-0.03,20
107/05/10,178000,204930,1.12,1.18,1.12,1.14,+0.07,15
107/05/11,40000,44890,1.13,1.13,1.12,1.12,-0.02,4
107/05/15,15000,14900,1.00,1.00,0.99,0.99,-0.01,3
107/05/16,524000,510610,0.97,1.02,0.95,1.02,+0.03,34
107/05/17,495000,550070,1.10,1.14,1.03,1.03,+0.01,19
107/05/18,55000,54850,1.01,1.01,0.99,0.99,-0.04,4
107/05/21,101000,100370,0.99,1.00,0.97,1.00,+0.01,3
107/05/22,175000,182030,1.02,1.08,1.01,1.03,+0.03,9
107/05/24,90000,100800,1.12,1.12,1.12,1.12,+0.07,1
107/05/25,0,0,---,---,---,---,---,0
107/05/29,72000,92190,1.27,1.30,1.27,1.30,+0.08,3
107/05/30,138000,161030,1.18,1.18,1.15,1.15,-0.15,4
107/05/31,0,0,---,---,---,---,---,0
