106/02/07,0,0,---,---,---,---,---,0
106/02/08,300000,330000,1.10,1.10,1.10,1.10,-0.09,7
106/02/09,518000,579040,1.11,1.16,1.08,1.16,+0.06,9
106/02/10,276000,305900,1.15,1.15,1.00,1.00,-0.16,12
106/02/13,347000,353900,1.00,1.05,1.00,1.02,+0.02,9
106/02/14,339000,338390,1.01,1.02,0.97,0.97,-0.05,17
106/02/15,371000,376880,0.99,1.04,0.99,0.99,+0.02,12
106/02/16,327000,319990,1.01,1.01,0.96,0.98,-0.01,16
106/02/17,112000,114190,1.02,1.02,1.01,1.01,+0.03,2
106/02/18,265000,268250,1.02,1.05,0.99,1.05,+0.04,14
106/02/20,995000,1174860,1.12,1.25,1.11,1.15,+0.10,37
106/02/21,826000,934590,1.15,1.17,1.11,1.11,-0.04,36
106/02/22,517000,588930,1.13,1.16,1.11,1.16,+0.05,26
106/02/23,236000,277040,1.17,1.20,1.11,1.11,-0.05,19
106/02/24,119000,128610,1.08,1.09,1.08,1.09,-0.02,4
106/03/01,29000,30830,1.07,1.07,1.02,1.02,-0.07,3
106/03/02,5000,4850,0.97,0.97,0.97,0.97,-0.05,1
106/03/03,146000,143620,0.98,0.99,0.98,0.99,+0.02,3
106/03/06,159000,152740,0.96,0.97,0.96,0.96,-0.03,4
106/03/07,25000,24350,0.96,0.99,0.96,0.99,+0.03,3
106/03/08,39000,34960,0.90,0.90,0.89,0.89,-0.10,5
106/03/09,20000,17400,0.87,0.87,0.87,0.87,-0.02,2
106/03/10,74000,61420,0.83,0.83,0.83,0.83,-0.04,5
106/03/13,455000,411260,0.90,0.91,0.90,0.91,+0.08,4
106/03/14,702000,709420,0.92,1.05,0.92,1.02,+0.11,52
106/03/15,195000,190700,0.99,0.99,0.96,0.99,-0.03,7
106/03/16,2000,1960,0.98,0.98,0.98,0.98,-0.01,1
106/03/17,105000,102840,0.98,0.98,0.96,0.96,-0.02,3
106/03/20,401000,408670,0.54,1.09,0.54,1.03,+0.07,21
106/03/21,247000,240170,1.00,1.00,0.96,0.99,-0.04,19
106/03/22,125000,107640,0.86,0.92,0.86,0.92,-0.07,4
106/03/23,285000,265940,0.92,0.96,0.90,0.96,+0.04,10
106/03/24,241000,224520,0.96,0.96,0.91,0.94,-0.02,16
106/03/27,10000,8800,0.88,0.88,0.88,0.88,-0.06,1
106/03/28,0,0,---,---,---,---,---,0
106/03/29,212000,174510,0.82,0.83,0.82,0.82,-0.01,6
106/03/30,267000,221820,0.81,0.86,0.81,0.84,+0.02,10
106/03/31,70000,58600,0.82,0.84,0.82,0.84,0.00,3
