106/03/24,0,0,---,---,---,---,---,0
106/03/27,36000,39600,1.10,1.10,1.10,1.10,-0.01,1
106/03/28,236000,267860,1.10,1.16,1.10,1.16,+0.06,6
106/03/29,200000,219500,1.12,1.12,1.09,1.09,-0.07,7
106/03/30,115000,118450,1.00,1.06,1.00,1.06,-0.03,4
106/03/31,265000,289650,1.09,1.11,1.09,1.10,+0.04,7
106/04/05,298000,327800,1.10,1.10,1.10,1.10,0.00,5
106/04/06,38000,42180,1.11,1.11,1.11,1.11,+0.01,1
106/04/07,291000,343270,1.12,1.21,1.12,1.17,+0.06,11
106/04/10,397000,457070,1.16,1.17,1.14,1.15,-0.02,7
106/04/11,186000,222010,1.20,1.20,1.19,1.20,+0.05,4
106/04/12,229000,284060,1.19,1.28,1.19,1.23,+0.03,6
106/04/13,152000,184220,1.24,1.24,1.18,1.18,-0.05,5
106/04/14,65000,79100,1.21,1.22,1.21,1.22,+0.04,3
106/04/17,125000,147200,1.18,1.18,1.17,1.17,-0.05,9
106/04/18,310000,368500,1.17,1.21,1.17,1.19,+0.02,6
106/04/19,480000,577340,1.19,1.21,1.18,1.21,+0.02,17
106/04/20,265000,315890,1.20,1.20,1.18,1.18,-0.03,8
106/04/21,13000,15110,1.17,1.17,1.16,1.16,-0.02,2
106/04/24,13000,14900,1.15,1.15,1.14,1.14,-0.02,3
106/04/25,60000,65050,1.09,1.10,1.08,1.10,-0.04,6
106/04/26,45000,49500,1.10,1.10,1.10,1.10,0.00,4
106/04/27,233000,255970,1.10,1.10,1.09,1.09,-0.01,3
106/04/28,274000,290670,1.08,1.08,1.06,1.07,-0.02,6
106/05/02,100000,105000,1.05,1.05,1.05,1.05,-0.02,2
106/05/03,263000,269720,1.01,1.04,1.01,1.04,-0.01,7
106/05/04,221000,229840,1.04,1.04,1.04,1.04,0.00,4
106/05/05,77000,80080,1.04,1.04,1.04,1.04,0.00,1
106/05/08,187000,190940,1.02,1.04,1.02,1.04,0.00,3
106/05/09,139000,143170,1.03,1.03,1.03,1.03,-0.01,2
106/05/10,239000,243390,1.02,1.02,1.01,1.01,-0.02,3
106/05/11,0,0,---,---,---,---,---,0
106/05/12,90000,91400,1.01,1.02,1.01,1.02,+0.01,2
106/05/15,431000,447660,1.03,1.06,1.03,1.04,+0.02,15
106/05/16,330000,341770,1.04,1.04,1.03,1.04,0.00,9
106/05/17,20000,20910,1.06,1.06,1.04,1.04,0.00,3
106/05/18,10000,10300,1.03,1.03,1.03,1.03,-0.01,1
106/05/19,0,0,---,---,---,---,---,0
106/05/22,185000,190550,1.03,1.03,1.03,1.03,0.00,3
106/05/23,285000,291700,1.02,1.03,1.02,1.03,0.00,5
106/05/24,103000,104090,1.01,1.03,1.01,1.03,0.00,3
106/05/25,50000,50500,1.01,1.01,1.01,1.01,-0.02,1
106/05/26,16000,15850,1.00,1.00,0.99,0.99,-0.02,2
106/05/31,36000,36000,1.00,1.00,1.00,1.00,+0.01,2
106/06/01,0,0,---,---,---,---,---,0
106/06/02,70000,68600,0.98,0.98,0.98,0.98,0.00,1
106/06/03,0,0,---,---,---,---,---,0
106/06/05,70000,63700,0.91,0.91,0.91,0.91,-0.05,1
