101/02/23,0,0,---,---,---,---,---,0
101/02/24,218000,367970,1.58,1.77,1.58,1.68,+0.15,8
101/02/29,250000,407780,1.64,1.75,1.61,1.64,-0.04,7
101/03/01,637000,979740,1.60,1.60,1.50,1.57,-0.07,14
101/03/02,437000,643350,1.51,1.51,1.42,1.42,-0.15,10
101/03/03,424000,636430,1.45,1.55,1.45,1.50,+0.08,10
101/03/05,857000,1201210,1.50,1.53,1.36,1.44,-0.06,37
101/03/06,1450000,2032910,1.40,1.46,1.36,1.36,-0.08,49
101/03/07,697000,848650,1.35,1.35,1.16,1.22,-0.14,37
101/03/08,704000,883730,1.26,1.31,1.23,1.25,+0.03,34
101/03/09,1114000,1349310,1.25,1.27,1.16,1.18,-0.07,47
101/03/12,1493000,1850060,1.18,1.36,1.18,1.35,+0.17,44
101/03/13,1386000,1882940,1.30,1.44,1.28,1.35,0.00,68
101/03/14,709000,841410,1.25,1.25,1.13,1.18,-0.17,57
101/03/15,899000,1078370,1.19,1.23,1.16,1.21,+0.03,30
101/03/16,722000,859050,1.21,1.21,1.15,1.19,-0.02,29
101/03/19,1897000,2353340,1.19,1.26,1.19,1.25,+0.06,44
101/03/20,2509000,3060070,1.23,1.24,1.19,1.22,-0.03,47
101/03/21,1914000,2463140,1.20,1.36,1.20,1.23,+0.01,66
101/03/22,1310000,1619770,1.33,1.33,1.20,1.21,-0.02,31
101/03/23,132000,154450,1.19,1.19,1.14,1.17,-0.04,20
101/03/26,398000,457720,1.14,1.17,1.14,1.17,0.00,16
101/03/27,912000,1058120,1.11,1.19,1.11,1.19,+0.02,25
101/03/28,302000,356570,1.17,1.23,1.17,1.19,0.00,15
101/03/29,103000,128830,1.20,1.28,1.20,1.24,+0.05,19
101/03/30,985000,1204470,1.24,1.35,1.17,1.19,-0.05,99
101/04/02,224000,264010,1.22,1.22,1.16,1.20,+0.01,12
101/04/03,986000,1221130,1.16,1.35,1.15,1.27,+0.07,38
101/04/05,790000,1089380,1.37,1.45,1.28,1.28,+0.01,35
101/04/06,1193000,1533900,1.33,1.33,1.21,1.22,-0.06,23
101/04/09,154000,194510,1.31,1.31,1.23,1.25,+0.03,22
101/04/10,50000,62050,1.23,1.28,1.23,1.28,+0.03,5
101/04/11,694000,881380,1.28,1.30,1.26,1.26,-0.02,8
101/04/12,1417000,1942010,1.25,1.47,1.25,1.43,+0.17,42
101/04/13,1530000,2077120,1.43,1.46,1.29,1.32,-0.11,53
101/04/16,621000,797200,1.34,1.34,1.27,1.29,-0.03,18
101/04/17,3915000,5582490,1.32,1.54,1.32,1.52,+0.23,70
101/04/18,1989000,3186370,1.48,1.75,1.48,1.57,+0.05,52
101/04/19,363000,594830,1.71,1.74,1.55,1.57,0.00,22
101/04/20,270000,448780,1.68,1.68,1.61,1.67,+0.10,14
101/04/23,113000,205450,1.74,1.85,1.73,1.81,+0.14,14
101/04/24,326000,615730,1.88,1.92,1.80,1.80,-0.01,9
