107/09/07,20000,8550,0.42,0.45,0.42,0.45,0.00,2
107/09/12,0,0,---,---,---,---,---,0
107/09/13,0,0,---,---,---,---,---,0
107/09/19,8000,2000,0.25,0.25,0.25,0.25,+0.02,1
107/09/20,15000,3350,0.23,0.23,0.22,0.22,-0.03,2
107/09/25,60000,11050,0.19,0.19,0.18,0.18,-0.02,3
107/10/01,45000,3600,0.08,0.08,0.08,0.08,+0.01,3
107/10/02,5000,350,0.07,0.07,0.07,0.07,-0.01,1
107/10/03,0,0,---,---,---,---,---,0
107/10/04,10000,700,0.07,0.07,0.07,0.07,0.00,1
107/10/05,0,0,---,---,---,---,---,0
107/10/08,10000,700,0.07,0.07,0.07,0.07,0.00,1
107/10/09,0,0,---,---,---,---,---,0
107/10/12,140000,7000,0.05,0.05,0.05,0.05,-0.01,1
107/10/15,0,0,---,---,---,---,---,0
107/10/17,0,0,---,---,---,---,---,0
107/10/19,0,0,---,---,---,---,---,0
107/10/25,0,0,---,---,---,---,---,0
107/10/26,0,0,---,---,---,---,---,0
107/10/31,0,0,---,---,---,---,---,0
107/11/01,0,0,---,---,---,---,---,0
