106/10/24,75000,73500,0.98,0.98,0.98,0.98,0.00,2
106/10/27,14000,13400,0.96,0.97,0.93,0.97,+0.06,3
106/10/30,0,0,---,---,---,---,---,0
106/11/01,18000,16240,0.88,0.93,0.88,0.93,+0.10,2
106/11/02,8000,7280,0.91,0.91,0.91,0.91,-0.02,1
106/11/03,456000,485800,0.91,1.19,0.91,1.08,+0.17,17
106/11/08,307000,331900,1.11,1.11,1.05,1.06,-0.08,14
106/11/09,292000,328070,1.08,1.21,0.96,0.96,-0.10,14
106/11/13,45000,44550,0.99,0.99,0.99,0.99,+0.11,1
106/11/14,100000,96050,1.00,1.00,0.89,0.93,-0.06,8
106/11/20,249000,201780,0.84,0.84,0.76,0.80,-0.06,6
106/11/21,150000,121000,0.80,0.81,0.80,0.81,+0.01,2
106/11/22,512000,463460,0.85,0.97,0.85,0.88,+0.07,14
106/11/24,125000,103330,0.84,0.84,0.79,0.82,-0.03,6
106/11/27,58000,46220,0.83,0.83,0.79,0.79,-0.03,2
106/11/28,0,0,---,---,---,---,---,0
106/11/29,10000,7800,0.78,0.78,0.78,0.78,0.00,1
106/11/30,0,0,---,---,---,---,---,0
106/12/01,27000,16320,0.64,0.64,0.58,0.62,-0.05,4
106/12/04,544000,346660,0.59,0.67,0.59,0.67,+0.05,13
106/12/06,193000,106320,0.55,0.56,0.54,0.54,+0.01,10
106/12/07,122000,67840,0.55,0.57,0.54,0.55,+0.01,6
106/12/08,404000,193330,0.51,0.51,0.46,0.46,-0.09,8
106/12/11,491000,238380,0.48,0.49,0.48,0.49,+0.03,8
106/12/12,222000,105480,0.48,0.48,0.46,0.46,-0.03,6
106/12/13,220000,100000,0.46,0.46,0.45,0.45,-0.01,4
106/12/14,404000,184880,0.45,0.47,0.45,0.47,+0.02,11
106/12/15,200000,91490,0.45,0.46,0.45,0.46,-0.01,6
106/12/19,130000,54600,0.43,0.43,0.40,0.40,-0.06,4
106/12/20,80000,33600,0.42,0.42,0.42,0.42,+0.02,3
