102/03/12,53000,68760,1.35,1.35,1.13,1.13,0.00,5
102/03/13,164000,160470,1.16,1.18,0.81,0.88,-0.25,20
102/03/14,282000,293720,0.90,1.13,0.82,1.12,+0.24,27
102/03/15,494000,603470,1.23,1.29,1.16,1.16,+0.04,38
102/03/18,120000,125030,1.07,1.07,1.04,1.04,-0.12,4
102/03/19,42000,40380,0.96,1.02,0.96,1.02,-0.02,2
102/03/20,159000,157450,0.99,1.03,0.99,1.03,+0.01,3
102/03/21,158000,169060,1.07,1.07,1.07,1.07,+0.04,2
102/03/22,30000,35900,1.19,1.21,1.19,1.21,+0.14,2
102/03/25,45000,65040,1.47,1.47,1.32,1.32,+0.11,5
102/03/26,70000,85800,1.28,1.28,1.18,1.18,-0.14,5
102/03/27,24000,29340,1.24,1.24,1.21,1.21,+0.03,2
102/03/28,0,0,---,---,---,---,---,0
102/03/29,0,0,---,---,---,---,---,0
102/04/01,1000,1230,1.23,1.23,1.23,1.23,-0.01,1
102/04/02,0,0,---,---,---,---,---,0
102/04/03,0,0,---,---,---,---,---,0
102/04/08,0,0,---,---,---,---,---,0
102/04/09,70000,96850,1.38,1.39,1.38,1.38,+0.27,3
102/04/10,0,0,---,---,---,---,---,0
102/04/11,0,0,---,---,---,---,---,0
102/04/12,70000,107450,1.53,1.54,1.53,1.54,-0.02,2
102/04/15,0,0,---,---,---,---,---,0
102/04/16,0,0,---,---,---,---,---,0
102/04/17,0,0,---,---,---,---,---,0
102/04/18,0,0,---,---,---,---,---,0
102/04/19,1000,1900,1.90,1.90,1.90,1.90,+0.40,1
102/04/22,99000,194040,1.96,1.96,1.96,1.96,+0.06,1
102/04/23,10000,19600,1.96,1.96,1.96,1.96,0.00,1
102/04/24,0,0,---,---,---,---,---,0
102/04/25,0,0,---,---,---,---,---,0
102/04/26,0,0,---,---,---,---,---,0
102/04/29,0,0,---,---,---,---,---,0
102/04/30,0,0,---,---,---,---,---,0
102/05/02,0,0,---,---,---,---,---,0
102/05/03,0,0,---,---,---,---,---,0
102/05/06,0,0,---,---,---,---,---,0
102/05/07,0,0,---,---,---,---,---,0
102/05/08,0,0,---,---,---,---,---,0
102/05/09,0,0,---,---,---,---,---,0
102/05/10,0,0,---,---,---,---,---,0
102/05/13,0,0,---,---,---,---,---,0
102/05/14,0,0,---,---,---,---,---,0
102/05/15,0,0,---,---,---,---,---,0
102/05/16,0,0,---,---,---,---,---,0
102/05/17,0,0,---,---,---,---,---,0
102/05/20,0,0,---,---,---,---,---,0
102/05/21,1000,1540,1.54,1.54,1.54,1.54,+0.09,1
102/05/22,1000,1370,1.37,1.37,1.37,1.37,-0.17,1
102/05/23,0,0,---,---,---,---,---,0
102/05/24,10000,10400,1.04,1.04,1.04,1.04,-0.20,1
102/05/27,1000,1090,1.09,1.09,1.09,1.09,+0.05,1
102/05/28,0,0,---,---,---,---,---,0
102/05/29,0,0,---,---,---,---,---,0
102/05/30,1000,1300,1.30,1.30,1.30,1.30,+0.03,1
102/05/31,1000,1200,1.20,1.20,1.20,1.20,-0.10,1
102/06/03,1000,1050,1.05,1.05,1.05,1.05,-0.15,1
102/06/04,0,0,---,---,---,---,---,0
102/06/05,0,0,---,---,---,---,---,0
102/06/06,0,0,---,---,---,---,---,0
102/06/07,0,0,---,---,---,---,---,0
102/06/10,0,0,---,---,---,---,---,0
102/06/11,0,0,---,---,---,---,---,0
102/06/13,0,0,---,---,---,---,---,0
102/06/14,0,0,---,---,---,---,---,0
102/06/17,0,0,---,---,---,---,---,0
102/06/18,0,0,---,---,---,---,---,0
102/06/19,0,0,---,---,---,---,---,0
102/06/20,0,0,---,---,---,---,---,0
102/06/21,0,0,---,---,---,---,---,0
102/06/24,0,0,---,---,---,---,---,0
102/06/25,0,0,---,---,---,---,---,0
102/06/26,99000,54450,0.55,0.55,0.55,0.55,+0.14,1
102/06/27,131000,89680,0.64,0.86,0.64,0.86,+0.31,3
102/06/28,32000,32500,0.94,1.05,0.94,1.05,+0.19,2
102/07/01,10000,9800,0.98,0.98,0.98,0.98,-0.07,1
102/07/02,30000,29400,0.98,0.98,0.98,0.98,0.00,1
102/07/03,0,0,---,---,---,---,---,0
102/07/04,33000,21360,0.82,0.82,0.63,0.63,-0.21,2
102/07/05,152000,98470,0.63,0.70,0.63,0.70,+0.07,3
102/07/08,124000,76120,0.63,0.63,0.55,0.55,-0.15,2
102/07/09,223000,183290,0.72,0.88,0.72,0.83,+0.28,4
102/07/10,22000,20020,0.91,0.91,0.91,0.91,+0.08,1
102/07/11,20000,21800,1.09,1.09,1.09,1.09,+0.18,1
102/07/12,20000,26000,1.30,1.30,1.30,1.30,+0.21,1
102/07/15,10000,13600,1.36,1.36,1.36,1.36,+0.06,1
102/07/16,45000,74700,1.74,1.74,1.65,1.65,+0.29,2
102/07/17,35000,63400,1.82,1.93,1.75,1.75,+0.10,4
102/07/18,0,0,---,---,---,---,---,0
102/07/19,0,0,---,---,---,---,---,0
102/07/22,0,0,---,---,---,---,---,0
102/07/23,0,0,---,---,---,---,---,0
102/07/24,0,0,---,---,---,---,---,0
102/07/25,20000,24800,1.24,1.24,1.24,1.24,-0.23,1
102/07/26,0,0,---,---,---,---,---,0
102/07/29,0,0,---,---,---,---,---,0
102/07/30,0,0,---,---,---,---,---,0
102/07/31,0,0,---,---,---,---,---,0
102/08/01,0,0,---,---,---,---,---,0
102/08/02,0,0,---,---,---,---,---,0
102/08/05,0,0,---,---,---,---,---,0
102/08/06,0,0,---,---,---,---,---,0
102/08/07,0,0,---,---,---,---,---,0
102/08/08,0,0,---,---,---,---,---,0
102/08/09,0,0,---,---,---,---,---,0
102/08/12,0,0,---,---,---,---,---,0
102/08/13,0,0,---,---,---,---,---,0
102/08/14,0,0,---,---,---,---,---,0
102/08/15,0,0,---,---,---,---,---,0
102/08/16,0,0,---,---,---,---,---,0
102/08/19,0,0,---,---,---,---,---,0
102/08/20,0,0,---,---,---,---,---,0
102/08/22,0,0,---,---,---,---,---,0
102/08/23,0,0,---,---,---,---,---,0
102/08/26,0,0,---,---,---,---,---,0
102/08/27,0,0,---,---,---,---,---,0
102/08/28,0,0,---,---,---,---,---,0
102/08/29,0,0,---,---,---,---,---,0
102/08/30,0,0,---,---,---,---,---,0
102/09/02,0,0,---,---,---,---,---,0
102/09/03,0,0,---,---,---,---,---,0
102/09/04,0,0,---,---,---,---,---,0
102/09/05,0,0,---,---,---,---,---,0
102/09/06,0,0,---,---,---,---,---,0
102/09/09,0,0,---,---,---,---,---,0
