103/04/23,524000,550360,0.99,1.09,0.99,1.07,+0.13,20
103/04/24,528000,579300,1.10,1.18,1.06,1.07,0.00,21
103/04/25,251000,287490,1.07,1.20,1.04,1.17,+0.10,12
103/04/28,205000,246660,1.27,1.27,1.16,1.16,-0.01,6
103/04/29,12000,12900,1.07,1.08,1.07,1.08,-0.08,2
103/04/30,0,0,---,---,---,---,---,0
103/05/02,30000,30900,1.07,1.07,1.01,1.01,-0.07,2
103/05/05,12000,11560,0.93,0.98,0.93,0.96,-0.05,4
103/05/06,20000,19600,0.98,0.98,0.98,0.98,+0.02,1
103/05/07,37000,37100,1.01,1.01,0.99,1.00,+0.02,6
103/05/08,7000,6930,0.99,0.99,0.99,0.99,-0.01,2
103/05/09,50000,50500,1.01,1.01,1.01,1.01,+0.02,1
103/05/12,225000,245710,1.04,1.13,1.04,1.13,+0.12,12
103/05/13,874000,1000880,1.09,1.50,1.09,1.30,+0.17,22
103/05/14,824000,1073740,1.38,1.43,1.27,1.30,0.00,20
103/05/15,72000,88390,1.22,1.24,1.21,1.24,-0.06,7
103/05/16,97000,124660,1.28,1.32,1.24,1.25,+0.01,6
103/05/19,58000,59270,1.14,1.21,0.97,0.97,-0.28,7
103/05/20,26000,23180,0.99,0.99,0.83,0.83,-0.14,4
103/05/21,90000,82350,0.94,0.95,0.87,0.91,+0.08,9
103/05/22,130000,116500,0.89,0.94,0.89,0.94,+0.03,5
103/05/23,140000,131700,0.98,0.98,0.85,0.85,-0.09,5
103/05/26,208000,180260,0.80,0.87,0.80,0.87,+0.02,3
103/05/27,446000,373640,0.87,0.87,0.80,0.83,-0.04,9
103/05/28,258000,211860,0.83,0.84,0.80,0.84,+0.01,4
103/05/29,0,0,---,---,---,---,---,0
103/05/30,267000,219230,0.82,0.83,0.82,0.82,0.00,6
103/06/03,5000,4100,0.82,0.82,0.82,0.82,0.00,1
103/06/04,39000,33450,0.85,0.88,0.85,0.88,+0.06,3
103/06/05,30000,22500,0.78,0.78,0.70,0.70,-0.18,3
103/06/06,162000,102430,0.69,0.69,0.58,0.58,-0.12,7
103/06/09,92000,56790,0.59,0.64,0.59,0.64,+0.06,4
103/06/10,70000,47000,0.68,0.68,0.67,0.67,+0.03,6
103/06/11,5000,3250,0.65,0.65,0.65,0.65,-0.02,1
103/06/12,0,0,---,---,---,---,---,0
103/06/13,0,0,---,---,---,---,---,0
