102/05/20,2000,3380,1.69,1.69,1.69,1.69,0.00,1
102/05/21,30000,54600,1.82,1.82,1.82,1.82,+0.13,1
102/05/22,60000,97200,1.65,1.65,1.59,1.59,-0.23,2
102/05/23,0,0,---,---,---,---,---,0
102/05/24,34000,53820,1.57,1.68,1.57,1.68,+0.11,2
102/05/27,4000,5920,1.48,1.48,1.48,1.48,-0.20,1
102/05/28,6000,9680,1.63,1.63,1.61,1.61,+0.13,2
102/05/29,1000,1530,1.53,1.53,1.53,1.53,-0.08,1
102/05/30,0,0,---,---,---,---,---,0
102/05/31,0,0,---,---,---,---,---,0
102/06/03,9000,14340,1.59,1.62,1.59,1.62,+0.03,2
102/06/04,0,0,---,---,---,---,---,0
102/06/05,297000,463320,1.56,1.56,1.56,1.56,+0.08,3
102/06/06,302000,473740,1.57,1.57,1.49,1.49,-0.07,4
102/06/07,15000,17150,1.27,1.27,1.08,1.08,-0.41,2
102/06/10,21000,23120,1.10,1.12,1.10,1.12,+0.04,2
102/06/11,62000,65390,1.10,1.10,0.96,0.96,-0.16,5
102/06/13,167000,132800,0.84,0.86,0.75,0.75,-0.21,10
102/06/14,151000,109970,0.71,0.74,0.63,0.63,-0.12,6
102/06/17,67000,51110,0.70,0.77,0.70,0.77,+0.14,3
102/06/18,61000,48780,0.79,0.80,0.79,0.80,+0.03,2
102/06/19,0,0,---,---,---,---,---,0
102/06/20,2000,1180,0.59,0.59,0.59,0.59,-0.06,1
102/06/21,0,0,---,---,---,---,---,0
102/06/24,0,0,---,---,---,---,---,0
102/06/25,0,0,---,---,---,---,---,0
102/06/26,0,0,---,---,---,---,---,0
102/06/27,0,0,---,---,---,---,---,0
102/06/28,0,0,---,---,---,---,---,0
102/07/01,0,0,---,---,---,---,---,0
102/07/02,30000,18000,0.60,0.60,0.60,0.60,+0.06,2
102/07/03,0,0,---,---,---,---,---,0
102/07/04,0,0,---,---,---,---,---,0
102/07/05,30000,13800,0.46,0.46,0.46,0.46,-0.02,1
102/07/08,0,0,---,---,---,---,---,0
102/07/09,0,0,---,---,---,---,---,0
102/07/10,0,0,---,---,---,---,---,0
102/07/11,0,0,---,---,---,---,---,0
102/07/12,0,0,---,---,---,---,---,0
102/07/15,0,0,---,---,---,---,---,0
102/07/16,0,0,---,---,---,---,---,0
102/07/17,0,0,---,---,---,---,---,0
102/07/18,15000,9450,0.63,0.63,0.63,0.63,0.00,1
102/07/19,60000,28200,0.47,0.47,0.47,0.47,-0.16,1
102/07/22,0,0,---,---,---,---,---,0
102/07/23,0,0,---,---,---,---,---,0
102/07/24,0,0,---,---,---,---,---,0
102/07/25,300000,159030,0.53,0.54,0.53,0.54,+0.08,4
102/07/26,300000,169000,0.59,0.59,0.55,0.55,+0.01,26
102/07/29,0,0,---,---,---,---,---,0
102/07/30,10000,4400,0.45,0.45,0.43,0.43,-0.03,2
102/07/31,30000,13000,0.46,0.46,0.40,0.40,-0.03,3
102/08/01,30000,11600,0.40,0.40,0.38,0.38,-0.02,3
102/08/02,20000,7900,0.40,0.40,0.39,0.39,+0.01,2
102/08/05,30000,12510,0.40,0.48,0.40,0.47,+0.08,6
102/08/06,170000,81330,0.47,0.49,0.47,0.49,+0.02,8
102/08/07,150000,76490,0.51,0.51,0.50,0.50,+0.01,3
102/08/08,0,0,---,---,---,---,---,0
102/08/09,0,0,---,---,---,---,---,0
102/08/12,10000,4500,0.45,0.45,0.45,0.45,+0.06,2
102/08/13,12000,5810,0.48,0.49,0.48,0.49,+0.04,3
102/08/14,20000,6400,0.32,0.32,0.32,0.32,-0.17,2
102/08/15,30000,4700,0.15,0.16,0.15,0.16,-0.16,2
102/08/16,5000,700,0.14,0.14,0.14,0.14,-0.02,1
102/08/19,0,0,---,---,---,---,---,0
102/08/20,31000,2540,0.14,0.14,0.08,0.08,-0.06,2
102/08/22,0,0,---,---,---,---,---,0
102/08/23,12000,1080,0.09,0.09,0.09,0.09,+0.01,2
102/08/26,0,0,---,---,---,---,---,0
102/08/27,0,0,---,---,---,---,---,0
102/08/28,218000,15160,0.06,0.07,0.06,0.07,0.00,4
102/08/29,100000,7010,0.07,0.08,0.07,0.08,+0.01,2
102/08/30,10000,700,0.07,0.07,0.07,0.07,-0.01,1
102/09/02,5000,350,0.07,0.07,0.07,0.07,0.00,1
102/09/03,1000,100,0.10,0.10,0.10,0.10,+0.03,1
102/09/04,0,0,---,---,---,---,---,0
102/09/05,40000,3000,0.07,0.08,0.07,0.08,-0.01,2
102/09/06,138000,7200,0.05,0.06,0.05,0.06,-0.02,5
102/09/09,0,0,---,---,---,---,---,0
102/09/10,20000,1000,0.05,0.05,0.05,0.05,0.00,1
102/09/11,297000,11880,0.04,0.04,0.04,0.04,-0.01,3
102/09/12,5000,250,0.05,0.05,0.05,0.05,+0.01,1
102/09/13,0,0,---,---,---,---,---,0
102/09/14,0,0,---,---,---,---,---,0
102/09/16,0,0,---,---,---,---,---,0
102/09/17,0,0,---,---,---,---,---,0
102/09/18,6000,150,0.02,0.05,0.02,0.05,0.00,2
102/09/23,0,0,---,---,---,---,---,0
102/09/24,30000,1500,0.05,0.05,0.05,0.05,0.00,1
102/09/25,0,0,---,---,---,---,---,0
102/09/26,0,0,---,---,---,---,---,0
102/09/27,0,0,---,---,---,---,---,0
102/09/30,0,0,---,---,---,---,---,0
102/10/01,0,0,---,---,---,---,---,0
102/10/02,0,0,---,---,---,---,---,0
102/10/03,0,0,---,---,---,---,---,0
102/10/04,0,0,---,---,---,---,---,0
102/10/07,0,0,---,---,---,---,---,0
102/10/08,106000,1060,0.01,0.01,0.01,0.01,-0.04,2
102/10/09,0,0,---,---,---,---,---,0
102/10/11,0,0,---,---,---,---,---,0
102/10/14,0,0,---,---,---,---,---,0
102/10/15,0,0,---,---,---,---,---,0
102/10/16,0,0,---,---,---,---,---,0
102/10/17,0,0,---,---,---,---,---,0
102/10/18,0,0,---,---,---,---,---,0
102/10/21,0,0,---,---,---,---,---,0
102/10/22,0,0,---,---,---,---,---,0
102/10/23,0,0,---,---,---,---,---,0
102/10/24,0,0,---,---,---,---,---,0
102/10/25,0,0,---,---,---,---,---,0
102/10/28,0,0,---,---,---,---,---,0
102/10/29,0,0,---,---,---,---,---,0
102/10/30,0,0,---,---,---,---,---,0
102/10/31,0,0,---,---,---,---,---,0
102/11/01,0,0,---,---,---,---,---,0
102/11/04,0,0,---,---,---,---,---,0
102/11/05,0,0,---,---,---,---,---,0
102/11/06,0,0,---,---,---,---,---,0
102/11/07,0,0,---,---,---,---,---,0
102/11/08,0,0,---,---,---,---,---,0
102/11/11,0,0,---,---,---,---,---,0
102/11/12,0,0,---,---,---,---,---,0
102/11/13,0,0,---,---,---,---,---,0
102/11/14,0,0,---,---,---,---,---,0
102/11/15,0,0,---,---,---,---,---,0
